,Instrument,Business Description
13,STAG.N,"STAG Industrial, Inc. is a real estate investment trust (REIT). The Company is focused on the acquisition, ownership, and operation of single-tenant, industrial properties throughout the United States. The Company is structured as an umbrella partnership REIT (UPREIT), and owns all its assets and conducts its business through its operating partnership, STAG Industrial Operating Partnership, L.P. The Company's portfolio includes 501 buildings in 39 states with approximately 100.1 million rentable square feet, consisting of approximately 421 warehouse/distribution buildings, 73 light manufacturing buildings, and seven flex/office buildings. It also owns both single- and multi-tenant properties."
14,KAMN.N,"Kaman Corporation conducts business in the aerospace, medical and industrial markets. The Company produces and markets aircraft bearings and components; super precision, miniature ball bearings; spring energized seals, springs and contacts; complex metallic and composite aerostructures for commercial, military and general aviation fixed and rotary wing aircraft; and safe and arming solutions for missile and bomb systems for the United States and allied militaries. The Company also manufactures and supports its K-MAX manned and unmanned medium-to-heavy lift helicopters and restores, modifies and supports its SH-2G Super Seasprite maritime helicopters. The Company's brands include KAflex, KAron and K-MAX. Its operations are conducted throughout the United States, as well as in facilities located in Germany, the Czech Republic, Mexico, Singapore, the Netherlands, Switzerland and Hong Kong. Additionally, the Company maintains an investment in a joint venture in India."
15,KB.N,"KB Financial Group Inc is a Korean-based company principally engaged in the financial business. The Company operates its business through six segments. The Banking segment consists of retail banking services provided by Kookmin Bank. This segment is engaged in the lending and receiving of large corporations, small and medium-sized businesses, SOHO and household customers, the investment of securities and derivatives, and financing, among others. The Credit Card segment operates credit sales, cash advances and card loans, among others. The Non-life Insurance segment is engaged in the non-life insurance. The Securities segment is engaged in the trading, consignment, and acquisition of securities. The Life Insurance segment is engaged in the life insurance. The other segment is engaged in the maintenance of computer-related equipment and systems, the investigation of credit and the collection of debt, among others."
16,QD.N,"Qudian Inc is a China-based holding company principally involved in the operation of an online customer credit technology platform. Through its technology platform, the Company operates two segments. The Installment Credit Services segment is engaged in traditional online installment credit business, including cash installment credit services and merchandise installment credit services. The Transaction Services segment offers loan recommendation and referral services to third-party financial service providers and assumes no credit risk. The Company uses big data-enabled technologies, such as artificial intelligence, to service young, mobile-active consumers. The Company operates an online platform, with nearly all of the transactions facilitated through mobile devices. Borrowers can apply for small credit. Approved borrowers can draw down on their cash credit with cash disbursed into their Alipay accounts in digital form. The Company conducts its businesses in the China market."
17,KLR.N,"Kaleyra Inc is an Italy- based company providing mobile communication services to financial institutions, e-commerce players, over the tops (OTTs), software companies, logistic enablers, healthcare providers and retailers and other organizations. The Company operates through its subsidiaries, including Hook Mobile, mGage, Bandyer, among others. Through its platform and Application Programming Interface (APIs), it manages multi-channel integrated communication services globally, consisting of messaging, rich messaging and instant messaging, push notifications, e-mail, voice services, video capabilities, and chatbots. Its technology enables to manage a number of messages monthly with over 1600 operator connections in more than 190 countries. Its customer portfolio includes more than 3800 companies globally."
18,GE.N,"General Electric Company is an industrial company. The Company operates through its industrial segments, Power, Renewable Energy, Aviation and Healthcare, and its financial services segment, Capital. Its segments include Power, which serves power generation, industrial, government and other customers with products and services related to energy production; Renewable Energy, which provides solutions for renewable energy; Aviation, which includes commercial and military aircraft engines, and integrated digital components, electric power and mechanical aircraft systems; Healthcare, which provides healthcare technologies in medical imaging, digital solutions, patient monitoring and diagnostics, and drug discovery, and Capital, which is a financial services division."
19,CANO.N,"Cano Health, Inc. (Cano Health) is a value-based primary care provider for seniors and underserved communities. The Company operates primary care centers and supports affiliated medical practices that specialize in primary care for seniors in Florida, Texas, Nevada, and Puerto Rico. Cano Health provides health management programs, including telehealth, prescription home delivery, wellness programs, transition of care, and high-risk and complex care management. The Company serves predominantly minority population and low-income population. It offers full service health care services through approximately 71 medical centers. Cano Health's medical services include allergies and asthma, arthritis and pain management, cardiovascular, chiropractic care, cosmetic services, varicose veins and weight loss. Its wellness services include education courses, laughter yoga, dance and nutrition courses. The Company also provides its patients with transportation to and from its medical centers."
20,THC.N,"Tenet Healthcare Corporation is a diversified healthcare services company. The Company's segments include Hospital Operations and other (Hospital Operations) segment, Ambulatory Care segment and Conifer segment. Through its subsidiaries, partnerships and joint ventures, including USPI Holding Company, Inc. (USPI), The Company operates approximately 60 hospitals and more than 460 other healthcare facilities, including surgical hospitals, ambulatory surgery centers, imaging centers and other care sites and clinics. In addition, it operates Conifer Health Solutions, LLC through its Conifer Holdings, Inc. (Conifer) subsidiary, which provides revenue cycle management and value-based care services to hospitals, healthcare systems, physician practices, employers and other customers."
21,BSAC.N,"Banco Santander-Chile (the Bank), formerly Banco Santander Chile, is a Chilean bank. The Bank's segments include Retail banking, Middle-market, Global Corporate Banking and Corporate Activities (Other). The Retail Banking segment consists of individuals and small to middle-sized entities (SMEs). The Middle-market segment serves companies and large corporations. The Global Corporate Banking segment consists of foreign and domestic multinational companies. The Corporate Activities segment includes its Financial Management Division, which develops global management functions. It provides a range of commercial and retail banking services to its customers, including Chilean peso and foreign currency denominated loans to finance a range of commercial transactions, trade, foreign currency forward contracts and credit lines and a range of retail banking services, including mortgage financing. In addition to its traditional banking operations, the Bank offers a range of financial services."
22,TYL.N,"Tyler Technologies, Inc. is a provider of integrated information management solutions and services for the public sector, with a focus on local governments. The Company operates through three segments: Enterprise Software (ES), Appraisal and Tax (A&T) and NIC, Inc. (NIC). The ES segment provides public sector entities with software systems and services to meet their information technology and automation needs for back-office functions such as financial management and education, courts and justice, public safety, data and insights and platform technologies. The A&T segment provides systems and software that automate the appraisal and assessment of real and personal property, land and vital records management as well as property appraisal outsourcing services for local governments and taxing authorities. The NIC segment provides digital services such as applying for unemployment insurance, submitting business filings, renewing licenses, accessing information and making secure payments."
23,TRN.N,"Trinity Industries, Inc. is an owner of businesses that provides railcar products and services in North America. The Company operates through three segments: Railcar Leasing and Management Services Group, Rail Products Group and all Other. The Railcar Leasing and Management Services Group segment owns and operates a fleet of railcars and provides third-party fleet leasing, management, and administrative services. The Rail Products Group segment manufactures and sells railcars and related parts and components and provides railcar maintenance and modification services. All Other segment includes its highway products business and legal, environmental, and maintenance costs associated with non-operating facilities. The Company's rail-related businesses market their railcar products and services under the trade name TrinityRail. It also owns businesses engaged in the manufacturing of products used in roadways and in traffic control."
24,LPI.N,"Laredo Petroleum, Inc. (Laredo) is an independent energy company. The Company is focused on the acquisition, exploration and development of oil and natural gas properties, and the transportation of oil and natural gas from such properties primarily in the Permian Basin in West Texas. It operates through two segments: Exploration and production of oil and natural gas properties, and Midstream and marketing. The exploration and production of oil and natural gas properties are conducted by it through the exploration and development of its acreage in the Permian Basin. As of December 31, 2016, it had assembled 127,847 net acres in the Permian Basin and had total proved reserves, presented on a three-stream basis, of 167,100 thousand of barrels of oil equivalent (MBOE). The Midstream and marketing segment's operations are conducted by its subsidiary, Laredo Midstream Services, LLC, which buys, sells, gathers and transports oil, natural gas and water primarily for the account of Laredo."
25,DEI.N,"Douglas Emmett, Inc. is a fully integrated, self-administered and self-managed real estate investment trust (REIT). The Company owns and operates office and multifamily properties located in coastal submarkets in Los Angeles and Honolulu. It operates through two business segments: the acquisition, development, ownership and management of office real estate, and the acquisition, development, ownership and management of multifamily real estate. The services for its office segment include primarily rental of office space and other tenant services, including parking and storage space rental. The services for its multifamily segment include primarily rental of apartments and other tenant services, including parking and storage space rental. Its properties are located in the Beverly Hills, Brentwood, Burbank, Century City, Olympic Corridor, Santa Monica, Sherman Oaks, Warner Center/Woodland Hills and Westwood submarkets of Los Angeles County, California, and in Honolulu, Hawaii."
26,CDE.N,"Coeur Mining, Inc. is a gold and silver producer. The Company has its mines located in the United States, Mexico, and Bolivia and exploration projects in Mexico and Argentina. Its segments include Palmarejo, Rochester, Kensington, Wharf, Coeur Capital and Other. The Palmarejo complex is located in the state of Chihuahua, Mexico. The Rochester mine is located in Pershing County, Nevada, approximately 13 miles northeast of the city of Lovelock. The Kensington underground gold mine and associated milling facilities are located on the east side of the Lynn Canal over 45 miles north-northwest of Juneau, Alaska. The Wharf mine is located in the northern Black Hills of western South Dakota. Coeur Capital segment consists of the Endeavor silver stream. The Other segment includes the La Preciosa project and Joaquin project."
27,ATHM.N,"Autohome Inc is a holding company mainly provides online destination for automobile consumers. It is engaged in the provision of online advertising and dealer subscription services. It, through its Websites, autohome.com.cn and che168.com, delivers content to automobile buyers and owners. Media services provide with marketing solutions in connection with brand promotion, new model release and sales promotion. Leads generation services enable dealer subscribers to create their own online stores, list pricing and promotional information, provide dealer contact information, place advertisements and manage customer relationships. Online marketplace and others focus on providing facilitation services and other platform-based services for new and used car transactions. It also provides services to its cooperative financial institutions that involve facilitating the sale of their loans and insurance products. The Company mainly conducts its businesses in the China market."
28,CLPR.N,"Clipper Realty Inc. is a self-administered and self-managed real estate company. The Company acquires, owns, manages, operates and repositions multifamily residential and commercial properties in the New York metropolitan area, with a portfolio in Manhattan and Brooklyn. It operates through two segments: Commercial Rental Properties and Residential Rental Properties. The Commercial Rental Properties segment includes the 141 Livingston Street property and portions of the 250 Livingston Street, Tribeca House and Aspen properties. The Residential Rental Properties segment includes the Flatbush Gardens property, the Clover House property, the 10 West 65th Street property, the 1010 Pacific Street property and portions of the 250 Livingston Street, Tribeca House and Aspen properties. The Company, through the Operating Partnership, owns all of the ownership interests in the Aspen property, the Clover House property, the 10 West 65th Street property and the 1010 Pacific Street property."
29,MLNK.N,"MeridianLink, Inc offers loan origination software (LOS) and digital lending. The Company provides cloud-based digital solutions that transform the ways in which financial services providers engage with account holders and end users. It sells its solutions to financial institutions, including banks, credit unions, mortgage lenders, specialty lending providers, and consumer reporting agencies. The Company delivers its solutions to its customers using a software-as-a-service (SaaS) model under which its customers pay subscription fees for the use of the Company’s solutions. Its solutions allow its customers to meet their clients’ financial needs across the institution, which enables client acquisition and retention. Its solutions address categories of consumer lending, including mortgage, credit card, personal, auto, home equity, and small business loans, and provide the software tools and data necessary to deliver automated decisioning."
30,BX.N,"Blackstone Inc., formerly Blackstone Group Inc., is an investment firm. Its alternative asset management business includes investment vehicles focused on private equity, real estate, public debt and equity, life sciences, growth equity, opportunistic, non-investment grade credit, real assets and secondary funds. It operates through four segments: Private Equity segment includes corporate private equity business, which consists of it's corporate private equity funds, Blackstone Capital Partners funds, it's sector-focused corporate private equity funds, including it's energy-focused funds, Blackstone Energy Partners funds and it's core private equity fund; Real Estate segment includes The Blackstone Real Estate Partners funds target a range of opportunistic real estate and real estate related investments; The Hedge Fund Solutions segment consists of Blackstone Alternative Asset Management; and the Credit & Insurance segment consists principally of Blackstone Credit."
31,MCK.N,"McKesson Corporation is focused distributing pharmaceuticals and providing health information technology, medical supplies, and care management tools. The Company’s segments include U.S. Pharmaceutical, International, Medical-Surgical Solutions, and Prescription Technology Solutions (RxTS). The U.S. Pharmaceutical segment provides distribution and logistics services for branded, generic, specialty, biosimilar, and over-the-counter pharmaceutical drugs and other healthcare-related products. The International segment provides distribution and services to wholesale, institutional, and retail customers in 13 European countries and Canada. Medical-Surgical Solutions segment provides medical-surgical supply distribution, logistics, and other services to healthcare providers. RxTS segment combines its technologies, including CoverMyMeds, RelayHealth, RxCrossroads, and McKesson Prescription Automation, to serve its biopharma and life sciences partners and patients."
32,PVG.N,"Pretium Resources Inc. is engaged in the acquisition, exploration, development and operation of precious metal resource properties in the Americas. The Company's assets include Brucejack mine, Bowser Claims and the Porphyry Potential Deep Drilling (PPDD) Project. The Brucejack Property is located in northwestern British Columbia, approximately 65 kilometers (km) north of Stewart and is comprised of four mining leases and six mineral claims totaling approximately 3,306 hectares in area and forms part of its total claims package that comprises over 122,000 hectares. The Brucejack Mine is a gold underground mine. The Bowser Property is located southeast of the Brucejack Mine and comprises 1,220 square km. The PPDD Project is a deep underground exploration program involving the testing of the extent of Brucejack-style mineralization."
33,T.N,"AT&T Inc. is a holding company. The Company is a provider of telecommunications, media and technology services globally. The Company operates through three segments: Communication segment, WarnerMedia segment, and Latin America segment. The Communications segment provides wireless and wireline telecom, video and broadband services to consumers. The business units of the Communication segment includes Mobility, Entertainment Group and Business Wireline. The WarnerMedia segment develops, produces and distributes feature films, television, gaming and other content over various physical and digital formats. WarnerMedia segment also includes Xandr, which provides advertising services. Latin America segment provides wireless services in Mexico. Mexico is the business unit of the Latin America segment. Its Xandr segment provides advertising services."
34,ZNH.N,"China Southern Airlines Company Limited is principally engaged in the operation of civil aviation, including the provision of passenger, cargo, mail delivery and other extended transportation services. The Company operates through two business segments, including Airline Transportation segment and Other segment. Airline Transportation segment consist of passenger and cargo and mail operations. Other segment includes hotel and tour operation, ground services, cargo handling and other miscellaneous services. . The Company also provides services of general aviation and aircraft maintenance. The Company acts as an agency of domestic and foreign airlines, and other aviation and related business, such as personal accident insurance and agency business."
35,FLS.N,"Flowserve Corporation is a manufacturer and aftermarket service provider of flow control systems. The Company operates through two segments: Flowserve Pump Division (FPD) and Flow Control Division (FCD). The FPD segment designs, manufactures, pre-tests, distributes and services specialty and engineered custom and pre-configured pumps and pump systems, mechanical seals, auxiliary systems, replacement parts and upgrades and related aftermarket services. The FCD segment designs, manufactures, distributes and services a portfolio of flow control solutions, including engineered and industrial valve and automation systems, isolation and control valves, actuation, controls and related equipment. Its product portfolio of pumps, valves, seals, automation and aftermarket services supports global infrastructure industries, including oil and gas, chemical, power generation, including nuclear, fossil and renewable, and water management, as well as certain industrial markets."
36,ASPN.N,"Aspen Aerogels, Inc. is an aerogel technology company. The Company designs, develops and manufactures aerogel insulation used primarily in the energy infrastructure and building materials markets. It also conducts research and development related to aerogel technology. It supplies products for a range of applications and markets, which includes primary steel production, fuel-handling, semi-conductor, medical, pharmaceutical, petrochemical, residential and commercial construction, and power generation. The Company's product line includes Pyrogel and Cryogel. Its products include Pyrogel XTE, which is used in refineries and petrochemical facilities and energy infrastructure market; Pyrogel HPS is used for installation in turbine systems and thermal environments in power plants and systems; Pyrogel XTF provides protection against fire; Cryogel Z, which is designed for sub-ambient and cryogenic applications in the energy infrastructure market land."
37,CCJ.N,"Cameco Corporation (Cameco) is a uranium producer. The Company’s operating segments include uranium and full services. The uranium segment involves the exploration for, mining, milling, purchase and sale of uranium concentrate. Cameco's Canadian uranium joint operation interests include McArthur River, Key Lake and Cigar Lake. The uranium segment involves the exploration for, mining, milling, purchase and sale of uranium concentrate. The fuel services segment involves the refining, conversion and fabrication of uranium concentrate, and the purchase and sale of conversion services. The Fuel services segment offers a range of products and services to customers, including uranium trioxide, uranium hexafluoride and uranium dioxide. The Company’s operations and investments span the nuclear fuel cycle, from exploration to fuel manufacturing."
38,SCCO.N,"Southern Copper Corporation is an integrated copper producer. It produces copper and, in the production process, obtains several by-products, including molybdenum, silver, zinc, sulfuric acid and other metals. Its segments include the Peruvian operations, the Mexican open-pit copper mines and the Mexican underground mining operations segment identified as the IMMSA unit. The Peruvian operations segment includes the Toquepala and Cuajone mine complexes, and the smelting and refining plants, including a metals plant industrial railroad and port facilities that service both mines. The Mexican open-pit operations segment includes the La Caridad and Buenavista mine complexes, and the smelting and refining plants, including a metals plant and a copper rod plant, and support facilities that service both mines. The Mexican underground mining operations segment includes five underground mines that produce zinc, copper, silver and gold, and a zinc refinery."
39,AME.N,"AMETEK, Inc. (AMETEK), is a manufacturer of electronic instruments and electromechanical devices with operations in North America, Europe, Asia and South America. The Company markets its products across the world through two groups: the Electronic Instruments Group (EIG) and the Electromechanical Group (EMG). EIG provides designing and manufacturing of instruments for the process, power and industrial, and aerospace markets. EMG supplies precision motion control solutions, thermal management systems, specialty metals and electrical interconnects. Its end markets include aerospace and defense, medical, automation and other industrial markets. The Company also provides radio frequency and microwave test and measurement solutions and services."
40,AENZ.N,"Grana y Montero SAA is a Peru-based holding company primarily engaged in the four business areas: Construction and Engineering Industry, Real Estate, Oil Services, and Operation of Public Concessions and Business Support Services. Through its subsidiaries, the Company provides such services as the development and management of real estate properties and leisure facilities; the exploration, production and sale of oil, natural gas and its derivates; the storage and distribution of combustibles; information technology services; engineering consultancy; the operation and maintenance of rails and roads concessions; as well as the execution and management of projects related to the generation of electric power; among others. The Company owns such subsidiaries as GMD SA, Adexus SA, Concar SA, Survial SA, Norvial SA and Promotores Asociados de Inmobiliarios SA, among others."
41,BCS.N,"Barclays PLC is a holding company. The Company, through its subsidiaries, is a transatlantic consumer and wholesale bank with global reach offering products and services across personal, corporate and investment banking, credit cards and wealth management, anchored in the Company’s two home markets of the United Kingdom and the United States. The Company is organized into two business divisions: the Barclays UK division (Barclays UK) and the Barclays International division (Barclays International). Barclays UK offers everyday products and services to retail customers and small- to medium-sized enterprises based in the United Kingdom. Barclays UK is the ring-fenced bank for the United Kingdom, providing transactional, lending and investment products and services to Wealth and Business Banking customers and clients. Barclays International includes the corporate and Investment Bank, and Consumer, Cards and Payments."
42,ACC.N,"American Campus Communities, Inc. (ACC) is a real estate investment trust (REIT). The Company is engaged in the acquisition, design, financing, development, construction management, leasing, and management of student housing properties. It operates through four segments: Owned Properties, On-Campus Participating Properties, Development Services, and Property Management Services. Its Owned Properties segment includes off-campus properties and on-campus American Campus Equity (ACE). Its On-Campus Participating Properties segment includes six on-campus properties that are operated under long-term ground/facility leases with three university systems. Its Development Services segment offers services for student housing properties owned by colleges and universities, charitable foundations, and others. The Property Management Services segment includes revenues generated from third-party management contracts. Its property portfolio consists of 166 properties with approximately 111,900 beds."
43,IBM.N,"International Business Machines Corporation (IBM) is a technology company. The Company operates through five segments: Cloud & Cognitive Software, Global Business Services, Global Technology Services, Systems and Global Financing. The Cloud & Cognitive Software Solutions segment delivers integrated and secure cloud, data and artificial intelligence (AI) solutions to its clients. It comprises three business areas: cognitive applications, cloud & data platforms, and transaction processing platforms. Global Business Services segment provides consulting, business process and application management services. Its Global Technology Services segment provides information technology (IT) infrastructure and platform services. The Systems segment provides infrastructure platforms to help meet the requirements of multi-cloud and enterprise AI workloads. Its Global Financing segment is engaged in financing, which is primarily conducted through IBM Credit LLC, and remanufacturing and remarketing."
44,AVD.N,"American Vanguard Corporation (AVD) is a holding company. The Company conducts its business through its subsidiaries, including AMVAC Chemical Corporation (AMVAC) for its domestic business and AMVAC Netherlands BV (AMVAC BV) for its international business. AMVAC is a specialty chemical manufacturer, which develops and markets products for agricultural, commercial and consumer uses. It manufactures and formulates chemicals for crops, turf and ornamental plants, and human and animal health protection. These chemicals, which include insecticides, fungicides, herbicides, molluscicides, growth regulators, and soil fumigants, are marketed in liquid, powder, and granular forms. AMVAC primarily synthesizes, formulates, and distributes its own products or custom manufactures, formulates or distributes for others. AMVAC BV sells product both directly and through its network of subsidiaries in various international territories."
45,CALX.N,"Calix, Inc. is a provider of cloud and software platforms, systems and services that is focused on the access network, the portion of the network that governs available bandwidth and determines the range of services that can be offered to subscribers. The Company develops and markets its platforms and services to communications service providers (CSPs) through its direct sales force as well as select resellers. The Company's products include Calix Cloud, which comes in three role-base editions, Calix Marketing Cloud, Calix Support Cloud and Calix Operations Cloud; EXOS, which is marketed as the Experience Innovation Platform; and AXOS, which is marketed as the Network Innovation Platform. Its role-based clouds enable CSP teams, such as operations, marketing and support, to leverage real-time behavioral analytics to anticipate the subscriber’s needs."
46,CSPR.N,"Casper Sleep Inc. designs and sells sleep products. The Company's products include mattresses, pillows, sheets, bed frames, glow light, dog bed, platform bed, weighted blanket, furniture and other sleep-centric products. Its mattress products include The Wave, The Casper and The Essential. The Company's pillow products include Original Casper Pillow, Foam Pillow and Down Pillow. Its bed frames products include Adjustable Bed Frames, Platform Bed Frame and Upholstered Bed Frame. The Company's subsidiaries include Casper Science LLC, Casper Sleep Retail LLC, and Casper Sleep Limited (Casper UK Holdco). Casper UK Holdco wholly-owns Casper Sleep GmbH, Casper Sleep (UK) Limited, and Casper Sleep SAS. It distributes its products directly to customers in North America through its electronic commerce platform, approximately 67 Casper retail stores, and over 20 retail partners. The Company operates retail locations and pop-up stores throughout the United States and Canada."
