,Instrument,Business Description
16,QUAL3.SA,"Qualicorp Consultoria e Corretora de Seguros SA, formerly Qualicorp SA, is a Brazil-based company primarily active in the healthcare insurance sector. The Company focuses on administrating and managing healthcare plans, including group health and dental insurance. Its activities are divided into two areas: Affinity and Corporate. The Affinity division offers intermediary services between insurance providers and institutions, as well as additional administrative services, such as monitoring of the medical services used and monthly billing. The Corporate division provides insurance advisory, brokerage, management of outsourced benefits, connectivity and risk to national and international companies, as well as government bodies. The Company operates through a number of subsidiaries, such as Qualicorp Corretora de Seguros SA, Qualicorp Administradora de Beneficios SA and Gama Saude Ltda."
17,CMIG4.SA,"Companhia Energetica de Minas Gerais CEMIG is a Brazil-based holding company engaged in the energy sector. The Company, through its interests in subsidiaries or jointly controlled entities, is engaged in the generation, transmission and distribution of electricity. The Generation division consists of the operation of hydroelectric plants, wind farms and photovoltaic plant. The electric power transmission business consists of transporting power from the facilities where it is generated to points of consumption, distribution networks and Free Consumers. Its distribution operation consists of transfers of electricity from distribution substations to final consumers. In addition, the Firm is also engaged in the natural gas distribution throughout the territory of the state of Minas Gerais."
18,LREN3.SA,"Lojas Renner SA is a Brazil-based company primarily engaged in the retail of apparel and fashion accessories. The Company's activities are divided in two segments: Retail and Financial. The Retail division focuses on sale of women's, men's and children's garment items, underwear and shoes, sportswear, as well as perfumery, cosmetics, toiletry products, correlated, watches and home and decoration accessories. The Financial segment is involved in the provision of financial services, such as intermediation of financial services with charges, personal loans and insurances brokerage. It operates under Lojas Renner, Camicado and Youcom brand names. The Company operates through a number of subsidiaries, including Dromegon Participacoes Ltda, Renner Administradora de Cartoes de Credito Ltda, and Maxmix Comercial Ltda, among others."
19,BRFS3.SA,"BRF S.A. is a multinational Brazilian company that owns a diverse portfolio of products and is a producer of foods. The Company's segments include Brazil, Latin America (LATAM), Middle East and North of Africa (MENA), Africa and Other Segments. These segments include sales of all distribution channels and operations subdivided in to poultry, pork and other, processed, and other sales. The poultry operations include the production and sale of whole poultry and in-natura cuts. The pork and other operations involve the production and sale of in-natura cuts. The processed operations include the production and sale of processed foods, frozen and processed products derived from poultry, pork and beef, margarine, vegetable and soybean-based products. The other sales operations include the commercialization of flour for food service and others. Other segments include sale of in-natura beef cuts, agricultural products and animal feed."
20,FLRY3.SA,"Fleury SA is a Brazil-based company engaged in the provision of medical laboratory services. The Company’s activities are divided into three business lines: Patient Service Centers (PSC), B2B and Dental Diagnosis. The PCS division offers private medical diagnostics. The B2B division is responsible for clinical analysis and diagnostic imaging in partner hospitals, as well as tests for laboratories, hospitals and clinics throughout Brazil. The Dental Diagnosis division provides dental diagnostic imaging through Papaiz Associados Diagnosticos por Imagem SA, a joint venture with Odontoprev SA. The Company operates through several brands, such as Fleury Medicina e Saude, Clinica Felippe Mattoso e Weinmann, a+ Medicina Diagnostica, Diagnoson a+, Diagmax and Inlab, among others."
21,CYRE3.SA,"Cyrela Brazil Realty SA Empreendimentos e Participacoes is a Brazil-based company engaged in the real estate industry. The Company focuses on the construction, development, promotion and sale of residential real estate properties. Its activities are divided into three business segments: Real estate, Housing and Services. The Real estate division offers homes for high-income families. The Housing division provides homes for middle and low-income families. The Services division includes land subdivision and rendering of other real estate services. The Company develops residential projects independently and through joint venture partnerships. The Company operates through numerous subsidiaries in the domestic market."
22,B3SA3.SA,"B3 SA Brasil Bolsa Balcao, formerly BM&F Bovespa SA Bolsa de Valores Mercadorias e Futuros, is a Brazil-based financial market infrastructure provider. The Company's service offerings range from exchange trading, clearing and other post-trading services to registration of over-the-counter (OTC) transactions. The Company also provides a listing service and acts as central securities depository (CSD). It develops software solutions and offers index licensing services. Its business is divided into four segments: Bovespa, which covers trading, clearing and settlement of equities and equity derivatives; BM&F, which covers trading, clearing and settlement of financial and commodities derivatives; Cetip Securities (Cetip UTVM), covering registration, clearing, settlement and custody systems for fixed-income securities and OTC derivatives, and Cetip Financing (Cetip UFIN), which provides an integrated private electronic system for registration of vehicle and real estate loans."
23,LWSA3.SA,"Locaweb Servicos de Internet SA is a Brazil-based provider of Business-to-Business (B2B) technology solutions. The Company’s activities are divided into two operating segments: Be Online/SaaS and Commerce. Be Online/SaaS division offers services of hosting, hosting reseller, domain registration, cloud computing and dedicated servers, as well as solutions related to email accounts, email marketing campaigns and Internet Protocol (IP) communication, through brands Locaweb, Locaweb Corp, All iN, KingHost, Cluster2Go and Delivery Direto. Commerce division is engaged in facilitating online retail operations, providing e-commerce platforms and payment solutions, through brands Tray, Tray Corp and Yapay. The Company owns several subsidiaries, such as ITCapital Servicos Tecnologia Ltda, Ananke Participacoes SA and LwK Hosting Participacoes Ltda."
24,ELET3.SA,"Centrais Eletricas Brasileiras S.A. (Eletrobras) is a power generation company. The Company operates in the generation, transmission, distribution and trading segments. The Company operates through various companies, including Eletrobras holding, CGTEE, Chesf, Eletronorte, Eletronuclear, Eletrosul, Furnas, Amazonas Energia, Distribuicao Acre, Distribuicao Alagoas, Distribuicao Piaui, Distribuicao Rondonia, Distribuicao Roraima and half the capital of Itaipu Binacional. The Company has a total installed capacity for generation of over 44,150 megawatts. It has a nationwide network of transmission lines of approximately 60,500 kilometers in length. The Eletrobras Eletrosul's Megawatt Solar Plant has over 4,000 photovoltaic panels, totaling an area of approximately 8,300 square meters. The Eletrobras Eletrosul's Megawatt Solar Plant has an installed capacity of approximately one megawatt-peak (MWp), and the Megawatt Solar Plant can produce approximately 1.2 gigawatt hour (GWh)."
25,JBSS3.SA,"JBS SA is a Brazil-based company engaged in the meat processing sector. The Company's activities are divided into five business segments: Brazil, Seara, JBS USA Beef, JBS USA Pork and PPC. The Brazil segment is responsible for the cattle processing; production and sale of byproducts, such as hides and leather; and production of products whose raw material comes from the slaughter by-products, such as biodiesel, collagen, and hygiene and cleaning. The Saera division focuses on the production and export of chicken and pork. The JBS USA Beef segment is engaged in beef, lamb and prepared foods production and distribution in the United States, Canada and Australia. The JBS USA Pork line is involved in the processing and distribution of pork. The PPC consists of operations of Pilgrims Pride Corp, which is engaged in chicken and pork processing. The Company operates in Brazil, the United States, Canada, Australia, the United Kingdom, France, Mexico, Argentina, and Paraguay, among others."
26,RDOR3.SA,"Rede D'Or Sao Luiz SA is a Brazil-based company engaged in the hospitals operation. The Company provides treatment in a number of areas, such as oncology, surgery, gynecology, cardiology, dietetics, neurology, dermatology, as well as pediatrics. Furthermore, the Company offers diagnostic services, scientific research and education partnerships, as well as learning programs for professionals, including doctors, nurses and psychologists. Its hospitals are located in the states of Rio de Janeiro, Sao Paulo, Pernambuco, Bahia, Sergipe, Maranhao, Parana, Ceara and Federal District, among others. Additionally, the Company operates a network of oncological clinics and analysis and imaging laboratories."
27,LAME4.SA,"Lojas Americanas SA is a Brazil-based company primarily involved in the operation of department stores. The Company's activities are divided into two business segments: Traditional stores and E-commerce. The Traditional stores division focuses on managing department stores under the Lojas Americanas and Express brand names. The E-commerce division includes retailing of various goods through Internet digital platforms, television and catalog commerce, as well as mobile applications. The Company operates over 1000 department stores across Brazilian territory and also a number distribution centers. The Company's subsidiaries include BWU Comercio e Entretenimento SA, B2W - Companhia Digital and Louise Holdings Ltd, among others. It is controlled by S-Velame Administracao de Recursos e Participacoes SA."
28,PETR4.SA,"Petroleo Brasileiro S.A.-Petrobras specializes in the oil, natural gas and energy industry. The Company is engaged in prospecting, drilling, refining, processing, trading and transporting crude oil from producing onshore and offshore oil fields and from shale or other rocks. Its segments include Exploration and Production, which covers the activities of exploration, development and production of crude oil, natural gas liquid and natural gas; Refining, Transportation and Marketing, which covers the refining, logistics, transport and trading of crude oil and oil products activities, exporting of ethanol, and extraction and processing of shale; Gas and Power, which is engaged in transportation and trading of natural gas produced in Brazil and imported natural gas; Biofuels, which covers the activities of production of biodiesel and its co-products, and ethanol-related activities; Distribution, which includes the activities of its subsidiary Petrobras Distribuidora S.A., and Corporate."
29,RADL3.SA,"Raia Drogasil SA is a Brazil-based company engaged in retail sales of medications, specialty medicines, perfumery, personal care and beauty products, cosmetics and dermocosmetics. The Company’s sales are carried out by over 860 stores, located in the states of Sao Paulo, Minas Gerais, Rio de Janeiro, Parana, Goias, Espirito Santo, Santa Catarina, Rio Grande do Sul, Bahia, Mato Grosso and Mato Grosso do Sul and in the Distrito Federal. The Company operates through a range of subsidiaries, such as Raia SA and 4-Bio Medicamentos SA."
30,SANB11.SA,"Banco Santander Brasil SA is a Brazil-based bank. The Bank operates through two segments: Retail and Wholesale. The Retail segment provides financial services to individuals, as well as to small and medium-sized enterprises. The Wholesale segment focuses on large corporations and capital markets. Together with its subsidiaries, the Bank offers a range of financial services, including consumer, commercial and investment banking services, lending and financing, mortgage lending, leasing, credit card operations and foreign exchange. The Bank is also engaged in the asset management, capitalization, securities brokerage, insurance brokerage and pension plans operations. The Company has a number of subsidiaries, such as Santander Corretora de Cambio e Valores Mobiliarios SA, Banco Bandepe SA and Sancap Investimentos e Participacoes SA, among others."
31,PCAR3.SA,"Companhia Brasileira de Distribuicao is a Brazil-based company engaged in the retail sector. The Firm, directly or through its subsidiaries, is engaged in the distribution of food, clothing, home appliances, electronics and other items through its chain of hypermarkets, supermarkets, specialized stores and department stores. The Company's activities are divided into three segments: Retail, Exito Group and Other Businesses. The Retail segment focuses on the banners Pao de Acucar, Minuto Pao de Acucar, Extra Hiper, Extra Supermercado and Mini Extra, among others. It also includes the operation of gas stations and drugstores. The Exito Group segment consists of the operation of stores in Colombia, Uruguay and Argentina. The Other Businesses segment includes complementary businesses, such as the real estate, credit card, travel, insurance, mobile and money transfer, royalties, financial services, marketing and other services."
32,BBSE3.SA,"BB Seguridade Participacoes SA is a Brazil-based company engaged in the insurance sector. The Company’s activities are divided into two segments: Insurance and Brokerage. The Insurance division offers life, property and casualty, vehicle, special risks, financial and transport insurance, dental plans, private pension and capitalization plans, as well as reinsurance. The Brokerage division focuses on the insurance brokerage, management of pension and capitalization plans, as well as promotion of insurance and reinsurance products. In addition, it provides advisory related to insurance selection. The Company's subsidiaries include BB Seguros Participacoes SA and BB Cor Participacoes SA. The Company is controlled by Banco do Brasil SA."
33,MRFG3.SA,"Marfrig Global Foods SA, formerly Marfrig Alimentos SA, is a Brazil-based company primarily engaged in the processing and distribution of meat. The Company's activities are divided into two operating segments: Marfrig Beef and Keystone. The Marfrig Beef segment is responsible for the slaughter, manufacture, distribution, import, export and marketing of beef and lamb meat. The Keystone division focuses on producing and developing multi-protein foods to serve global restaurant chains, including McDonald's, Subway, ConAgra Foods, Campbell's Soup, KFC, Taco Bell, Wendy's, Heinz, and Burger King, among others. It retails meat under a range of brand names, such as Pampeano, La Morocha, Montana, Hamby, Bernina, Bassi, GJ, Angus, South Lamb, as well as Tacuarembo. The Company operates worldwide in the Americas, Asia, Europe and Oceania."
34,SOMA3.SA,"Grupo de Moda SOMA SA, formerly known as RBX Rio Comercio de Roupas SA, is a Brazil-based company active in the fashion industry. The Company sells a wide range of products, such as apparel, accessories, footwear and jewelry through its stores and ecommerce across the country. It owns a portfolio of different brands namely Animale, Farm, A. Brand and Cris Barros for women, Fabula for children, Foxton for men and Off Premium, an online shop."
35,CIEL3.SA,"Cielo SA, formerly Companhia Brasileira de Meios de Pagamento, is a Brazil-based company that provides services related to credit cards and other payment methods. The Company's activities are divided into two business segments: Capturing and processing of transactions, which acquires and processes credit and debit card transactions and other means of payment, as well as offers accreditation of merchants and related services, and Management of payment accounts, which manages transactions related to credit and debit card usage. In addition, the Company offers rental, installation and maintenance of point of sale (POS) terminals and recharge of prepaid phones through POS, among others. It provides services to various credit and debit card issuers, such as Visa, MasterCard, American Express and Elo. The Company operates through a number of subsidiaries, including Servinet Servicos Ltda, Cielo USA Inc and Multidisplay Comercio e Servicos Tecnologicos SA, among others."
36,BIDI11.SA,"Banco Inter SA is a Brazil-based digital bank. Through its platform, the Bank offers users, including both private and business customers, a variety of products and related services, such as digital checking accounts, foreign exchange, credit card, mortgage loans, payroll loans, corporate credit, insurance and investments, among others."
37,CCRO3.SA,"CCR SA is a Brazil-based company primarily engaged in the operation of highways. The Company's activities are divided into five business segments: Highways, which manages and maintains toll roads through numerous concessions, such as AutoBAn, ViaOeste, NovaDutra, RodoNorte, SPVias, Ponte, ViaLagos, RodoAnel Oeste and Renovias; Passenger transportation, which includes subway concessions, such as ViaQuatro and Metro Bahia; Sea transportation, which holds concession for regular lines of sea passenger transport under the CCR Barcas brand name; Airports, which manages airport concessions, and Services, which includes other holding and operating activities, such as shared services center, engineering services and data transmission via underground fiber optic cables. The Company's highways network is located in the states of Sao Paulo, Rio de Janeiro and Parana, Brazil."
38,COGN3.SA,"Cogna Educacao SA, formerly Kroton Educacional SA, is a Brazil-based company active in the private education sector. The Company focuses on developing primary and secondary schools, post-secondary and undergraduate programs, as well as vocational courses. The Company's activities are divided into three business segments: In-class higher education, which offers port-secondary programs on campus; Distance learning higher education (EAD), which provides port-secondary programs via online platform, and Basic education, which includes own and managed primary schools, collection and development of teaching materials, school management advisory, as well as educational support tools, among others. The Company operates a number of brand names, such as Anhanguera, Fama, Pitagoras, Unic, Unime and Unopar. In addition, it is involved in the wholesale, retail, distribution, import and export of textbooks, course books, magazines and other publications related to education."
39,CASH3.SA,"Meliuz SA is a Brazil-based Iinternet services provider. Through the digital platform, the Firm offers free discount coupons from over 800 partners, including Brazilian online stores, as well as companies engaged in tourism, leisure, education, transportation, insurance, gastronomy and other services. Meliuz provides also financial services such as credit cards, issued in partnership with BancoPan SA, and cashback programs, returning part of an amount spent on purchases directly into consumers’ bank accounts. The Company’s platform consists of a portal/website, a mobile application and an extension plugin for Chrome and Firefox browsers."
40,LCAM3.SA,"Companhia de Locacao das Americas is a Brazil-based company mainly involved in the leasing of motor vehicles. The Company’s activities are divided into three business lines: Fleet Management, involved in the long term leasing of motor vehicles for corporate clients, Rent-a-Car (RAC), focused on the short term rental of vehicles for individual and corporate clients, based mainly on the franchise network; and Used Cars Sales, which provides financing for a renewal of fleet by the sale of its demobilized fleet. The Firm operates under Unidas brand name with motor vehicle portfolio consisted of passenger cars, trucks, specialty vehicles and motorcycles, among others. Through its subsidiaries, the Company operates in all Brazilian states."
41,GNDI3.SA,"Notre Dame Intermedica Participacoes SA (Notre Dame), formerly known as BCBH Participacoes SA, is a Brazil-based company specialized in the healthcare industry. The Company operates as the holding company of the NotreDame Intermedica Group. Notre Dame has offices in Sao Paulo, Rio de Janeiro, Jundai, Campinas, Sorocaba and Baixada Santista and through its subsidiaries offers different medical services in Brazil. The Company owns more than 15 hospitals, more than 20 emergency rooms, more than 10 units of preventive medicine and more than 65 clinical centers. Notre Dame through its subsidiaries offers health services; dental services, which includes dental plans, preventive dentistry and online contact, and other specialized services as child surgery or occupational health."
42,AZUL4.SA,"Azul SA is a Brazil-based company engaged in the provision of passenger transportation services. The Company primarily acts as an airline operator under the Azul brand name, providing scheduled flights between numerous cities in Brazil, including Sao Paulo, Brasilia, Rio de Janeiro, Belo Horizonte, Porto Alegre, Curitiba, Fortaleza and Salvador, among others. In addition, its air network comprises international routes to the Unites States, Europe and other Latin American countries. Through its travel package business, Azul Viagens, in addition to airfare, the Company offers accommodation, transfers, tours and vehicle rental. Its offer includes also Azul Cargo Express, a scheduled cargo transport service with airport-to-airport and door-to-door delivery. The Company owns several subsidiaries, such as Azul Linhas Aereas Brasileiras SA, which operates all of flight activities and TudoAzul SA, which manages loyalty program."
43,PETR3.SA,"Petroleo Brasileiro S.A.-Petrobras specializes in the oil, natural gas and energy industry. The Company is engaged in prospecting, drilling, refining, processing, trading and transporting crude oil from producing onshore and offshore oil fields and from shale or other rocks. Its segments include Exploration and Production, which covers the activities of exploration, development and production of crude oil, natural gas liquid and natural gas; Refining, Transportation and Marketing, which covers the refining, logistics, transport and trading of crude oil and oil products activities, exporting of ethanol, and extraction and processing of shale; Gas and Power, which is engaged in transportation and trading of natural gas produced in Brazil and imported natural gas; Biofuels, which covers the activities of production of biodiesel and its co-products, and ethanol-related activities; Distribution, which includes the activities of its subsidiary Petrobras Distribuidora S.A., and Corporate."
44,KLBN11.SA,"Klabin S.A. and its subsidiaries operate in segments of the paper and pulp industry, supplying the domestic and foreign markets with wood, packaging paper, paper sacks, corrugated cardboard boxes and pulp. The Company's segments include Forestry, Paper, Conversion and Pulp. The Forestry segment involves operations relating to planting and growing pine and eucalyptus trees to supply its plants, and involves selling timber to third parties in the domestic market. The Paper segment involves the production and sale of cardboard, kraftliner and recycled paper rolls in the domestic and foreign markets. The Conversion segment involves the production and sale of corrugated cardboard boxes, corrugated cardboard and industrial sacks in the domestic and foreign markets. The Pulp segment includes the production and sale of short fiber bleached pulp, long fiber bleached pulp and fluff pulp in the domestic and foreign markets. The Company has over 20 industrial units in Brazil and Argentina."
45,EZTC3.SA,"EZTEC Empreendimentos e Participacoes SA is a Brazil-based company involved in the real estate development sector. The Company focuses on the land acquisition and subdivision, project development, buildings construction and sale, as well as management and leasing of own properties, among others. In addition, it provides services related to civil engineering operations, such as supervision, research, projecting and other technical services. The Company's activities are divided into two business segments: Commercial, which develops office buildings, and Residential, which develops housing projects for low, middle and high-income customers. It primarily invests in lands located in the city and metropolitan area of Sao Paulo, Brazil."
46,UGPA3.SA,"Ultrapar Participacoes SA is a Brazil-based company primarily engaged in the automotive fuel retail. The Company operates in five segments: Gas distribution (Ultragaz), which distributes liquefied petroleum gas (LPG) to residential, commercial and industrial consumers in the South, Southeast and Northeast regions of Brazil; Fuel distribution (Ipiranga), which operates the distribution and marketing of gasoline, ethanol, diesel, fuel oil, kerosene, natural gas for vehicles and lubricants, as well as provides related activities across the Brazilian territory; Chemicals (Oxiteno), which produces ethylene oxide, as well as its primary derivatives and fatty alcohols; Storage (Ultracargo), which operates liquid bulk terminals, primarily in the Southeast and Northeast regions of Brazil, and Drugstores (Extrafarma), which trades pharmaceutical, hygiene and beauty products through its drugstore chain in the states of Para and Piaui, among others."
47,SBSP3.SA,"Companhia de Saneamento Basico do Estado de Sao Paulo SABESP is a water and sewage service provider. The Company provides water and sewage services to a range of residential, commercial, industrial and governmental customers in over 360 municipalities in the state of Sao Paulo, including the city of Sao Paulo. The Company's segments include Water and Sewage. The Company also supplies treated water on a wholesale basis to approximately 10 municipalities located in the Sao Paulo metropolitan region and urban conurbations. The Company's activities comprise water supply, sanitary sewage services, urban rainwater management and drainage services, urban cleaning services, solid waste management services and related activities, including the planning, operation, maintenance and commercialization of energy, and the commercialization of services, products, benefits and rights that directly or indirectly arise from its assets, operations and activities."
