,Instrument,Business Description
10,GTH.OQ,"Genetron Holdings Limited is a precision oncology company that specializes in cancer molecular profiling and harnesses technologies in molecular biology and data science to transform cancer treatment. The Company has developed a comprehensive product and service portfolio that cover the full-cycle of cancer care from early screening, to diagnosis and treatment recommendations, to continuous monitoring and continuous care. The Company operates its businesses primarily within the China market."
11,TARS.OQ,"Tarsus Pharmaceuticals, Inc. is a clinical-stage biopharmaceutical company. The Company is focused on the development and commercialization of therapeutic candidates to address ophthalmic conditions. Its lead product candidate, TP-03, is a therapeutic being developed for the treatment of blepharitis caused by the infestation of Demodex mites (Demodex blepharitis). TP-03 is a therapeutic based on the drug, lotilaner, which is designed to paralyze and eradicate mites and other parasites through the inhibition of parasite-specific gamma-aminobutyric acid-gated chloride (GABA-Cl) channels. The Company is also developing additional clinical-stage product candidates with lotilaner. These include TP-04 for the treatment of rosacea as well as TP-05 for Lyme prophylaxis and community malaria reduction."
12,NKSH.OQ,"National Bankshares, Inc. is a financial holding company. The Company conducts its operations through its wholly owned community bank subsidiary, the National Bank of Blacksburg (the Bank or NBB). NBB offers a range of retail and commercial banking services to individuals, businesses, non-profits and local governments. The Bank focuses lending on small and mid-sized businesses and individuals. Its loan types include commercial and agricultural, commercial real estate, construction for commercial and residential properties, residential real estate, home equity and various consumer loan products. Deposit products offered by the Bank include interest-bearing and non-interest-bearing demand deposit accounts, money market deposit accounts, savings accounts, certificates of deposit, health savings accounts and individual retirement accounts. The Company operates 24 branch offices throughout southwest Virginia and one loan production office in Roanoke Virginia"
13,SMFR.OQ,"Sema4 Holdings Corp, formerly CM Life Sciences Inc., is a patient-centered health intelligence company, which is focused on advancing healthcare through data-driven insights. The Company applies artificial intelligence (AI) and machine learning to clinical and genomic data to build models of human health and defining individualized health trajectories. The Company’s health intelligence platform, Centrellis enables users to generate complete understanding of disease and wellness and to provide science-driven solutions to the pressing medical needs. Its products include Noninvasive Prenatal Select, Expanded Carrier Screen, Natalis Newborn Screen and Sema4 Signal Oncology Solutions. Noninvasive Prenatal Select is a blood test for insight into the user’s baby health from nine weeks into pregnancy. Expanded Carrier Screen is a carrier screen for inherited conditions. Natalis Newborn Screen is a home test that provides insight into user’s baby health by screening childhood diseases."
14,ISAA.OQ,"Iron Spark I Inc. is a blank check company. The Company is formed for the purpose of effecting a merger, capital stock exchange, asset acquisition, stock purchase, reorganization or similar business combination with one or more businesses or entities. It has not selected any specific business combination target and has not engaged in any substantive discussions, directly or indirectly, with any business combination target. The Company intends to focus its efforts on identifying businesses in the branded consumer sector. The Company neither engages in any business operations nor generates any revenues."
15,GOVX.OQ,"GeoVax Labs, Inc. (GeoVax) is a clinical-stage biotechnology company. The Company is engaged in developing immunotherapies and vaccines against cancers and infectious diseases using a vector vaccine platform (Modified Vaccinia Ankara-Virus Like Particle or GV-MVA-VLP). It is focused on developing a vaccine for prevention of coronavirus (COVID-19) infection. The GV-MVA-VLP platform provides design and test vaccine to candidates, which differ through the inclusion of multiple SARS-CoV-2 proteins that are presented to the immune system as virus-like particles (VLPs). The Company's development programs are focused on preventive vaccines against hemorrhagic fever viruses (Ebola, Sudan, Marburg, and Lassa fever), Zika virus and malaria; preventive and therapeutic vaccines against Human Immunodeficiency Virus (HIV); as well as immunotherapies for solid tumor cancers. The Company is developing vaccines and immunotherapies for prevention or treatment of infectious diseases and cancer."
16,HEPS.OQ,"D Market Elektronik Hizmetler ve Ticaret AS is a Turkey-based company, which provides online retail services. The Company's platform brings together 50 million product types in nearly 40 categories. The scope of products include white goods, electronics, apparel, accessories, home textile and stationary products."
17,GOOD.OQ,"Gladstone Commercial Corporation is a real estate investment trust (REIT). The Company is focused on acquiring, owning and managing primarily office and industrial properties. The Company conducts its activities, including the ownership of its properties, through Gladstone Commercial Limited Partnership (Operating Partnership). The Company's properties are located in various states of the United States, such as Ohio, Pennsylvania, North Carolina, Georgia, South Carolina, Michigan, Minnesota, Colorado and New Jersey. The Company's properties have tenants from various industries, such as telecommunications, healthcare, automobile, diversified/conglomerate services, Beverage, Food & Tobacco, Information Technology, diversified/conglomerate manufacturing, plastics and rubber, containers, and personal and non-durable consumer products."
18,SABR.OQ,"Sabre Corporation is a software and technology company that powers the global travel industry. The Company operates through two segments: Travel Solutions, and Hospitality Solutions. Its Travel Solutions segment provides global travel solutions for travel suppliers and travel buyers through a business-to-business travel marketplace consisting of its global distribution system (GDS) and a set of solutions that integrate with its GDS to add value for travel suppliers and travel buyers. Its Travel Solutions segment also offers a portfolio of software technology products and solutions, through software-as-a-service (SaaS) and hosted delivery model, to airlines and other travel suppliers and provides industry software solutions that help its customers. Its Hospitality Solutions segment provides software and solutions, through SaaS and hosted delivery models, to hoteliers around the world. It serve over 42,000 properties in 180 countries."
19,INTG.OQ,"The InterGroup Corporation develops, operates, rehabilitates and disposes property of various types and descriptions. The Company’s segments include Hotel Operations, Real Estate Operations and Investment Transactions. Hotel Operations segment is engaged in the operation of the hotel. Real Estate Operations segment is engaged in the operation of its multi-family residential properties. Investment Transactions segment is focused on the investment of its cash in marketable securities and other investments. The San Francisco Hotel Property is owned by the Justice Investors Limited Partnership (the Partnership) through its wholly owned subsidiary, Justice Operating Company, LLC. The Hotel is centrally located in the Hilton San Francisco Financial District in San Francisco. The Company’s properties are located throughout the United States, with a concentration in Texas and Southern California."
20,MFH.OQ,"Mercurity Fintech Holding Inc is a China-based holding company principally involved in the provision of digital asset infrastructure solutions services based on blockchain technologies. The Company provides services including comprehensive solutions in connection with digital asset transactions, platform-based products, such as transaction facilitation system, trading system, account management system, operation management system and mobile applications, as well as supplemental services, such as customized software development services, maintenance services and compliance support services. The Company conducts its businesses in British Virgin Islands."
21,AKRO.OQ,"Akero Therapeutics Inc. is a cardio-metabolic non-alcoholic steatohepatitis (NASH) company. The Company is focused on developing medicines designed to restore metabolic balance and improve the overall health of patients with NASH. The Company's lead product candidate is Efruxifermin (EFX), an analog of fibroblast growth factor 21 (FGF21). Efruxifermin is designed to address the processes underlying NASH pathogenesis, which targets the inflammation and fibrosis of the liver, reduce hepatocyte stress, mitigate inflammation and resolve fibrosis. It is developing Efruxifermin in a separate cohort evaluating treatment of patients with compensated cirrhosis (F4)."
22,SFM.OQ,"Sprouts Farmers Market, Inc. is a food retailer. The Company operates as a grocery store that offers an open layout with fresh produce. It offers products having ingredients, such as organic, plant-based and gluten-free. Its product offerings include fresh, natural and organic foods. It categorizes varieties of products as perishable and non-perishable. Its perishable product categories include produce, meat, seafood, deli, bakery, floral and dairy and dairy alternatives. Its non-perishable product categories include grocery, vitamins and supplements, bulk items, frozen foods, beer and wine, and natural health and body care. The Company operates approximately 363 stores in 23 states in the United States."
23,OSMT.OQ,"Osmotica Pharmaceuticals plc is an integrated biopharmaceutical company. The Company is focused on the developing and commercialization of specialty products that target markets with underserved patient populations. The Company sells portfolio products consisting of promoted products and non-promoted products, which incorporate its Osmodex drug delivery system. The Company’s Osmodex drug delivery system uses osmotic pressure to provide a controlled drug release and is adaptable to many different combinations of immediate-release, extended-release and controlled- or delayed-release formulations that contain one or more drugs. The Company’s non-promoted product portfolio includes methylphenidate ER and venlafaxine extended-release tablets (VERT) as well as ANDAs and prescription dietary supplements. Its promoted products are led by Divigel and M-72 (methylphenidate hydrochloride extended-release tablets, 72 mg)."
24,BIVI.OQ,"BioVie Inc. clinical-stage company pursuing the discovery, development, and commercialization of drug therapies for liver disease. The Company is focused on developing and commercializing BIV201 (continuous infusion terlipressin) an approach to the treatment of ascites due to chronic liver cirrhosis. BIV201 also has an Orphan Drug designation for the treatment of hepatorenal syndrome (HRS). The Company is developing BIV201, a treatment option for patients suffering from ascites and other life-threatening complications of advanced liver cirrhosis caused by hepatitis, nonalcoholic steatohepatitis (NASH) and alcoholism. The Company is also engaged in developing NE3107, an ERK inhibitor that selectively reduces neuroinflammation and insulin resistance."
25,IGNY.OQ,"Ignyte Acquisition Corp. is a blank check company. The Company is formed for the purpose of entering into a merger, share exchange, asset acquisition, stock purchase, recapitalization, reorganization or other similar business combination with one or more businesses or entities. The Company focus on target businesses in the life sciences, biotechnology and healthcare sectors."
26,KC.OQ,"Kingsoft Cloud Holdings Ltd is a holding company principally providing cloud service. The Company has built a cloud platform consisting of cloud infrastructure, cloud products and industry-specific solutions across public cloud, enterprise cloud and artificial intelligence & Internet of things (AioT) cloud services. The Company mainly conducts its businesses within the China market."
27,GOOGL.OQ,"Alphabet Inc. is a holding company. The Company's segments include Google and Other Bets. The Company's Google segment includes Google Services and Google Cloud. Its Google Services products and platforms include Android, Chrome, Gmail, Google Drive, Google Maps, Google Photos, Google Play, Search, and YouTube. Its Google Cloud provides enterprise-ready cloud services, including Google Cloud Platform and Google Workspace. Its Google Cloud Platform enables developers to build, test, and deploy applications on its infrastructure. Its Google Workspace collaboration tools include applications like Gmail, Docs, Drive, Calendar, Meet. The Google segment is engaged in advertising, sales of digital content, applications and cloud offerings. Its hardware products include Pixel phones, Chromecast with Google TV and the Google Nest Hub smart display. The Other Bets segment is engaged in the sales of Internet and television services, licensing and research and development (R&D) services."
28,PIXY.OQ,"ShiftPixy, Inc. (ShiftPixy) is a human capital outsourcing solutions provider. The Company offers solutions for contingent part-time workforce demands, primarily in the restaurant and hospitality service trades. It provides variety of human capital services to its clients, including staffing, employment administrative services (EAS), payroll processing, human resources consulting, and workers compensation coverage and administration related services. It also provides human resources, employment compliance, insurance, payroll, and operational employment services solutions for its business clients and shift work or gig opportunities for worksite employees. The Company has built a human resources information systems (HRIS) platform to assist in customer acquisition. It offers these services through its wholly owned subsidiaries, such as ShiftPixy Staffing, Inc., ReThink Administrative Services, Inc., and Rethink Human Capital Management, Inc."
29,DCTH.OQ,"Delcath Systems, Inc. is an oncology company. The Company is focused on the treatment of primary and metastatic liver cancers. The Company is a specialty pharmaceutical and medical device company developing its products. The Company's lead product candidate is HEPZATO KIT (melphalan hydrochloride for injection/hepatic delivery system) is a drug/device combination product. HEPZATO is designed to administer high-dose chemotherapy to the liver while controlling systemic exposure and associated side effects. The Company's focus is on the execution of the clinical development program (CDP) in ocular melanoma liver metastases (mOM), intrahepatic cholangiocarncinoma (ICC), hepatocellular carcinoma (HCC or primary liver) and other cancers that are metastatic to the liver."
30,HOFT.OQ,"Hooker Furnishings Corporation, formerly Hooker Furniture Corporation, is a home furnishings marketing, design and logistics company offering sourcing of residential casegoods and upholstery, as well as domestically produced leather and fabric-upholstered furniture. The Company operates through three segments: casegoods furniture, upholstered furniture and all other. The Company's casegoods product categories include accents, home office, dining, bedroom and home entertainment furniture under the Hooker Furniture brand. Its residential upholstered seating companies include Bradington-Young, which is engaged in upscale motion and stationary leather furniture, and Sam Moore Furniture, which is engaged in upscale occasional chairs, settees, sofas and sectional seating with a focus on cover-to-frame customization. It also markets a line of imported leather upholstery under the Hooker Upholstery trade name. All other segment operates under the H Contract and Homeware brands."
31,RLMD.OQ,"Relmada Therapeutics, Inc. is a clinical-stage biotechnology company. The Company is focused on the development of esmethadone (REL-1017), an N-methyl-D-aspartate (NMDA) receptor antagonist. Its product candidate, esmethadone, is a new chemical entity (NCE) developed as a rapidly acting, oral agent for the treatment of depression, central nervous system (CNS) diseases and other potential indications. REL-1017, is a NMDA receptor (NMDAR) channel blocker that targets hyperactive channels while maintaining physiological glutamatergic neurotransmission. The Company's clinical program for REL-1017 evaluates its potential as a rapid-acting, oral, once-daily antidepressant treatment."
32,NOVT.OQ,"Novanta Inc. is a global supplier of core technology solutions that helps medical and advanced industrial original equipment manufacturers (OEMs). The Company's segments are Photonics, Vision and Precision Motion. It primarily operates in two end markets: the medical market and the advanced industrial market. Its customers include OEMs who integrate its products into their systems for sale to end users. Its Photonics segment designs, manufactures and markets photonics-based solutions, including laser scanning, laser beam delivery, carbon dioxide (CO2) laser, solid state laser, ultrafast laser, and optical light engine products to customers. Its Vision segment designs, manufactures and markets a range of medical grade technologies. Its Precision Motion segment designs manufactures and markets optical and inductive encoders, precision motor and motion control sub-assemblies, servo drives, air bearings, and air bearing spindles."
33,ETTX.OQ,"Entasis Therapeutics Holdings Inc. is a clinical-stage biopharmaceutical company. The Company is focused on the discovery, development and commercialization of antibacterial products to treat infections caused by multi-drug resistant pathogens. Its lead product candidate is Sulbactam-durlobactam (SUL-DUR), which is an IV antibiotic with broad spectrum b-lactamase coverage. The Company’s pipeline includes sulbactam-durlobactam (ETX2514SUL), zoliflodacin, ETX0282CPDP and ETX0462. ETX2514SUL is a fixed-dose combination with b-lactams. Zoliflodacin as a single dose, oral antibiotic monotherapy. ETX0282CPDP is an oral fixed-dose combination of ETX0282 with cefpodoxime proxetil. The pipeline includes programs for differentiated medicines to treat multidrug-resistant Gram-negative infections, such as Pseudomonas aeruginosa, Acinetobacter baumanii, carbapenem-resistant Enterobacteriaceae and Neisseria gonorrhoeae."
34,PFDR.OQ,"Pathfinder Acquisition Corp is a blank check company. The Company is formed for the purpose of effecting a merger, capital stock exchange, asset acquisition, stock purchase, reorganization or similar business combination. The Company has not selected any specific business combination target. The Company intends to focus its search results on growth-oriented technology or technology-enabled companies."
35,CLDX.OQ,"Celldex Therapeutics, Inc. is a biopharmaceutical company. The Company is engaged in developing therapeutic monoclonal and bispecific antibodies. The Company's drug candidates include antibody-based therapeutics to improve the lives of patients with inflammatory diseases and many forms of cancer. The Company is engaged in the research and development of CDX-015, CDX-1140 and CDX-527. CDX-0159, a monoclonal antibody that specifically binds the KIT receptor and potently inhibits its activity, has completed a Phase Ia study in healthy subjects. CDX-1140, an agonist monoclonal antibody targeted to CD40, a key activator of immune response, is being studied in a Phase I study. CDX-527 is the first candidate from Celldex's bispecific antibody platform. CDX-527 is a bispecific antibody that uses the Company's anti-PD-L1 and CD27 human antibodies to couple CD27 co-stimulation with blockade of the PD-L1/PD-1 pathway, and Company has initiated a Phase I study in advanced solid tumors."
36,WALD.OQ,"Waldencast Acquisition Corp is a blank check company. The Company is formed for the purpose of effecting a merger, share exchange, asset acquisition, share purchase, reorganization or similar business combination with one or more businesses. The Company has not selected any specific business combination target. The Company may pursue an initial business combination target in any industry or geographic location. It intends to focus its search on identifying businesses in the beauty, personal care and wellness sectors."
37,ANAT.OQ,"American National Group Inc is engaged in life insurance, annuities, and property and casualty insurance. The Company's family of companies includes life insurance companies, property and casualty insurance companies, and various non-insurance subsidiaries. The Company’s segments include Life, Annuity, Property and Casualty, Health, and Corporate and Other. Life segment offers products, such as Whole Life, Term Life, Universal Life, Variable Universal Life and Credit Life Insurance. Annuity segment consists of Deferred Annuity, Single Premium Immediate Annuity and Variable Annuity. Health segment consists of Medicare Supplement, Supplemental Insurance, Stop-Loss, Credit Disability and Medical Expense. Property and Casualty segment offers products, such as Personal Lines, Commercial Lines and Specialty Markets products. Corporate and Other segment consists of noninsurance subsidiaries and other invested assets not matched with insurance activities."
38,RGNX.OQ,"REGENXBIO Inc. is a clinical-stage biotechnology company. The Company’s gene therapy product candidates are designed to deliver functional genes to address genetic defects in cells, enabling the production of therapeutic proteins or antibodies that are intended to impact disease. Its gene therapy product candidates use adeno-associated virus (AAV) vectors from its gene delivery platform, called NAV Technology Platform. Its product candidate includes RGX-314, RGX-111, RGX-121, RGX-202, RGX 181 and RGX-381. RGX-314 is meant for the treatment of wet age-related macular degeneration (wet AMD) and diabetic retinopathy (DR) and other anti-VEGF treated conditions. It is also developing product candidates, such as RGX-111 and RGX-121, to address the neurological symptoms of two severe genetic lysosomal storage diseases, Mucopolysaccharidosis Type I (MPS I) and Mucopolysaccharidosis Type II (MPS II). RGX-202 is its product candidate for the treatment of duchenne muscular dystrophy (DMD)."
39,CTXR.OQ,"Citius Pharmaceuticals Inc. is a specialty pharmaceutical company. The Company is focused on development of critical care products, such as anti-infective products in adjunct cancer care, prescription products and stem cell therapy. The Company has three products: Mino-Lok, CITI-002 (halobetasol-lidocaine formulation) and CITI-101 (Mino-Wrap). Mino-Lok product is an antibiotic lock solution used to treat patients with catheter-related bloodstream infections (CRBSIs). CITI-002 helps to provide anti-inflammatory and anesthetic relief to persons suffering from hemorrhoids. Mino-Wrap product (CITI-101) is a malleable, bio-absorbable film impregnated with minocycline and rifampin. It is designed to reduce infections associated with the use of breast tissue expanders (TE) used in breast reconstruction surgeries following mastectomies."
40,VIA.OQ,"Via Renewables, Inc., formerly Spark Energy, Inc, is an independent retail energy services company that provides residential and commercial customers in the United States with an alternative choice for their natural gas and electricity. The Company’s brands include Spark Energy, Major Energy, Provider Power and Verde Energy. The Company offers its customers a variety of product and service choices, including stable and predictable energy costs and green product alternatives. The Company operates in approximately 19 states and serves 100 utility territories."
41,SKYW.OQ,"SkyWest, Inc., through its subsidiary, SkyWest Airlines, Inc. (SkyWest Airlines) operates regional airline operations in the United States. The Company's segments include SkyWest Airlines and SkyWest Leasing. The SkyWest Airlines segment includes revenue earned under the applicable capacity purchase agreements attributed to operating such aircraft and the respective operating costs. The SkyWest Leasing segment includes applicable revenue earned under the applicable capacity purchase agreements attributed to the ownership of new aircraft acquired through the issuance of debt and the respective depreciation and interest expense of such aircraft. It offers scheduled passenger service with approximately 2,260 total daily departures to destinations in the United States, Canada, Mexico and the Caribbean. The Company’s flights are operated as Delta Connection, United Express, American Eagle or Alaska Airlines flights."
42,HCCC.OQ,"Healthcare Capital Corp is a blank check company. The Company is formed for the purpose of effecting a merger, capital stock exchange, asset acquisition, stock purchase, reorganization or similar business combination with one or more businesses. It intends to identify businesses across the healthcare industry, with a focus on digital and telehealth, life sciences, medical devices and healthcare technology. It has conducted no operations and has generated no revenues."
43,ZKIN.OQ,"ZK International Group Co Ltd is a China-based company principally engaged in the design and production of pipes and fittings, such as double-press thin-walled stainless steel tubes and fittings, carbon steel tubes and fittings and single-press tubes and fittings. The Company mainly operates its business through its subsidiary Zhejiang Zhengkang Industrial Co., Ltd. The Company’s products include steel strip, light gauge stainless steel pipe (LGSSP), pipe connections and fittings, fittings to change a pipe's direction, pipe fittings to connect two or more pipes, pipe fittings to change pipe size and pipe fitting tools. The Company’s products are used in a range of applications, including water and gas transmission within urban infrastructural development, residential housing development, oil and gas exploitation, and agricultural irrigation. The Company's products are primarily sold in China, and also exported and distributed in Europe, Africa and Southeast Asia."
44,AFIB.OQ,"Acutus Medical, Inc. is an arrhythmia management company. The Company designs, manufactures and markets a range of tools for catheter-based ablation procedures to treat various arrhythmias. Its product portfolio includes novel access sheaths, transseptal crossing tools, diagnostic and mapping catheters, conventional and contact force ablation catheters, mapping and imaging consoles and accessories, as well as supporting algorithms and software programs. The Company’s lead product is its AcQMap imaging and mapping system, which offers a paradigm-shifting approach to mapping the drivers and maintainers of arrhythmias with unmatched speed and precision. It designed AcQMap System to improve procedure efficiency and outcomes by rapidly and accurately identifying ablation targets and confirming both ablation success and procedure completion. Its AcQMap System consists of single-use AcQMap catheter, as well as its console, workstation and software algorithms."
45,EZFL.OQ,"EzFill Holdings Inc. (EzFill) is an application-based mobile-fueling company. The Company provides fuel-delivery on-demand or in subscription to customers in three verticals: consumer, commercial and specialty. Its application-based interface provides customers the ability to select the time and location of their fueling needs, whether their service request is on demand or structured within routine delivery schedules based on their fuel consumption patterns. The Company streamlines its logistics and fuel purchasing with backend software, which manages customer accounts and mobilizes its fleet of approximately 13 delivery trucks. EzFill services individual customers directly at their residences or places of work. The Company provides vital fuel delivery services to commercial fleets of delivery trucks, rental cars, livery operators, and job sites. EzFill’s specialty vertical services boat owners at the marinas. The Company's specialty market also includes equipment rental companies."
46,VRNT.OQ,"Verint Systems Inc. offers Actionable Intelligence solutions. The Company delivers its Actionable Intelligence solutions through Customer Engagement Solutions. It is a provider of customer engagement software and services that can be deployed on-premises or in the cloud. Its Customer Engagement vision is powered by its Actionable Intelligence platform to generate intelligence from structured and unstructured data. It offers solutions that help organizations empower their customers and employees through intelligence that can be shared enterprise-wide. It is a provider of security and intelligence data mining software. Its solutions are used for a range of applications, including predictive intelligence, advanced and complex investigations, security threat analysis, and electronic data and physical assets protection, as well as for generating legal evidence and preventing criminal activity and terrorism."
47,TIOA.OQ,"Tio Tech A is a Germany-based blanck check company. THe Company purpose is effecting a merger, share exchange, asset acquisition, share purchase, reorganization or similar business combination with one or more businesses."
48,VCKA.OQ,"Vickers Vantage Corp. I is a blank check company. The Company is created for the purpose of entering into a merger, share exchange, asset acquisition, share purchase, recapitalization, reorganization or similar business combination with one or more businesses or entities. The Company has no operations. The Company has no revenues."
49,INVE.OQ,"Identiv, Inc. is a global security technology company, which provides secure identification and physical security solutions that secure things, data and physical places. The Company operates through two segments principally by solution families: Identity and Premises. Its Identity business is focused on digitally enabling and securing every physical thing. The Company's designs and products include embedded RFID solutions to make digital and physical devices more responsive, secure, feature-rich, interactive and customer-connected. Its Premises business is focused on digitally enabling and securing every physical place. Premises business includes solutions to address the premises security market for government and enterprise, including access control, video surveillance, analytics, audio, access readers and identities."
50,SSBI.OQ,"Summit State Bank is a state-chartered commercial bank operating a traditional community banking business within its primary service area of Sonoma County in California. The Bank operates through approximately five offices located in Santa Rosa, Petaluma, Rohnert Park and Healdsburg. The Bank considers loans from Marin, Napa and San Francisco counties. The Bank provides a range of financial services to small-to medium-sized businesses and their owners and employees; professionals and professional associations; entrepreneurs; high net worth families; foundations; estates, and to individual consumers. The Bank offers a range of deposit products and services for both commercial and consumer customers, including electronic banking, cash management services and electronic bill payment. The Bank offers Internet banking system, accessible at the Bank's Website, www.summitstatebank.com. The Bank also offers telephone-banking services. ALTO Service Corporation is the Bank's subsidiary."
51,AFAQ.OQ,"AF Acquisition Corp. is a blank check company. The Company is formed for the purpose of effecting a merger, share exchange, asset acquisition, share purchase, reorganization or similar business combination with one or more businesses or entities. The Company intends to focus search in the food and beverage, health and wellness, beauty, personal care and pet industries. It has no operations and has generated no revenues."
