,Instrument,Business Description
29,NXE.TO,"Nexgen Energy Ltd is a Canada-based corporation with a focus on the acquisition, exploration and development of Canadian uranium projects. The Company owns a portfolio of prospective uranium exploration assets in the Athabasca Basin, Saskatchewan, Canada, including a interest in Rook I, location of the Arrow Deposit, the Bow discovery, the Harpoon discovery and the Arrow South."
30,CCO.TO,"Cameco Corporation (Cameco) is a uranium producer. The Company’s operating segments include uranium and full services. The uranium segment involves the exploration for, mining, milling, purchase and sale of uranium concentrate. Cameco's Canadian uranium joint operation interests include McArthur River, Key Lake and Cigar Lake. The uranium segment involves the exploration for, mining, milling, purchase and sale of uranium concentrate. The fuel services segment involves the refining, conversion and fabrication of uranium concentrate, and the purchase and sale of conversion services. The Fuel services segment offers a range of products and services to customers, including uranium trioxide, uranium hexafluoride and uranium dioxide. The Company’s operations and investments span the nuclear fuel cycle, from exploration to fuel manufacturing."
31,CPX.TO,"Capital Power Corporation is a North American power producing company. The Company develops, acquires, operates and optimizes power generation from a range of energy sources. The Company is engaged in the operation of electrical generation facilities within Canada, including Alberta, British Columbia and Ontario, and in the United States, including North Carolina, New Mexico and Kansas. It also holds a portfolio of wind and solar development sites in the United States. It owns over 3,200 megawatts (MW) of power generation capacity at approximately 20 facilities across North America and owns approximately 370 MW of capacity through its interest in the Sundance C power purchase arrangement (Sundance PPA). It also owns natural gas, wind, and solid fuel facilities and has a range of generation facilities in development or construction in Canada and the United States. Its facilities include Clover Bar Energy Centre 1, 2 and 3, Genesee 3, Clover Bar Landfill Gas and K2 Wind."
32,TCN.TO,"Tricon Residential Inc. (Tricon) is a Canada-based rental housing company. The Company caters to the middle-market demographic throughout the United States and Canada. Tricon owns and manages approximately 31,000 single-family rental homes and multi-family rental units through an integrated, technology-enabled operating platform. Tricon is comprised of four operating segments: Single-Family Rental, Multi-Family Rental, Residential Development and Private Funds and Advisory. Single-Family Rental business includes owning and operating single-family rental homes primarily within major cities in the United States (U.S.). Multi-Family Rental business includes owning and operating garden-style multi-family rental properties primarily in the U.S. Residential Development business includes designing and developing multi-family rental properties in Toronto. Private Funds and Advisory business include providing asset management, property management and development management services."
33,SMU_u.TO,"Summit Industrial Income REIT is a Canada-based open-ended mutual fund real estate investment trust (REIT). The Trust is involved in the commercial leasing of real estate property with approximately 160 property located in Ontario, Quebec, Alberta, British Columbia and New Brunswick. The Trust is focused on the light industrial sector of the Canadian real estate industry. Light industrial properties are one-storied properties located in or near cities. The properties house such activities as warehousing and storage, light assembly and shipping, call centers and technical support, professional services and other similar uses. The Trust’s manager is Sigma Asset Management Limited."
34,ERF.TO,"Enerplus Corporation (Enerplus) is a Canada-based oil and gas exploration and production company. The Company's portfolio includes light oil assets in the Williston Basin (North Dakota and Montana), a position in the Marcellus natural gas shale play (northeast Pennsylvania) as well as a group of oil assets under secondary and tertiary recovery in western Canada. Enerplus' primary focus is on developing its crude oil assets in North Dakota. The Company's operations are concentrated in the core of the Bakken/Three Forks light oil shale play where it holds approximately 65,000 net acres on the Fort Berthold Indian Reservation. Enerplus holds an interest in approximately 32,630 net acres in the dry gas window of the Marcellus shale in northeast Pennsylvania."
35,GRT_u.TO,"Granite Real Estate Investment Trust is a Canada-based real estate investment trust (REIT) engaged in the acquisition, development, ownership and management of logistics, warehouse and industrial properties in North America and Europe. The Company owns approximately 114 investment properties in seven countries having approximately 49.4 million square feet of gross leasable area. It has a team of approximately 53 real estate professionals, which is engaged in operations, leasing, development, investment and asset management. The Company’s investment properties consist of income-producing properties, properties under development and land held for development. The income-producing properties are for industrial use and can be categorized as modern logistics/distribution warehouse facilities, multi-purpose facilities, which are tenantable by a variety of users, or special purpose properties designed and built with specialized features and leased to Magna."
36,DND.TO,"Dye & Durham Limited is a Canada-based provider of cloud-based software and technology solutions. Its platform connects the global network of professionals with public records to support business transactions and regulatory compliance. The Company's solutions serves law firms, financial service institutions, and government organizations. Its legal software automates workflow and streamlines access to public records to support end-to-end legal transactions-solutions range from due diligence searches on an acquisition or financing to corporate registrations and the automation of all documents required to complete a real estate purchase, sale and mortgage. It provides government agencies with searches on corporations and individuals to facilitate investigations and compliance reviews. To financial service institutions, it offers a range of technology-enabled risk mitigation solutions focused on challenges related to Anti-Money Launderings/Know-Your-Customer and lien management."
37,YRI.TO,"Yamana Gold Inc is a precious metals producer. The Company has gold and silver production, exploration properties, and land positions across the Americas. Its property include Canadian Malartic, Jacobina, Cerro Moro, El Penon, Minera Florida, Wasamac Property and Camflo Property. Jacobina operation, located in Bahia state in northeast Brazil, consists of a complex of underground gold mines and an approximately 6,500 tons per day (tpd) carbon-in-pulp processing plant. Located in northern Chile, El Penon project is its underground gold-silver mine with an approximately 4,200 tons per day agitated leaching /counter current decantation (CCD) and Merrill-Crowe plant. The Company’s open pit Canadian Malartic mine is located in the Abitibi region of Quebec. Cerro Moro is a gold-silver operation located in the Santa Cruz province of Argentina. Minera Florida is an underground gold-silver mine located south of Santiago in central Chile, with an approximately 2,300 tons per day plant."
38,LB.TO,"Laurentian Bank of Canada (the Bank) is a Canada-based diversified financial services provider. The Bank is a chartered bank. Its segments include Personal segment, Business Services segment and Institutional segment. The Personal segment caters to the financial needs of retail clients. Clients can access the Bank's offering of financial advice, products and services through a network of branches in Quebec referred to as Financial Clinics; an advisors and brokers channel targeting independent financial intermediaries across Canada; and a digital direct-to-customer platform. The Business Services segment caters to the financial needs of business clients across Canada and in the United States and provides commercial banking; real estate financing; and equipment and inventory financing. The Institutional segment provides a range of services, including research, market analysis and advisory services; corporate underwriting for debt and equity; and administrative services."
39,BIR.TO,"Birchcliff Energy Ltd. is an intermediate oil and natural gas company. The Company is engaged in the exploration for and the development, production and acquisition of petroleum and natural gas reserves in Western Canada. Its operations are concentrated within core area, the Peace River Arch, which is centered over 90 kilometers northwest of Grande Prairie, Alberta, adjacent to the Alberta/British Columbia border. It is focused on over two established resource plays within the Peace River Arch: the Montney/Doig Natural Gas Resource Play and the Charlie Lake Light Oil Resource Play. The Montney/Doig Natural Gas Resource Play contains over five producing regions, including Pouce Coupe, Pouce Coupe South, Progress, Gordondale and Elmworth. The Charlie Lake reservoirs consist of varying quantities of laminated and dolomitic, silty to fine-grained sandstones. It has over 60 horizontal wells utilizing multi-stage fracture stimulation technology."
40,BB.TO,"BlackBerry Limited is a Canada-based company that provides security software and services to enterprises and governments around the world. The Company's segments include Cyber Security, IoT, and Licensing and Other. The Cyber Security segment consists of the Company's BlackBerry Spark software platform, BlackBerry AtHoc, BlackBerry Alert and SecuSUITE. IoT segment consists of BlackBerry QNX, BlackBerry Certicom, BlackBerry Radar, BlackBerry IVY and other Internet of things (IoT) applications. This segment includes software licenses, bundled with support, maintenance and professional services. Licensing and Other segment consists of the Company's intellectual property arrangements and settlement awards and its service access fees (SAF) business. The Company leverages artificial intelligence (AI) and machine learning to deliver solutions in the areas of cybersecurity, safety and data privacy, endpoint security, endpoint management, encryption and embedded systems."
41,LIF.TO,"Labrador Iron Ore Royalty Corporation (LIORC) is a Canada-based company, which owns interests in Iron Ore Company of Canada (IOC) that operates an iron mine near Labrador City, Newfoundland and Labrador on lands leased from LIORC. The Company, through its subsidiary, Hollinger-Hanna Limited (Hollinger-Hanna), holds approximately 15.10% equity interest in IOC. The Company operates through the segment of its investment in IOC and its IOC royalty and commission interests. LIORC holds certain mining leases and mining licenses covering approximately 18,200 hectares of land near Labrador City. IOC is an iron ore producer, operating a mine, concentrator and pellet plant, and is a producer of iron ore pellets across the world. IOC has the capacity to extract approximately 55 million tons of crude ore annually."
42,BBDb.TO,"Bombardier Inc. is a business jet company. The Company is focused on designing, building and servicing the business jets. The Company operates through Aviation segment. The Aviation segment is engaged in designing, developing, manufacturing, marketing and providing aftermarket support for three families of business jets: Learjet, Challenger and Global. It designs, develops and manufactures aircraft structural components, including engine nacelles, fuselages and wings that provides aftermarket component repair and overhaul as well as other engineering services. The Company supports a fleet of approximately 4,900 aircraft in-services."
43,CF.TO,"Canaccord Genuity Group Inc. is a Canada-based financial services company. The Company has operations in two principal segments of the securities industry: wealth management and capital markets. Its Canaccord Genuity Wealth Management operations provides wealth management solutions and brokerage services to individual, investors, private clients, charities and intermediaries. The Company’s wealth management division has Investment Advisors (IA) and professionals in Canada, the United Kingdom, Jersey, Guernsey, the Isle of Man and Australia. Its Canaccord Genuity Capital Markets operations provides institutional and corporate client’s investment banking, merger and acquisition, research, sales and trading services with capabilities in North America, the United Kingdom and Europe, Asia, Australia and the Middle East."
44,SAP.TO,"Saputo Inc. produces, markets and distributes dairy products, including cheese, fluid milk, extended shelf-life milk and cream products, cultured products and dairy ingredients. The Company has a presence around the world through its Canada Sector, USA Sector, International Sector and Europe Sector, with products sold in over 50 countries. The Canada Sector consists of Dairy Division (Canada). The USA Sector aggregates the Cheese Division (USA) and the Dairy Foods Division (USA). The International Sector includes the Dairy Division (Australia) and the Dairy Division (Argentina). The Dairy Division (Australia) provides a variety of cheeses, butter and butter blends, milk and cream, as well as dairy ingredients. Through the Dairy Division (Argentina), it offers a range of cheeses, butter and cream, as well as dairy ingredients. The Europe Sector, through its Dairy Division (UK), it produces, markets and distributes a variety of cheeses, butter, spreads and oils."
45,ZZZ.TO,"Sleep Country Canada Holdings Inc. is a Canada-based mattress retailer. The Company operates three mattress retail banners: Sleep Country Canada (SCC), a mattress retailer in Canada excluding Quebec; Dormez-vous?, a retailer of mattresses in Quebec and Endy, a Canadian online mattress-in-a-box retailer. It offers a selection of mattresses, box spring bases, metal frames, lifestyle bases and an assortment of complementary sleep related products, which include pillows, mattress pads, sheets, duvets, headboards, footboards and platforms. SCC operates stores across British Columbia (BC), Alberta, Manitoba (MB), Saskatchewan (SK), Ontario (ON), Nova Scotia (NS), New Brunswick (NB) and Prince Edward Island. SCC’s regional footprint includes various distribution centers: Victoria, BC; Richmond, BC; Winnipeg, MB; Regina, SK; Ancaster, ON; Cobourg, ON; Moncton, NB and Halifax, NS. The product portfolio of Endy includes The Endy Pillow, The Endy Sheets, and The Endy Mattress Protector."
