,Instrument,Business Description
10,MCD.N,"McDonald's Corporation (McDonald's) operates and franchises McDonald's restaurants. The Company's restaurants serve a locally relevant menu of food and beverages. Its restaurants are owned and operated by independent local business owners. The Company's segments include United States (U.S.), International Operated Markets (IOM) and International Developmental Licensed Markets & Corporate (IDL). The U.S. segment focuses on Company's menu and offerings, as well as delivery and digital platforms. Its IOM segment includes its operations in markets, such as Australia, Canada, France, Germany, Italy, the Netherlands, Russia, Spain and the United Kingdom. Its IDL segment includes its operations in markets, such as Latin America and Asia. Its digital offerings include drive thru, takeaway, delivery, curbside pick-up and dine-in."
11,HD.N,"The Home Depot, Inc. is a home improvement retailer. The Company offers its customers an assortment of building materials, home improvement products, lawn and garden products, decor products, and facilities maintenance, repair and operations products and provide a number of services, including home improvement installation services and tool and equipment rental. It operates approximately 2,296 The Home Depot stores located throughout the United States (U.S.), including the Commonwealth of Puerto Rico and the territories of the U.S. Virgin Islands and Guam; Canada and Mexico. It serve two primary customer groups: do-it-yourself (DIY) Customers and Professional Customers (Pros). DIY Customers include home owners who purchase products and complete their own projects and installations. Pros are primarily professional renovators/remodelers, general contractors, handymen, property managers, building service contractors and specialty tradesmen, such as electricians, plumbers and painters."
12,SPG.N,"Simon Property Group, Inc. is a self-administered and self-managed real estate investment trust (REIT). The Company owns, develops and manages premier shopping, dining, entertainment and mixed-use destinations, which consist primarily of malls, Premium Outlets, and The Mills. Simon Property Group, L.P. (Operating Partnership), is the Company's partnership subsidiary that owns all of its real estate properties and other assets. Its properties across North America, Europe and Asia provide community gathering places for people every day. The Company’s development projects include Malaga Designer Outlet, Siam Premium Outlets Bangkok and West Midlands Designer Outlet."
13,HBAN.OQ,"Huntington Bancshares Incorporated is a diversified regional bank holding company. Through its subsidiaries, including its bank subsidiary, The Huntington National Bank (the Bank), the Company provides commercial and consumer banking services, mortgage banking services, automobile financing, recreational vehicle and marine financing, equipment financing, investment management, trust services, brokerage services, insurance products and services, and other financial products and services. Its segments include Consumer and Business Banking, Commercial Banking, Vehicle Finance, and Regional Banking and The Huntington Private Client Group. The Bank has approximately 11 private client group offices and over 828 branches located in Ohio, Illinois, Indiana, Kentucky, Michigan, Pennsylvania and West Virginia."
14,QRVO.OQ,"Qorvo, Inc. is a provider of technologies and radio frequency (RF) solutions for mobile, defense, and aerospace applications. The Company’s segments include Mobile Products (MP) and Infrastructure and Defense Products (IDP). MP is a supplier of cellular, ultra-wideband (UWB), and wireless fidelity (Wi-Fi) solutions for a variety of applications, including smartphones, wearables, laptops, tablets, and the Internet of Things (IoT). IDP is a supplier of radio frequency (RF), system-on-a-chip (SoC), and power management solutions for applications in wireless infrastructure, defense, Wi-Fi, smart home, automotive, and IoT. The MP segment supplies RF solutions to global consumer product companies. The IDP segment supplies a diverse portfolio of products with generally longer life cycles to a range of customers. It operates design, sales, and manufacturing facilities located throughout Asia, Europe, and North America."
15,LVS.N,"Las Vegas Sands Corp. is a developer and operator of destination properties (integrated resorts) that feature accommodations, gaming, entertainment and retail, convention and exhibition facilities, celebrity chef restaurants and other amenities. The Company owns and operates integrated resorts in Asia and the United States. The Company's principal operating and developmental activities occur in three geographic areas: Macao, Singapore and the United States. In Macao, the Company's segments include The Venetian Macao; The Londoner Macao; The Parisian Macao; The Plaza Macao and Four Seasons Hotel Macao, and Sands Macao. In Singapore, the Company's segment is Marina Bay Sands. In the United States, the Company's segment is Las Vegas Operating Properties. The Company also offers players club loyalty programs at its properties, which provides access to rewards, privileges and members-only events."
16,CTRA.N,"Coterra Energy Inc., formerly Cabot Oil & Gas Corporation, is an energy company. The Company's portfolio includes Permian Basin, Marcellus Shale and Anadarko Basin. The Permian Basin is the oil and gas producing basins in the United States, which is located in the Delaware Basin region that spans west Texas and southeast New Mexico. The Permian Basin covers over 234,000 acres with focused on developing the Upper Wolfcamp, Bone Spring, and Avalon. The Marcellus Shale properties are principally located in Susquehanna County, Pennsylvania, where the Company holds approximately 175,000 acres in the dry gas window of the play. Anadarko Basin, the Company holds approximately 189,000 acres, which is focused on the Woodford Shale and Meramec Shale in Western Oklahoma."
17,AIG.N,"American International Group, Inc. is a global insurance company. The Company provides a range of property casualty insurance, life insurance, retirement solutions and other financial services to customers in approximately 80 countries and jurisdictions. Its diverse offerings include products and services that help businesses and individuals protect their assets, manage risks and provide for retirement security. Its segments consist of General Insurance, Life and Retirement, and Other Operations. General Insurance segment consists of two operating segments: North America and International. Life and Retirement segment consists of four operating segments: Individual Retirement, Group Retirement, Life Insurance and Institutional Markets. North America and International segment consist of two product categories: Commercial Lines, which consists of Liability, Financial Lines, Property and Global Specialty, and Personal Insurance, which consists of Personal Lines, and Accident and Health."
18,AIZ.N,"Assurant, Inc. is a provider of risk management solutions in the housing and lifestyle markets. The Company operates in North America, Latin America, Europe and Asia. The Company's segments include Global Housing and Global Lifestyle. Through its Global Housing segment, it provides lender-placed homeowners, manufactured housing and flood insurance; renters insurance and related products (multi-family housing business). Through its Global Lifestyle segment, it provides mobile device protection products and related services and extended service products and related services for consumer electronics and appliances (global connected living business); vehicle protection services, and credit insurance."
19,CARR.N,"Carrier Global Corp is a provider of heating, ventilation, and air conditioning (HVAC), refrigeration, fire and security solutions. It operates through three segments: HVAC; Refrigeration; and Fire & Security. The HVAC segment provides products, controls, services and solutions to meet the heating and cooling needs of residential and commercial customers. The Refrigeration segment is comprised of transport refrigeration and commercial refrigeration products and solutions. Its transport refrigeration products and services include refrigeration and monitoring systems for trucks, trailers, shipping containers, intermodal and rail. Its commercial refrigeration equipment solutions preserve freshness of retail food and beverage. Its fire and security products include a range of residential and building systems, including fire, flame, gas, smoke and carbon monoxide detection; fire extinguishers; fire suppression systems, intruder alarms; access control systems and video management systems."
20,COST.OQ,"Costco Wholesale Corporation is engaged in the operation of membership warehouses in the United States and Puerto Rico, Canada, the United Kingdom, Mexico, Japan, Korea, Australia, Spain, France, Iceland, China, and through its subsidiaries in Taiwan. The Company's average warehouse space is approximately 146,000 square feet. The Company's warehouses on average operate on a seven-day, 70-hour week. The Company offers merchandise in various categories, which include food and sundries (including dry foods, packaged foods, groceries, snack foods, candy, alcoholic and nonalcoholic beverages, and cleaning supplies); hardlines (including appliances, electronics, health and beauty aids, hardware, and garden and patio); fresh foods (including meat, produce, deli, and bakery); softlines (including apparel and small appliances), and ancillary (including gasoline and pharmacy businesses)."
21,MCO.N,"Moody's Corporation (Moody's) is a risk assessment firm. The Company operates in two segments: Moody's Investors Service (MIS) and Moody's Analytics (MA). The MIS segment publishes credit ratings and provides assessment services on a range of debt obligations, programs and facilities, and the entities that issue such obligations in markets worldwide, including various corporate, financial institution and governmental obligations. The MIS segment consists of five lines of business, which includes corporate finance group; structured finance group; financial institutions group; public, project and infrastructure finance, and MIS Other. The MA segment provides data and analytic solutions. It develops a range of products and services that support financial analysis and risk management activities of institutional participants in global financial markets. The MA segment consists of two lines of business: research, data and analytics business, and enterprise risk solutions."
22,DIS.N,"The Walt Disney Company is a worldwide entertainment company. The Company operates in four business segments: Media Networks, Parks, Experiences and Products, Studio Entertainment, and Direct-To-Consumer (DTC) and International. The media networks segment includes cable and broadcast television networks, television production and distribution operations, domestic television stations, and radio networks and stations. The Company's Parks and Experiences include theme parks, resorts, Disney Cruise Line and Disney Vacation Club. The studio entertainment operations include motion picture production and distribution, development, production and licensing of live entertainment events, and music production and distribution. Its DTC businesses consist of subscription services that provide video streaming of general entertainment, family and sports programming. The Company's International Channels produce local programs or acquire rights from its domestic studios and from third parties."
23,PAYX.OQ,"Paychex, Inc. is a provider of integrated human capital management (HCM) solutions for payroll, human resource (HR), retirement and insurance services for small- to medium-sized businesses in the United States. It combines its software-as-a-service (SaaS) technology and mobility platform with personal service and allows business owners to focus on the growth and management of their business. The Company, through its HCM software-as-a-service platform, Paychex Flex, provides an integrated product suite that covers the employee life cycle from recruiting and hiring to retirement. Its Paychex Flex uses a device-independent design throughout its HCM suite, which allows functionality of all application components, regardless of device or screen size."
24,AMD.OQ,"Advanced Micro Devices, Inc. is a global semiconductor company. The Company’s products include x86 microprocessors (CPUs), accelerated processing units (APUs), discrete graphics processing units (GPUs), semi-custom System-on-Chip (SOC) products and chipsets for the personal computer (PC), gaming, datacenter and markets. The Company's segments include the Computing and Graphics segment, and the Enterprise, Embedded and Semi-Custom segment. The Computing and Graphics segment primarily includes desktop and notebook processors and chipsets, discrete and integrated graphics processing units (GPUs), data center and professional GPUs and development services. The Enterprise, Embedded and Semi-Custom segment primarily includes server and embedded processors, semi-custom SoC products, development services and technology for game consoles."
25,REG.OQ,"Regency Centers Corporation is a real estate investment trust (REIT). The Company is the general partner of Regency Centers, L.P. (the Operating Partnership). The Company is engaged in the ownership, management, leasing, acquisition and development of retail shopping centers through the Operating Partnership. The Company's properties include Palm Valley Marketplace, Shops at Arizona, Amerige Heights Town Center, Clayton Valley Shopping Center, Five Points Shopping Center, French Valley Village Center, Hasley Canyon Village, Pleasant Hill Shopping Center, Snell & Branham Plaza, Applewood Shopping Center, Kent Place, Black Rock, Spring Valley Shopping Center and Pebblebrook Plaza. As of December 31, 2016, the Company owned all of the Preferred Units of the Operating Partnership and approximately 99.9% of the Units in the Operating Partnership. The Company owns interest in approximately 412 properties."
26,DHI.N,"D.R. Horton, Inc. is a homebuilding company. The Company has operations in 96 markets in 30 states across the United States. The Company's segments include its homebuilding, Forestar, financial services and other business activities. The homebuilding divisions are primarily engaged in the acquisition and development of land and the construction and sale of residential homes. The Company's 55 homebuilding divisions are aggregated into six segments: East Region, South Central Region, Midwest Region, West Region, Southwest Region and Southeast Region. The Forestar segment is a residential lot development company with operations in 55 markets across 22 states. The financial services segment provides mortgage financing and title agency services to homebuyers. The Company has subsidiaries that conduct insurance-related operations; construct and own income-producing rental properties; own non-residential real estate, such as ranch land, and own and operate oil and gas-related assets."
27,TRV.N,"The Travelers Companies, Inc. is a holding company principally engaged, through its subsidiaries, in providing a range of commercial and personal property and casualty insurance products and services to businesses, government units, associations and individuals. The Company's segments include Business Insurance, Bond & Specialty Insurance, and Personal Insurance. The Business Insurance segment offers a range of property and casualty insurance and insurance related services to its clients, in the United States and in Canada, as well as in the United Kingdom, the Republic of Ireland, Brazil and throughout other parts of the world. The Bond & Specialty Insurance segment provides surety, fidelity, management liability, professional liability, and other property and casualty coverages and related risk management services to its customers in the United States. The Personal Insurance segment writes a range of property and casualty insurance covering individuals' personal risks."
28,BIO.N,"Bio-Rad Laboratories, Inc. manufactures and supplies the life science research, healthcare, analytical chemistry and other markets with a range of products and systems used to separate chemical and biological materials and to identify, analyze and purify their components. The Company operates through two segments: Life Science and Clinical Diagnostics. Life Science segment markets and develops, manufactures and markets approximately 6,000 reagents, apparatus and laboratory instruments. Its products are used in research techniques, biopharmaceutical production processes and food testing regimes. Clinical Diagnostics segment designs, manufactures, sells and supports test systems, informatics systems, test kits and specialized quality controls that serve clinical laboratories in the global diagnostics market."
29,MOS.N,"The Mosaic Company is a producer and marketer of concentrated phosphate and potash crop nutrients. The Company operates through three segments: Phosphates, Potash and Mosaic Fertilizantes. It serves customers in approximately 40 countries. The Phosphates segment owns and operates mines and production facilities in Florida, which produce concentrated phosphate crop nutrients and phosphate-based animal feed ingredients, and processing plants in Louisiana, which produces concentrated phosphate crop nutrients. The Potash segment owns and operates potash mines and production facilities in Canada and the United States, which produce potash-based crop nutrients, animal feed ingredients and industrial products. The Mosaic Fertilizantes segment includes the assets in Brazil, which consist of five phosphate rock mines, four phosphate chemical plants and a potash mine. It also operates crop nutrient blending and bagging facilities, port terminals and warehouses in Brazil and Paraguay."
30,BWA.N,"BorgWarner Inc. is a provider of technology solutions for combustion, hybrid and electric vehicles. The Company operates through four segments: Air Management, e-Propulsion & Drivetrain, Fuel Injection and Aftermarket. The Air Management segment offers technology such as turbochargers, eBoosters, eTurbos, timing systems, emissions systems, gasoline ignition technology, smart remote actuators, powertrain sensors, cabin heaters, battery heaters and battery charging. The e-Propulsion & Drivetrain segment offers technologies such as rotating electrical components, power electronics, control modules, software, friction and mechanical products for automatic transmissions products. The Fuel Injection segment develops and manufactures gasoline and diesel fuel injection components and systems. The Aftermarket segment offer products that include a range of solutions covering the fuel injection, electronics and engine management, maintenance, and test equipment and vehicle diagnostics categories."
31,WDC.OQ,"Western Digital Corporation is a developer of data storage devices and solutions. The Company develops, manufactures, markets, and sells data storage devices and solutions in the United States and in foreign countries through its sales personnel, dealers, distributors, retailers, and subsidiaries. The Company offers a broad line of data storage solutions including Client Devices, Data Center Devices and Solutions, and Client Solutions. The Client Devices consist of hard disk drives (HDDs) and solid state drives (SSDs) for computing devices, such as desktop and notebook personal computers (PCs), smart video systems, gaming consoles and set top boxes. Data Center Devices and Solutions consist of high-capacity enterprise HDDs and high-performance enterprise SSDs, and platforms. Client Solutions consist of HDDs and SSDs embedded into external storage products and removable flash-based products, which include cards, universal serial bus (USB) flash drives and wireless drives."
32,VTR.N,"Ventas, Inc. is a real estate investment trust (REIT) operating at the intersection of healthcare and real estate. The Company owns or has investment in approximately 1,200 properties. It operates through three segments: triple-net leased properties, senior living operations and office operations. In triple-net leased properties segment, it invests in and owns senior housing and healthcare properties across the United States and the United Kingdom and lease those properties to healthcare operating companies under triple-net or absolute-net leases. In senior living operations segment, it invests in senior housing communities throughout the United States and Canada and engages independent operators, such as Atria and Sunrise, to manage those communities. In office operations segment, its primarily acquire, owns, develops, leases and manages medical office buildings and life science, research and innovation centers throughout the United States."
33,IVZ.N,"Invesco Ltd. (Invesco) is an independent investment management company. The Company provides a range of investment capabilities and outcomes, which are delivered through a set of investment vehicles, to help clients achieve their investment objectives. It has a presence in the retail and institutional markets within the investment management industry in North America; Europe, Middle East and Africa (EMEA), and Asia-Pacific. Its Jemstep solution provides wealth management home offices and their advisors with a suite of technology solutions that are customizable and are integrated into existing systems. The solution offers advisors an open architecture platform that includes Invesco's fundamental and factor-based investment strategies. It offers retail products within various asset classes. It offers a suite of domestic and global strategies, including traditional and quantitative equities, fixed income and absolute return strategies."
34,ZBRA.OQ,"Zebra Technologies Corporation designs, manufactures, and sells a range of products and solutions, including cloud-based subscriptions, that capture and move data. The Company also provides a range of services, including maintenance, technical support, repair, and managed and professional services. Its products and solutions include mobile computers, barcode scanners, radio frequency identification devices readers, specialty printers for barcode labeling and personal identification, real-time location systems, related accessories and supplies, such as self-adhesive labels and other consumables, and software utilities and applications. Its segments consist: Asset Intelligence & Tracking (AIT), which consists of barcode and card printing, supplies, services, location solutions, and retail solutions, and Enterprise Visibility & Mobility (EVM), which consists of mobile computing, data capture, RFID, services and solutions."
35,AMAT.OQ,"Applied Materials, Inc. provides manufacturing equipment, services and software to the global semiconductor, display and related industries. The Company's segments are Semiconductor Systems, which includes semiconductor capital equipment used for chip making process including the transfer of patterns into device structures, transistor and interconnect fabrication, metrology, inspection and review, and packaging technologies; Applied Global Services, which provides integrated solutions to optimize equipment and fab performance and productivity, and Display and Adjacent Markets, which offers products for manufacturing liquid crystal and organic light-emitting diode (OLED) displays, and other display technologies."
36,STX.OQ,"Seagate Technology public limited company is a provider of electronic data storage technology and solutions. The Company's principal products are hard disk drives (HDDs). In addition to HDDs, it produces a range of electronic data storage products, including solid state hybrid drives, solid state drives, peripheral component interconnect express (PCIe) cards and serial advanced technology architecture (SATA) controllers. Its storage technology portfolio also includes storage subsystems and high performance computing solutions. Its products are designed for applications in enterprise servers and storage systems, client compute applications and client non-compute applications. It designs, fabricates and assembles various components found in its disk drives, including read/write heads and recording media. Its design and manufacturing operations are based on technology platforms that are used to produce various disk drive products that serve multiple data storage applications and markets."
37,SYK.N,"Stryker Corporation is a medical technology company. The Company offers a range of medical technologies, including orthopedic, medical and surgical, and neurotechnology and spine products. Its segments include Orthopaedics, MedSurg, Neurotechnology and Spine. The Orthopaedics segment includes reconstructive (hip and knee) and trauma implant systems and other related products. The MedSurg segment includes surgical equipment and surgical navigation systems; endoscopic and communications systems; patient handling, emergency medical equipment, intensive care disposable products; reprocessed and remanufactured medical devices, and other related products. The Neurotechnology and Spine segment includes neurovascular products, spinal implant systems and other related products. Its products include implants, which are used in joint replacement and trauma surgeries, and other products. It offers musculoskeletal care and sensor technology for total joint replacement."
38,VRSN.OQ,"VeriSign, Inc. is a global provider of domain name registry services and Internet infrastructure. The Company enables the security, stability, and resiliency of key Internet infrastructure and services, including providing root zone maintainer services, operating two global Internet root servers, and providing registration services and authoritative resolution for the .com and .net top-level domains (TLDs), which supports the majority of global electronic-commerce. It operates the authoritative directory and the back-end systems for all .com, .net, .cc, .tv, .gov, .jobs, .edu and .name domain names, among others. The Company's services allow individuals and organizations to establish their online identities, while providing the secure, always-on access they need to communicate and transact reliably with online audiences. It also provides internationalized domain name (IDN) services that enable Internet users to access domain names in characters representing their local language."
39,TECH.OQ,"Bio-Techne Corporation is a developer, manufacturer, and seller of life science reagents, instruments and services for the research, diagnostics, and bioprocessing markets. The Company operates through two segments: Protein Sciences and Diagnostics and Genomics. The Protein Sciences segment is a developer and manufacturer of biological reagents used in all aspects of life science research, diagnostics and cell and gene therapy. This segment also includes proteomic analytical tools, both manual and automated, that offer researchers and pharmaceutical manufacturers efficient options for automated western blot and multiplexed ELISA workflow. The Diagnostics and Genomics segment develops and manufactures diagnostic products, including controls, calibrators, and diagnostic assays for the regulated diagnostics market, exosome-based molecular diagnostic assays, advanced tissue-based in-situ hybridization assays for spatial genomic and tissue biopsy analysis, and genetic and oncology kits."
40,NVR.N,"NVR, Inc. is engaged in the construction and sale of single-family detached homes, townhomes and condominium buildings. The Company's segments are Homebuilding Mid Atlantic, Homebuilding North East, Homebuilding Mid East and Homebuilding South East. Its Homebuilding Mid Atlantic segment operates in various geographic regions, which include Maryland, Virginia, West Virginia, Delaware and Washington, District of Columbia (D.C.). Its Homebuilding North East segment operates in various geographic regions, which include New Jersey and Eastern Pennsylvania. Its Homebuilding Mid East segment operates in various geographic regions, which include New York, Ohio, Western Pennsylvania, Indiana and Illinois. The Homebuilding South East segment operates in various geographic regions, which include North Carolina, South Carolina, Florida and Tennessee. It also provides mortgage-related services to home building customers through its mortgage banking operations."
41,BBWI.N,"Bath & Body Works, Inc., formerly L Brands, Inc., is operating as a retailer of body care, home fragrance products, soaps and sanitizers products. The Company’s products offerings include fine fragrance mist, body lotion and body cream, 3-wick candles, home fragrance diffusers and liquid hand soap. The Company is operating more than 1,750 stores in the United States and Canada. It is also operating more than 300 international franchised locations, as well as on bathandbodyworks.com."
42,LOW.N,"Lowe's Companies, Inc. (Lowe's) is a home improvement company. The Company operates home improvement and hardware stores. The Company offers a range of products for maintenance, repair, remodeling and decorating. The Company offers home improvement products in categories, including Appliances, Seasonal and Outdoor Living, Lawn and Garden, Lumber, Kitchens and Bath, Tools, Paint, Millwork, Hardware, Flooring, Rough Plumbing, Building Materials, Decor, Lighting, and Electrical. Through its Websites and mobile applications, it provides an online product information, customer ratings and reviews, online buying guides and how-to videos and other information. It serves homeowners, renters, and professional customers. It offers installation services through contractors in its product categories, with Appliances, Flooring, Kitchens and Bath, Lumber, Building Materials, and Millwork."
43,BSX.N,"Boston Scientific Corporation is a developer, manufacturer and marketer of medical devices that are used in a range of interventional medical specialties. The Company offers its products by businesses such Interventional Cardiology, Peripheral Interventions, Cardiac Rhythm Management, Electrophysiology, Endoscopy, Urology and Pelvic Health, Neuromodulation and Specialty Pharmaceuticals. It operates in three segments: MedSurg, Rhythm and Neuro, and Cardiovascular. MedSurg consists of Endoscopy and Urology and Pelvic Health businesses. Rhythm segment consists of Cardiac Rhythm Management, Electrophysiology and Neuromodulation businesses. Its Cardiovascular segment consists of Interventional Cardiology and Peripheral Interventions businesses. Its product offerings include balloon catheters, rotational atherectomy systems, guide wires, guide catheters, embolic protection devices and diagnostic catheters used in percutaneous transluminal coronary angioplasty (PTCA) procedures."
44,SYY.N,"Sysco Corporation (Sysco) is a distributor of food and related products primarily to the foodservice or food-away-from-home industry. The Company is engaged in selling, marketing and distributing food products to restaurants, healthcare and educational facilities, lodging establishments and other customers who prepare meals away from home. Its products also include equipment and supplies for the foodservice and hospitality industries. Its segments include U.S. Foodservice, International Foodservice, SYGMA and Other. The U.S. Foodservice segment distributes a line of food products, including custom-cut meat, seafood, specialty produce, specialty imports and a variety of non-food products. The International Foodservice segment includes operations in the Americas and Europe, which distribute a line of food products and a variety of non-food products. The SYGMA is the Company’s United States customized distribution subsidiary. The Other segment includes its hotel supply operations."
45,FCX.N,"Freeport-McMoRan Inc. (FCX) is a mining company. The Company operates through geographical assets with proven and probable reserves of copper, gold and molybdenum, and traded copper producer. The Company's segments include the Morenci, Cerro Verde and Grasberg (Indonesia mining) copper mines, the Rod & Refining operations and Atlantic Copper Smelting & Refining. The Company has organized its mining operations into four divisions, which include North America copper mines, South America mining, Indonesia mining and Molybdenum mines. The Company's portfolio of assets includes the Grasberg minerals district in Indonesia, copper and gold deposits, and mining operations in the North America and South America, including the large-scale Morenci minerals district in Arizona and the Cerro Verde operation in Peru."
46,MAS.N,"Masco Corporation is a designer, manufacturer and distributor of branded home improvement and building products. The Company operates through two segments: Plumbing Products and Decorative Architectural Products. The Plumbing Products segment manufactures and sells a range of products, including faucets, showerheads, handheld showers, valves, bath hardware and accessories, bathing units, shower bases and enclosures, sinks and toilets. It also manufactures acrylic tubs, bath and shower enclosure units, and shower bases and trays. This segment also includes brass, copper and composite plumbing system components and other non-decorative plumbing products. The Decorative Architectural Products segment includes architectural coatings, including paints, primers, specialty coatings, stains and waterproofing products, as well as paint applicators and accessories. This segment also includes decorative indoor and outdoor lighting fixtures, and light-emitting diode (LED) lighting systems."
47,BEN.N,"Franklin Resources, Inc. is a holding company with subsidiaries operating under its Franklin Templeton and/or subsidiary brand names. The Company through its investment products, provides investment management and related services to retail, institutional and high-net-worth investors. Its investment products include its sponsored funds, as well as institutional and high-net-worth separate accounts, retail separately managed account programs, sub-advised products, and other investment vehicles. Its sponsored funds include registered funds (including exchange-traded funds) and unregistered funds. It provides a product mix of fixed income, equity, multi-asset, alternative and cash management asset classes and solutions that meet a variety of investment needs for investors. In addition to investment management, the Company's services include fund administration, sales and distribution, and shareholder servicing."
