,Instrument,Business Description
10,REL.L,"RELX PLC is a holding company of RELX Group plc. RELX Group is a global provider of information and analytics for professional and business customers across industries. The Company operates in four segments: Scientific, Technical & Medical; Risk & Business Analytics; Legal, and Exhibitions. The Company's Scientific, Technical & Medical segment provides information and analytics that help institutions and professionals progress science and advance healthcare. The Risk & Business Analytics segment provides solutions and decision tools that combine public and industry-specific content with technology and analytics. The Legal segment is a provider of information and analytics to professionals in legal, corporate, and government organizations. Its Exhibitions segment consists of Reed Exhibitions, which is an exhibitions business, with events in over 30 countries."
11,SMIN.L,"Smiths Group plc is a technology company. The Company operates in five divisions: John Crane, Smiths Detection, Flex-Tek, Smiths Interconnect and Smiths Medical. John Crane provides mission-critical solutions such as mechanical seals, seal support systems, power transmission couplings and filtration systems for global energy and process industries. Smiths Detection produces detection and screening technologies for the identification of safety and security threats. Flex-Tek provides engineered components that heat and move fluids and gases for aerospace, consumer products, construction, medical and industrial applications. Smiths Interconnect provides electronic components, subsystems, microwave and radio frequency products that provide secure connectivity of critical applications in the defense, aerospace, communications and industrial markets. Smiths Medical offers medical devices and consumables in the select segments of the infusion systems, vascular access and vital care markets."
12,AZN.L,"AstraZeneca PLC is a biopharmaceutical company. It focuses on discovery and development of products, which are then manufactured, marketed and sold. It focuses on three main therapy areas: Oncology, Cardiovascular, Renal & Metabolic (CVRM) and Respiratory, while selectively pursuing therapies in Autoimmunity, Infection and Neuroscience. In CVRM, it is expanding its portfolio into the cardiovascular-renal area with roxadustat, as well as investing to explore the benefits of its SGLT2 and GLP-1 franchises in chronic kidney disease (CKD) and heart failure (HF). It has approximately 38 projects in Phase I, including 26 new molecular entities (NMEs), and 12 oncology combination projects. It has approximately 43 projects in Phase II, including 25 NMEs; six additional indications for projects that have reached phase II, and 12 oncology combination projects. It has approximately 22 projects in late-stage development, either in Phase III/pivotal Phase II studies or under regulatory review."
13,HSBA.L,"HSBC Holdings plc (HSBC) is a banking and financial services company. The Company manages its products and services through three businesses: Wealth and Personal Banking (WPB), Commercial Banking (CMB), and Global Banking and Markets (GBM). It operates across various geographical regions, which include Europe, Asia, Middle East and North Africa, North America, and Latin America. WPB business offers Retail Banking, Wealth Management, Asset Management and Insurance. CMB products and services to serve the needs of commercial customers, including small and medium-sized enterprises, mid-market enterprises and corporates. It includes credit and lending, international trade and receivables finance, treasury management and liquidity solutions, commercial insurance and investments. GBM supports government, corporate and institutional clients, and private investors across the world."
14,WPP.L,"WPP plc (WPP) is a holding company engaged in providing communications services. The Company comprises companies in a range of disciplines, which include advertising, media investment management; data investment management; public relations and public affairs; branding and identity; healthcare communications; direct, digital, promotion and relationship marketing, and specialist communications. The Company operates through four segments: Advertising and Media Investment Management; Data Investment Management; Public Relations & Public Affairs; Branding consulting, Health and wellness and Specialist Communications. The Company has operations in over 112 countries. The Company offers global, national and specialist advertising services from a range of international and specialist agencies, which include Bates CHI&Partners, Grey, JWT, Ogilvy & Mather Advertising and Y&R."
15,FRES.L,"Fresnillo plc is a holding company. Through its subsidiaries, the Company is engaged in the mining and beneficiation of non-ferrous minerals, and the sale of related production. The primary contents of this production include silver, gold, lead and zinc. The Company has seven operating mines: Fresnillo, located in the State of Zacatecas, which is primary silver mine; Saucito, located in the State of Zacatecas, an underground silver mine; Cienega, located in the State of Durango, an underground gold mine, including the San Ramon satellite mine; Herradura, located in the State of Sonora, a surface gold mine; Soledad-Dipolos mine, located in the State of Sonora, a surface gold mine; Noche Buena, located in State of Sonora, a surface gold mine, and San Julian, an underground gold and silver miner. The Company owns a number of subsidiaries in South and North America."
16,SGRO.L,"SEGRO plc is a United Kingdom-based real estate investment trust. The Company owns, develops and manages warehouse properties in the United Kingdom and Continental Europe. Its segments include Greater London, Thames Valley and National Logistics, Northern Europe (principally Germany), Southern Europe (principally France) and Central Europe (principally Poland). The portfolio includes warehouses and light industrial buildings, including warehouses used as data centers and for logistics operations. These are concentrated in the United Kingdom, France, Germany and Poland. The remainder of the portfolio is located across other European countries including Spain, the Netherlands and the Czech Republic. Its properties are used by various sectors, including retail, transport and logistics, post and parcel delivery, services and utilities, retail, and technology, media and telecoms."
17,SJP.L,"St. James's Place plc is a United Kingdom-based financial services company that provides wealth management services to business and individuals across the United Kingdom. The Company offers personalized advice that covers financial, investment and tax planning, designed specifically for their lifestyle goals and stage of life. The Company’s segment includes wealth management business. The wealth management business is a vertically integrated business providing support to its clients through the provision of financial advice and assistance through its partner network, and financial solutions including (but not limited to) wealth management products manufactured in the Group, such as insurance bonds, pensions, unit trust and Investment Savings Accounts (ISAs) investments, and a Discretionary Fund Manager (DFM) service."
18,TW.L,"Taylor Wimpey plc is a residential developer. The Company operates at a local level from 24 regional businesses across the United Kingdom, and it has operations in Spain. Its segments include Housing United Kingdom and Housing Spain. The Housing United Kingdom segment includes North, Central and South West, and London and South East (including Central London) divisions. The North division covers its East and West Scotland, North East, North Yorkshire, Yorkshire, North West, Manchester, North Midlands, Midlands and West Midlands regional businesses. The Central and South West Division covers its East Midlands, South Midlands, East Anglia, Oxfordshire, South Wales, Bristol, Southern Counties and Exeter regional businesses. The London and South East Division includes Central London and covers its East London, North Thames, South East, South Thames and West London regional businesses."
19,AHT.L,"Ashtead Group PLC is a United Kingdom-based equipment rental company that is trading under the Sunbelt Rentals brand with networks in the United States, Canada and the United Kingdom. The Company rents a range of construction, industrial and general equipment across a variety of applications to a diverse customer base. The Company’s business units include Sunbelt US, Sunbelt UK and Sunbelt Canada. It operates approximately 861 stores in the United States, 77 stores in Canada and approximately 188 stores in the United Kingdom. The Company's equipment can be used to lift, power, generate, move, dig, compact, drill, support, scrub, pump, direct, heat and ventilate. It purchases a range of equipment from manufacturers and rents it on a short-term basis to a range of customers. It also sells the old equipment in the second-hand market. The Company's rental fleet ranges from small hand-held tools to a range of construction equipment."
20,HLMA.L,"Halma plc is a United Kingdom-based life-saving technology company. The Company operates through four segments: Process Safety, Infrastructure Safety, Environmental & Analysis and Medical. The Process Safety segment offers products, such as specialized interlocks that control critical processes safely; instruments that detect flammable and hazardous gases; and explosion protection and corrosion monitoring systems. The Infrastructure Safety segment offers products, such as fire detection systems, specialist fire suppression systems, elevator safety systems and people and vehicle flow technologies. The Environmental & Analysis segment offers products, such as opto-electronic technology and sensors, flow gap measurement instruments and gas conditioning products, and solutions for environmental data recording, water quality testing and ultraviolet (UV) water treatment. The Medical segment offers products, such as critical fluidic components, laboratory devices and systems."
21,III.L,"3i Group PLC is a United Kingdom-based investment company. The Company has two complementary businesses: Private Equity and Infrastructure, specializing in core investment markets in northern Europe and North America. Its Private Equity business includes investment and asset management to generate capital returns, and is focused on consumer, industrial and business services sectors. Its Infrastructure business includes investment and asset management to generate capital returns and cash income and focuses on the United Kingdom and Europe. It also offers software solutions to unify fragmented data and provide actionable insight. Its subsidiaries include 3i Investments plc, 3i BIFM Investments Ltd, 3i Europe plc and 3i Nordic plc. 3i Investments PLC is the investment manager of the Company."
22,HIK.L,"Hikma Pharmaceuticals Plc is a pharmaceutical company. The Company is focused on developing, manufacturing and marketing a range of both branded and non-branded generic and in-licensed products. The Company's segments include Branded, Injectables, Generics and Others. It sells branded generics and in-licensed patented products across the Middle East and North Africa (MENA) region and other markets. The Company sells specialized generic injectable products across the globe. It also sells non-injectable generic products in the United States, supplying over 300 products in different dosage strengths and forms. The Company's other businesses comprise Arab Medical Containers, a manufacturer of plastic specialized medicinal sterile containers, International Pharmaceuticals Research Centre, which conducts bio-equivalency studies, and the active pharmaceutical ingredient (API) manufacturing division of Hikma Pharmaceuticals Limited Jordan."
23,EVRE.L,"EVRAZ plc is a United Kingdom-based steel, mining and vanadium business with operations in the Russian Federation, the United States, Canada, the Czech Republic and Kazakhstan. The Company's principal activities include manufacturing steel and steel products; iron ore mining and enrichment; coal mining; manufacturing vanadium products, and trading operations and logistics. Its segments include Steel, Steel North America, and Coal. The Steel segment is engaged in the production of steel and related products, which it sells for domestic infrastructure and construction projects. Its vanadium business is based on processing vanadium slag from steelmaking operations. The Coal segment provides raw materials for the Company’s steel mills, supplies coking coal to domestic coke and steel producers. The Steel North America segment focuses on the markets in the Western United States and Canada, offering products including infrastructure steel, rails, large-diameter pipes and oil tubular goods."
24,MNG.L,"M&G PLC is a United Kingdom-based savings and investment company. The Company manages investments for both individuals and for institutional investors, such as pension funds. The Company’s asset management and customer solutions are supported by its two brands: Prudential and M&G Investments. In the United Kingdom and continental Europe, the Company provides a range of long-term savings and investment solutions, including PruFund. In the Americas, Africa, Asia and Australia, the Company also provides asset management solutions. The Company operates across two operating segments: Savings & Asset Management, and Heritage. The Savings & Asset Management Segment comprises its retail savings (including PruFund) and asset management business, as well as its institutional asset management business. The Heritage Segment comprises its annuities and corporate pensions businesses."
25,BKGH.L,"The Berkeley Group Holdings plc is a United Kingdom-based holding company. The Company, along with its subsidiaries, is engaged in residential-led property development focusing on regeneration and mixed-use property developments. The Company's portfolio consists of 250 City Road, Islington, 9 Millbank, Westminster, Battersea Reach, Beaufort Park, Hendon, Camden Goods Yard, Chelsea Creek, Clarendon, Haringey, Dickens Yard, Ealing, Grand Union Place, Brent, Kidbrooke Village, Greenwich, Poplar Riverside, Poplar, Prince of Wales Drive, Battersea, Royal Arsenal Riverside, Woolwich, Royal Exchange, Kingston, Silk Park, Barnet, South Quay Plaza, Docklands, Sovereign Court, Hammersmith, The Dumont, Albert Embankment and TwelveTrees Park, Newham. The Company’s brand includes Berkeley, St George, St James, St Edward, St William and St Joseph."
26,SMDS.L,"DS Smith Plc is a United Kingdom-based sustainable paper-based packaging company. The Company's operating segments include Northern Europe, Southern Europe, Eastern Europe, and North America. The Company provides packaging services, recycling services and paper products. Its packaging product portfolio includes packaging for consumer products, electronic commerce, promotion, transit and industrial packaging. Through its paper business, it manufactures corrugated case material (CCM), which is the paper used for conversion into corrugated board. Its paper business also manufactures paper grades such as plasterboard liner. Its recycling business provides integrated recycling and waste management services, ranging from recycling collections through to recycling and waste management solutions. It collects paper and cardboard for recycling from a range of sectors, including retailers, manufacturers, local authorities, and other recycling and waste management companies."
27,NG.L,"National Grid PLC is an energy transmission and distribution company. The Company operates through three segments: UK Electricity Transmission, UK Gas Transmission and US Regulated. The UK Electricity Transmission segment includes the high-voltage electricity transmission networks in England and Wales and Great Britain system operator. This segment also includes the independent Electricity System Operator (ESO). The UK Gas Transmission segment includes the high-pressure gas transmission networks in Great Britain and system operator in Great Britain. The US Regulated segment includes gas distribution networks, electricity distribution networks and high-voltage electricity transmission networks in New York and New England and electricity generation facilities in New York. The Company's transmission and distribution services include provision of electricity transmission and distribution services to customers and operation of electricity transmission facilities."
28,RKT.L,"Reckitt Benckiser Group plc is a manufacturer and marketer of health, hygiene, post-natal and home products. The Company's segments include ENA and DvM. The ENA segment consists of Europe, Russia/Commonwealth of Independent States (CIS), Israel, North America, Australia and New Zealand. The DvM segment consists of North Africa, Middle East (excluding Israel) and Turkey, Africa, South Asia, North Asia, Latin America, Japan, Korea and the Association of Southeast Asian Nations (ASEAN). Health, Hygiene, Home and Portfolio Brands categories are split across the geographical segments of ENA and DVM. Its range of hygiene products includes disinfectant cleaners, automatic dishwashing detergents, pest control, depilatory products and acne treatments. The Company's portfolio of brands includes Durex, Mucinex, Scholl, Strepsils, Cillit Bang, Clearasil, Dettol, Harpic, Lysol, Mortein, Veet, Air Wick, Calgon, Queen V, Vanish and Woolite."
29,SKG.L,"Smurfit Kappa Group plc is a provider of paper-based packaging products. The Company manufactures, distributes and sells containerboard, corrugated containers and other paper-based packaging products. It operates through two segments: Europe and the Americas. The Europe segment includes a system of mills and plants that produces a line of containerboard that is converted into corrugates containers. In addition, to other types of paper-based packaging and bag-in-box operations. The Americas segment, which includes forestry and other types of paper, such as boxboard, sack paper and graphic paper, and paper-based packaging, such as folding cartons and paper sacks."
30,MRON.L,"Melrose Industries PLC is a United Kingdom-based company focused on acquiring manufacturing businesses. Its segments include Aerospace, a multi-technology supplier of both civil and defense air frame and engine structures; Automotive, which designs, develops, manufactures and integrates a range of driveline technologies, including electric vehicle components; Powder Metallurgy, which provides precision powder metal parts for the automotive and industrial sectors, as well as the production of powder metal, and Other Industrial, includes Nortek Control and Ergotron. Its Nortek Control is a developer and manufacturer of security, home automation, access control, health and artificial intelligence technologies for the residential and commercial markets, principally in North America. Its Ergotron is a designer, manufacturer and distributor of ergonomic products for use in a range of working, learning and healthcare environments."
31,BHPB.L,"BHP Group PLC, formerly BHP Billiton Plc, is a global resources company. The Company is a producer of various commodities, including iron ore, metallurgical coal, copper and uranium. Its segments include Petroleum, Copper, Iron Ore and Coal. The Petroleum segment is engaged in the exploration, development and production of oil and gas. The Copper segment is engaged in mining of copper, silver, lead, zinc, molybdenum, uranium and gold. The Iron Ore segment is engaged in mining of iron ore. The Coal segment is engaged in mining of metallurgical coal and thermal (energy) coal. Its businesses include Minerals Australia, Minerals Americas, Petroleum and Marketing. It extracts and processes minerals, oil and gas from its production operations located primarily in Australia and the Americas. It manages product distribution through its global logistics chain, including freight and pipeline transportation."
32,CPG.L,"Compass Group PLC provides food and support services. The Company's segments include North America, Europe, Rest of World and Central activities. The Europe segment includes Turkey and Russia. The Rest of World segment includes Japan. The Company delivers services in sectors, including business and industry; healthcare and seniors; education; defense, offshore and remote, and sports and leisure. The Company offers its services to customers in the workplace, schools and colleges, hospitals, at leisure and in remote environments. It provides breakfasts, lunches and dinners, and also offers hospitality services. The Company offers a range of support services, including cleaning, building operations and maintenance, business and office services, logistics and transport, outdoor, project management and security. Its foodservice offerings under healthcare and seniors sector include patient feeding, retail food courts, hospitality catering, vending, retail shops and staff restaurants."
33,AUTOA.L,"Auto Trader Group PLC is a United Kingdom-based company that offers a digital automotive marketplace. The Company’s platform offers consumers a selection of new and used car listings, enabling them to search from the marketplace. It also offers free car valuations and a variety of motoring services and advice to consumers. It offers a finance search tool, which allows consumers to search by monthly budget. The Company offers a range of products and services to its retailer customers. It offers data intelligence solutions, such as Retail Accelerator and Retail Check, enabling retailers to buy the right stock, at the right price. Its platform enables manufacturers to advertise to the car buying audience. The Company uses its data management platform (DMP) to develop targeted audience segments for advertising and give manufacturers a proposition to reach new car buyers."
34,AV.L,"Aviva plc is a United Kingdom-based holding company. The Company provides savings, retirement and insurance products and services. The Company's products and services comprises of long-term business, general insurance and health, fund management. The Company's segments include UK & Ireland Life, UK & Ireland General Insurance, Canada General Insurance, and Aviva Investors. The UK & Ireland Life segment's principal activities are life insurance, long-term health and accident insurance, savings, pensions and annuity business. The UK & Ireland General Insurance segment is principally engaged in providing insurance cover to individuals and businesses. The Canada General Insurance segment provides personal and commercial insurance products. The Aviva Investors manages policyholders' and shareholders' invested funds, provides investment management services for institutional pension fund mandates and manages a range of retail investment products."
35,ENT.L,"Entain plc, formerly GVC Holdings PLC, is a United Kingdom-based sports betting and gaming company. The Company offer sports betting, casino, poker and bingo gaming solutions via its technology platform. The Company operates in five operating segments: Online, UK Retail, European Retail, Corporate and Other segment. Its Online segment comprises betting and gaming activities from online and mobile operations. Its sports brands include bwin, Coral, Crystalbet, Eurobet, Ladbrokes and Sportingbet; and gaming brands include CasinoClub, Foxy Bingo, Gala, Gioco Digitale, partypoker and PartyCasino. Its UK Retail segment comprises betting activities in the shop estate in Great Britain, Northern Ireland and Jersey; European Retail segment comprises of all retail activities connected with the Republic of Ireland, Belgium, Italy and Spain shop estates; Other segments: includes activities primarily related to telephone betting, Stadia, Betdaq, on course pitches and Intertrader."
36,DGE.L,"Diageo PLC is an alcoholic beverage company. The Company operates in various categories, including spirits and beer. Its geographic segments include North America; Europe, Russia and Turkey; Africa; Latin America and Caribbean, and Asia Pacific. Its principal products include Scotch whisky, Gin, Vodka, Rum, Beer, Irish Cream Liqueur, Wine, Raki, Tequila, Canadian Whisky, American Whiskey, Progressive Adult Beverages, Cachaca, Brandy and Ready to Drink. It manages its operations from various locations, including the United Kingdom; Ireland; Italy; Turkey; the United States; Canada; Brazil; Mexico; Australia; Singapore; India; Nigeria; South Africa; East Africa, and Africa Regional Markets. It also produces a range of ready to drink products mainly in the United Kingdom, Italy, South Africa, Australia, the United States and Canada."
37,INF.L,"Informa PLC is an international event, intelligence and scholarly research company. The Company operates through five divisions: Informa Connect, Informa Intelligence, Informa Markets, Informa Tech, and Taylor & Francis. Informa Connect is the Company’s content and connectivity business, organizing content-driven events, training and programs that provide a platform for professional communities to meet, network and share knowledge. Informa Intelligence provides specialist data, intelligence and insight to businesses. Informa Markets create platforms for industries and specialist markets. Informa Tech informs, educates and connects specialist technology communities around the world. Taylor & Francis publishes peer-reviewed scholarly research and specialist reference-led academic content across subjects within humanities & social sciences and science, technology and medicine."
38,UU.L,"United Utilities Group PLC is a water and wastewater company. The Company, through its subsidiary, United Utilities Water Limited (United Utilities Water), manages the regulated water and wastewater network in the North West of England, providing services to around seven million people and businesses. It owns over 56,000 hectares of land around its reservoirs. It collects water from the environment, clean and distributes it to its customers before collecting it, treating it, and then returning it back to the environment. The Company has produced approximately 173 Gigawatt hours (GWh) of renewable energy through sludge treatment centers and solar installations. It delivers approximately 1,700 million liters of clean drinking water to its customers every day through over 42,000 kilometers of water pipes. United Utilities Water holds licenses to provide water and wastewater services in the North West of England."
39,PSHP.L,"Pershing Square Holdings, Ltd is a Guernsey-based investment holding company structured as a closed-ended fund. The Company seeks to achieve its investment objective through long and occasionally short investment positions in equity or debt securities of United States (U.S.) and non-U.S. issuers, including securities convertible into equity debt securities, derivative instruments and any other financial instruments. Pershing Square Capital Management, L.P is the Company's investment manager."
40,WTB.L,"Whitbread PLC is a United Kingdom-based company, which owns and operates hotels and restaurants. The Company is organized into a single business segment, Premier Inn. Premier Inn provides services in relation to accommodation and food both in the United Kingdom and internationally. The Company's restaurant brands include Beefeater, Brewers Fayre, Table Table, Cookhouse & Pub, Bar + Block, Premier Inn, hub and Thyme. The Company operates over 800 Premier Inn hotels and over 80,000 rooms across the United Kingdom. Its subsidiaries include Whitbread Group PLC, Premier Inn Hotels Limited, Premier Inn Kier Limited, Silk Street Hotels Limited, Elm Hotel Holdings Limited, Brickwoods Limited, Duttons Brewery Limited, and Silk Street Hotels Limited."
41,PRU.L,"Prudential Public Limited Company (Prudential) is an international financial services company. The Company provides life and health insurance and asset management, with a focus on Asia and Africa. It protects people’s wealth, help them grow their assets, and allow them to save for their goals. The Company’s business has life customers in Asia and Africa. It supports communities through investment in business and infrastructure, tax revenues and community support activities. It creates financial benefits for its investors and deliver economic and social benefits for its customers, employees and the societies in which it operates. It operates its businesses across Asia, Africa and United States. In Asia, it serves the protection and investment needs of the middle class in Asia. In Africa, it provides savings, health and protection solutions to customers. In United States, the Company provides asset accumulation and retirement income products to United States retirees."
42,IMB.L,"Imperial Brands PLC is a fast-moving consumer goods company. It offers a range of cigarettes, fine cut and smokeless tobaccos and papers. The Tobacco & NGP business comprises the manufacture, marketing, and sale of Tobacco & NGP and Tobacco & NGP-related products, including sales to the Distribution business. The Distribution business comprises the distribution of Tobacco & NGP products for Tobacco & NGP product manufacturers, including Imperial Brands, as well as a range of non-Tobacco & NGP products and services. Its reportable segments are Europe, the Americas, Africa, Asia & Australasia (AAA) and Distribution. Its Europe segment, it covers markets including the United Kingdom, Germany, Spain, France, Italy, Greece, Sweden, Norway, Belgium, Netherlands, Ukraine, and Poland. Americas segment includes the United States and Canada. Its AAA segment includes Australia, Japan, Russia, Saudi Arabia, Taiwan and its African markets including Algeria and Morocco."
43,EXPN.L,"Experian PLC is a Jersey-based global information services company. The Company provides business-to-business data, decision and consumer services. It builds and manages comprehensive databases containing the credit activity and repayment histories of millions of consumers and businesses. Organizations analyze and use this information to make decisions about lending and the terms on which to lend. It creates credit information databases and other information, including clients’ own data, to develop predictive tools, sophisticated software and platforms. It also provides credit education and identity monitoring services to its consumers including free access to their credit report and score, and useful online educational tools. The Company's online recovery portal, allows consumers see all their own past-due debts in one place, and negotiate more achievable repayment plans with lenders."
44,BRBY.L,"Burberry Group plc (Burberry) is a global luxury goods manufacturer, retailer and wholesaler. The Company also licenses third parties to manufacture and distribute products using the Burberry trademarks. The Company's segments include retail/wholesale and licensing. The Retail/wholesale segment is engaged in the sale of luxury goods through Burberry mainline stores, concessions, outlets and digital commerce as well as Burberry franchisees, department stores globally and multi-brand specialty accounts. The flow of global product between retail and wholesale channels and across its regions is monitored and optimized at a corporate level and implemented via the Company's inventory hubs situated in Europe and the United States. The Licensing segment generates revenue through the receipt of royalties from global licensees of beauty products, eyewear and from licenses relating to the use of non-Burberry trademarks in Japan."
45,ABDN.L,"abrdn plc, formerly Standard Life Aberdeen plc, is a United Kingdom-based global investment company. The Company operates in three segments, which includes Investments, Advisor and Personal segments. The Company’s Investment segment provides solutions across markets, asset classes and investment strategies through working with the clients. Its Advisor segment offer platform technology and tools that enable wealth managers and financial advisers to look after the needs of their clients. The Company’s personal segment offers financial planning, digital direct-to-consumer services and discretionary fund management services, which helps people to plan for their financial future."
46,GSK.L,"GlaxoSmithKline PLC is a global healthcare company. The Company operates through two segments: Pharmaceuticals and Vaccines. The Company focuses on its research across six areas: Respiratory diseases, human immunodeficiency virus (HIV)/infectious diseases, Vaccines, Immuno-inflammation, Oncology and Rare diseases. The Company makes a range of prescription medicines and vaccines products. The Pharmaceuticals business discovers, develops and commercializes medicines to treat a range of acute and chronic diseases. The Vaccines business provides vaccines for people of all ages from babies and adolescents to adults and older people. It has a portfolio of medicines in respiratory and HIV. Its Pharmaceuticals business includes Respiratory, HIV, Specialty products, and Classic and Established products. Its Vaccines business has a portfolio of over 40 pediatric, adolescent, adult, older people and travel vaccines."
