,Instrument,Business Description
31,2432.T,"DeNA Co., Ltd. mainly provides Internet services for mobile and personal computers (PC). The Company operates in five business segments. The Game segment offers game related services, including mobile game Website Mobage. The E-commerce (EC) segment offers EC related services, including the operation of cellular phone auction Websites under the names Mobaoku, as well as payment services. The Sports segment provides sports related services. The Automotive segment provides automotive related services. The Healthcare segment provides healthcare related services by MYCODE and KenCoM, among others. The New Business and Others segment is engaged in new business and other related business."
32,4061.T,"Denka Company Limited is mainly engaged in the manufacturing of chemical products. The Company has five business segments. The Elastomers and Functional Resin segment offers chemical products, such as styrene monomer, polystyrene plastic, acrylonitrile butadiene styrene (ABS) plastic, transparent resin, acetic acid and vinyl acetate, among others. The Infrastructure and Social Solution segment offers fertilizers, carbide, refractory products, cement and specialty admixtures. The Electronics and Advanced Products segment offers molten silica, electronic circuit cards, fine ceramics and electronic packaging materials, among others. The Life and Environment Products segment offers food packaging materials, housing materials, industrial materials. The Life Innovation segment provides vaccines, joint function improvers, diagnostic agents and others. The Others segment is engaged in the plant engineering, wholesale businesses."
33,6902.T,"DENSO Corporation is a supplier of automotive components. The powertrain system business manufactures and sells exhaust sensor, ignition coils and others. The electrification system business manufactures and sells starters, alternators, lithium-ion battery packs, electromechanical integrated two-system drive electric power steering and others. The electronic system business manufactures and sells engine control computers, body control computers, transmission control computers and others. The thermal system business manufactures and sells car air conditioner systems, seat air conditioners, engine cooling modules and others. The mobility system business manufactures and sells cockpit information systems, combination meters, head-up displays and others. The industrial equipment business manufactures and sells various robots, programmable controllers and others. The life-related equipment business manufactures and sells water heaters, residential air conditioners and others."
34,4324.T,"DENTSU GROUP INC., formerly DENTSU INC. is a Japan-based company principally engaged in the provision of communication-related services with a focus on advertising. The Company operates advertising business and information service business in domestic business. The advertising business is involved in the provision of advertising and marketing services and the contents business. The information Service business is involved in the development and operation of information-related systems, the sale of software products, as well as the provision of general network service and consulting service. The others business is involved in the rental management of buildings, the trading and brokerage of real estate and the non-life insurance agency business. The Company operates advertising business in overseas business, which is mainly engaged in the provision of advertising and marketing services."
35,4631.T,"DIC Corporation is a Japan-based company engaged in the manufacture and sale of printing inks, organic pigments and synthetic resins. The Company operates in five segments. The Printing Ink segment is engaged in the manufacture and sale of gravure ink, offset ink and newspaper ink. The Fine Chemicals segment is engaged in the manufacture and sale of organic pigments and liquid crystal materials. The Polymer segment is engaged in the manufacture and sale of acrylic resins, urethane resins, epoxy resins and polystyrene. The Compound segment is engaged in the manufacture and sale of polyphenylene sulfide (PPS) compounds, jet inks and resin colorants. The Application Materials segment is engaged in the manufacture and sale of industrial adhesive tapes and healthcare foods."
36,5714.T,"DOWA HOLDINGS CO., LTD. is a Japan-based company mainly engaged in the smelting business, metal processing business and others. The Company has five business segments. The Environment and Recycling segment is engaged in the waste management, soil remediation, resource recycling and logistics business. The Smelting segment is engaged in the manufacture and sale of copper, zinc, gold, silver and other metals. The Electronic Materials segment is engaged in the manufacture and sale of electrical conducting material for electronic components and others. The Metal Processing segment is engaged in the manufacture and sale of processed metal products and circuit boards. The Thermal Treatment segment is engaged in the thermal treatment and surface treatment processing of metal materials, and the manufacture, sale and maintenance of thermal processing facilities and auxiliary facilities. The Company is also engaged in the real estate leasing business, plant construction business and others."
37,9020.T,"East Japan Railway Company is a Japan-based company mainly engaged in the railway business. The Company operates in three business segments. The Transportation segment is engaged in the railway business, travel business, cleaning and maintenance business, station operation business, equipment maintenance business, as well as railway vehicle manufacturing and maintenance business. The Distribution and Services segment is engaged in the retail and restaurant business, wholesale business, lorry transportation business, advertising agency business and other life service business. The Real Estate and Hotel segment is engaged in the shopping center operation business, office building lending business, hotel business and other life service business. The Company is also engaged in the credit card business and information processing business."
38,6361.T,"EBARA Corporation is a Japan-based company mainly engaged in the wind and hydro energy business, the environmental plant business, as well as the precision and electronic business. The Company operates in three business segments. The Wind and Hydro Energy segment is engaged in the manufacture, sale, operation and maintenance of pumps, compressors, turbines, refrigeration equipment and blowers. The Environmental Plants segment is engaged in the engineering, construction, operation and maintenance of municipal waste incineration plants, industrial waste incineration plants and water treatment plants. The Precision and Electronics segment is engaged in the manufacture, sale and maintenance of vacuum pumps, chemical mechanical polishing (CMP) equipment, plating equipment and exhaust gas treatment equipment. The Company is also engaged in the provision of business support services."
39,4523.T,"Eisai Co., Ltd. is a Japan-based pharmaceutical company mainly engaged in the research and development, manufacture, sale, import and export of pharmaceuticals. The Company operates in two business segments. The Pharmaceutical segment is engaged in the research, development, manufacture and sale of pharmaceuticals for medical use, generic drugs, general medicines, among others. The segment operates in five regions including Japan, Americas (North America), China, EMEA (Europe, Middle East, Africa, Oceania), Asia and Latin America (South Korea, Taiwan, Hong Kong, India, ASEAN, Latin America). The Others segment is involved in license revenues and pharmaceutical raw materials business. The Company is also engaged in the provision of brands such as the anticancer drugs Lembima and Halaven on the nerve and oncology areas."
40,5020.T,"ENEOS Holdings Inc, formerly JXTG Holdings Inc, is a Japan-based company mainly engaged in the energy business, oil and gas development business, and metal business. The Company has three business segments. The Energy segment is engaged in the refining and sale of petroleum, the provision of lubricants, basic chemicals, functional chemicals, gas, coals, electricity, new energy and other products, as well as the investment business. The Oil and Natural Gas Development segment is engaged in the exploration, development and production of oil and natural gas. The Metal segment is engaged in the manufacture and sale of nonferrous metal products and processed electrical products, the development and mining of nonferrous metal resources, as well as the nonferrous metals recycling and industrial waste treatment business. The Company is also engaged in the asphalt pavement, civil engineering work, construction work, land transportation, real estate leasing, financing and other business."
41,6954.T,"FANUC CORPORATION is a Japan-based manufacturing company mainly engaged in the provision of factory automation (FA) machinery. The FA business is engaged in the development, manufacture and sale of FA products, such as computer numeric control (CNC) systems and laser products. The Robot business is engaged in the development, manufacture and sale of robot systems and other robotic products. The Robot Machine business is engaged in the development, manufacture and sale of robodrill, roboshot, robocut and robonano products."
42,9983.T,"Fast Retailing Co Ltd is a Japan-based holding company primarily engaged in the clothing business. The Company operates through four business segments. The Japan UNIQLO segment is engaged in the sale of casual clothing such as men's, women's, children's and babies' clothing, as well as other goods in Japan market under the brand of UNIQLO. The Overseas UNIQLO segment is engaged in the sale of casual clothing in overseas markets under the brand of UNIQLO. The GU segment is engaged in the sale of casual clothing in Japan and overseas markets under the brand of GU. The Global Brand segment is engaged in the planning, manufacture and sale of clothing under the brands of Theory, COMPTOIR DES COTONNIERS, PRINCESSE tam.tam, PLST and J BRAND in Japan and overseas markets. The Company is also engaged in the real estate leasing business and other business."
43,6504.T,"FUJI ELECTRIC CO., LTD. is mainly engaged in the power electronics system and energy solutions business and other businesses. The Company operates in six segments. The Power Electronics System and Energy Solutions segment includes energy management, transformer systems, power supply systems and appliances. The Power Electronics System Industry Solutions segment includes factory automation, process automation, environmental and social solutions, facility construction, and information technology systems. The Power Generation segment includes thermal power generation facilities, renewable and new energy, and nuclear equipment. The Electronic Device segment includes semiconductors and disk media. Food distribution segment includes vending machines and store distribution. Other segment provides real estate, insurance agency, travel agency, financial services, printing and information services, and staffing services."
44,4901.T,"FUJIFILM Holdings Corporation is a Japan-based holding company engaged in the business related to photography, medical care & printing & liquid crystal display materials and copying machines. The Company operates in three business segments. Imaging Solutions segment develops, manufactures and sells color films, digital cameras, color paper services for photographic prints, instant printing equipment and optical devices mainly for general consumers. Healthcare & Materials Solutions segment provides medical system equipment, cosmetics and supplements, pharmaceutical products, biopharmaceutical manufacturing development contract, regenerative medicine products, chemical products, graphic system equipment, inkjet equipment, display materials, recording media and electronic materials for commercial use. Document Solutions segment provides digital multi-functional peripherals, publishing systems, document management software and related solution services mainly for commercial use."
45,5803.T,"Fujikura Ltd. is a Japan-based company mainly engaged in the manufacture and sale of products for energy, information and communication, electronics and automotive, as well as the provision of related services. The Company operates in four business segments. The Energy and Information and Communication Company segment is engaged in the provision of power cables, communication cables, aluminum wires, coated wires, optical fibers, optical cables, communication parts, optical components, optical equipment and network equipment, as well as the construction work. The Electronics Company segment is engaged in the provision of printed circuit boards, electronic wires, hard disk parts and various connectors. The Automotive Electronics Company segment is engaged in the provision of automotive wire harness and electrical equipment. The Real Estate Company segment is engaged in the real estate leasing business. The Company is also engaged in the new businesses."
46,6702.T,"Fujitsu Limited is a Japan-based company mainly engaged in the development, manufacture, sale and maintenance of a range of information and communications technology (ICT) products and electronic devices. The Company operates through three business segments. The Technology Solutions segment provides system integration solution / system integration (SI) service, outsourcing service, network service, system support service and infrastructure service, among others. The Ubiquitous Solutions segment is engaged in design, manufacture and sale of notebook computers, desktop computers and mobile phones. The Device Solutions segment provides large scale integrated circuits (LSI), semiconductor packages, batteries and other electronic parts."
47,8354.T,"Fukuoka Financial Group, Inc. is a Japan-based company mainly engaged in the banking business. The Banking business is engaged in the provision of banking services, such as deposit, loan, domestic and foreign exchange, among others. The Others business is engaged in the guarantee business, the business revitalization support business, the loan management and collection businesses, as well as other banking businesses."
48,5801.T,"Furukawa Electric Co., Ltd. offers various technologies by addressing diverse technological issues. The Company offers products in a number of areas, including telecommunications, electronics, automobiles and construction. The Company operates in four segments. The Infrastructure segment comprises optical fiber cables, optical components, optical semiconductor devices, metal communication cables and others. The Electrical and Electronics segment consists of automotive products and batteries, and electronics component materials. The Functional Products segment provides cable pipeline materials, water supply and hot water supply pipeline materials, foam products, tapes for semiconductor manufacturing, electronic parts, heat dissipation products. The Service and Developments segment conducts real estate leasing, hydroelectric power, new product research and development business."
49,6674.T,"GS Yuasa Corporation is a Japan-based company mainly engaged in the manufacture and sale of batteries, power supply devices, luminaries and electrical equipment. The Company has four business segments. The Domestic Vehicle Battery segment is engaged in the provision of automotive and motorcycle lead-acid batteries, and automobile related equipment. The Overseas Vehicle Battery segment is engaged in the provision of lead-acid batteries for automobiles, motorcycles and electric vehicles. The Industrial Battery and Power Supply Device segment is engaged in the provision of various lead-acid batteries, alkaline storage batteries, general purpose power supplies, various lighting fixtures and others. The Automotive Lithium-ion Battery segment is engaged in the provision of automotive lithium-ion batteries. The Company is also engaged in the provision of battery related equipment, battery manufacturing equipment, environment related equipment, mobile communication batteries and others."
50,1808.T,"HASEKO Corporation is a construction company. The Company mainly operates three business segments. The Construction-related segment is engaged in the planning, design and construction of condominiums, the contract construction, as well as the sale and rental of construction materials and equipment. The Service-related segment is engaged in the large scale repair of condominiums, interior renovation, rental and rental management of condominiums, among others. Its Oversea-related segment is engaged in the development and sale of properties in Hawaii, United States."
51,7205.T,"HINO MOTORS, LTD. is a Japan-based company mainly engaged in the manufacture and sale of trucks and buses, and the provision of related services. The Company operates in two regional segments. The Company is mainly engaged in the manufacture and sale of various trucks, sightseeing buses, route buses, industrial diesel engines and other products, the manufacture of machined parts, forged parts, dies, electrical components and other products, the assembly of automobiles and unit parts, as well as the sale of automobiles. The Company operates within the domestic market and to overseas markets, including Asia, North America, Oceania and others."
52,6501.T,"Hitachi, Ltd. provides solutions to customers in a range of sectors, including power/energy, industry/distribution/water and others. The Company operates in eight segments. The Information & Telecommunication Systems segment provides system integration, consulting, cloud service and others. The Social & Industrial Systems segment provides industrial equipment and plants, thermal power, nuclear power and natural energy power generation systems and others. The Electronic Systems & Equipment segment provides semiconductor manufacturing equipment and others. The Construction Machinery segment provides hydraulic excavators, wheel loaders and others. The High Functional Materials segment provides materials for semiconductors and displays and others. The Automotive Systems segment provides engine powertrain systems and others. The Smart Life & Ecofriendly Systems segment provides business air conditioners and others. The Others segment provides optical disk drive products and others."
53,6305.T,"Hitachi Construction Machinery Co., Ltd. is a Japan-based company mainly engaged in the manufacture and sale of construction equipment, and the provision of related services. The Company operates in two business segments. The Construction Machinery Business segment is engaged in the manufacture and sale of hydraulic excavators, ultra-large hydraulic excavators, wheel loaders, demolition and crushing equipment, metal recycling equipment, forestry equipment, rigid dump trucks, road equipment, cranes and foundation work equipment and double-arm working equipment, as well as the provision of total life cycle services related to construction equipment. The Solutions Business segment is engaged in the development, manufacture and sale of parts for mining equipment, as well as the provision of after-sales services and service solutions."
54,7004.T,"Hitachi Zosen Corp is a Japan-based manufacturer, mainly engaged in the design, manufacture, installation, sales, repair, maintenance and operation of environment and plant, machinery equipment and infrastructure equipment, among others. The Company operates in four business segments. The Environment and Plant segment offers refuse incineration and recycle plants, water and sludge treatment plants, energy recovery systems, biomass using systems, denitration catalyst, electric power facilities, as well as sells power. The Machinery Equipment segment provides various processing equipment, such as marine engines, forging machines and boilers, nuclear power related equipment, plastic machineries, food machineries and others. The Infrastructure segment offers bridges, doors for water gates, chimneys, marine engineering equipment and disaster-prevention systems and others. The Others segment operates transportation, warehousing business and harbor cargo handling business."
