,Instrument,Business Description
10,NICE.TA,"NICE Ltd., formerly NICE-Systems Ltd., is a global enterprise software provider. The Company's segments include Customer Interactions Solutions, and Financial Crime and Compliance Solutions. The Customer Interactions Solutions segment provides data driven insights that enable businesses to deliver personalized experience to customers. The Financial Crime and Compliance Solutions segment provides real time and cross-channel fraud prevention, anti-money laundering, brokerage compliance and enterprise-wide case management. The Company serves contact centers, back office operations and retail branches, covering various industries, including communications, banking, insurance, healthcare, business processes outsourcing (BPO), government, utilities, travel and entertainment. Its Multi-Channel Recording and Interaction Management enables organizations to capture structured and unstructured customer interaction and transaction data from multiple channels."
11,AMOT.TA,"Amot Investments Ltd is an Israel-based company. It operates through its subsidiaries in renting put, management and maintenance of income-generating real estate in Israel as well in the development of real estate for renting out purposes."
12,SPEN.TA,"Shapir Engineering and Industry Ltd is an Israel-based company primarily engaged in Infrastructure sector. The Company’s activity is divided into four segment such as: Infrastructure engaged and operates in civil engineering fields. Concessions in engaged in long-term investments in a large-scale projects. Industry segment manufactures quarry materials, ready-mix concrete and building finishing products, prefabricated elements from prestressed and precast concrete, hot-mix asphalt for paving roadways. Real Estate Development & Apartment Construction segment in engaged in high quality apartment buildings in Israel."
13,ASHG.TA,"Ashtrom Group Ltd is an Israel-based company that operates in the construction and real estate sector. The Company operates, along with its group companies, in six segments: the Construction segment, which is engaged in a range of projects, such as residential, office and public buildings, hotels, industrial buildings and plants, civil works and infrastructure projects; the Industries segment provides a range of products, including concrete and clay products, quarry and crushing products, autoclaved aerated concrete blocks, gypsum building blocks, reinforced and prefabricated concrete elements, among others; the Ashdar segment develops residential projects; the Properties segment owns and manages offices, commercial buildings, hotels, and industrial facilities; the Concessions segment designs and implements infrastructure and construction projects, and the International segment focuses on the construction, property development and management worldwide."
14,ENRG.TA,Energix Renewable Energies Ltd is an Israel-based Company engaged in the alternative energy sector. The Company invests in wind energy projects.
15,MZTF.TA,"Mizrahi Tefahot Bank Ltd is an Israel-based company. The company’s activity is divided into segments such as: Household segment includes individuals other than those clients included in the private banking segment. Private Banking Segment consists of individuals whose financial assets with the bank (including deposits, securities portfolios and other financial assets). Small business segment, Medium business segment and Large business segment are engaged in commercial banking. Institutional investor segment includes provident funds, pension funds, study funds, mutual funds, E The financial management segment includes trading operations, asset and liability management and non-banking investments TFs, insurance companies and stock exchange members who manage client portfolios."
16,MTRN.TA,"Maytronics Ltd is an Israel-based company engaged in development, production, marketing, distribution and technical support of swimming pool equipment. The segment of robotic cleaner for private pools is engaged in Development, production and marketing of robotic cleaners for private swimming pools. Segment of robotic cleaners for public pools is engaged in Development, production and marketing of robotic cleaners for public pools. Safety products and related pool products segment is divided into three sub-segments such as: The safety products sub-segment - which includes alarms and other systems for detection and prevention of drowning in private and public swimming pools, The automatic pool covers sub-segment, The sub-segment of supplementary products for the monitoring, control and treatment of swimming pool water, which includes products which the Company distributes though its subsidiaries Maytronics U.S. Inc, MG International S.A., Maytronics Australia Pty Ltd."
17,NVMI.TA,"Nova Ltd, former Nova Measuring Instruments Ltd,is an Israel based company which provides metrology solutions for the semiconductor manufacturing industry. The Company offers in-line Optical and x-ray stand-alone metrology systems, as well as integrated optical metrology systems, which are attached directly to wafer fabrication process equipment. Its metrology systems measure various film thickness and composition properties, as well as critical-dimension (CD) variables during various front-end and back-end of line steps in the semiconductor wafer fabrication process. Its product portfolio includes a set of in-situ, integrated and stand-alone metrology platforms suited for dimensional, films and material metrology measurements for process control across multiple semiconductor manufacturing process steps. Its products include NovaScan 2040, NovaScan 3090Next, Nova i500, Nova T500, Nova T600, Nova V2600 TSV metrology system among others."
18,BIG.TA,"Big Shopping Centers (2004) Ltd. is an Israel-based developer of open-air shopping centers (outlets). The Company operates 15 centers throughout Israel under the names Power Center, Outlet and Retail Boxes, with 215,000 square meters of shopping available, 275 retailers and over 10,000 parking spaces, with additional 345,000 square-meters in building rights. The shopping centers are located in Beer-Sheva, Krayot, Beit Shemesh, Nahariya, Eilat, Carmiel, Rishon LeZion, Netanya, Yehud, Kastina, Yokneam, Tiberius, Nazareth and Kiryat Gat. In addition, the Company has 9 more centers under construction in Israel and operating centers in India and Serbia. Furthermore, Big Shopping Centers (2004) Ltd. owns rights in 17 shopping centers in the United States with approximately 272,000 square-meters."
19,ILCO.TA,"Israel Corporation Ltd is an Israel-based holding company, which provides focused exposure to well positioned mature assets in the natural resources industry. The Company operates through two main investee companies: Israel Chemicals Ltd (ICL) and Oil Refineries Ltd (ORL). ICL is a multinational group, operating in two divisions: Essential Minerals, which extracts and distributes raw materials within the potash, phosphate and magnesium markets, and Specialty Solutions, which mainly produces bromine from the Dead Sea, as well as manufactures and commercializes bromine and phosphorus compounds. In addition ICL Group's assets include concessions for mining phosphate rock in the Negev Desert in Israel and mining agreements covering the mining of potash mines in Spain and the United Kingdom, among others. ORL and its subsidiaries are mainly engaged in the crude oil refining, production of fuel products, raw materials for the petrochemical industry and other accompanying materials."
20,TSEM.TA,"Tower Semiconductor Ltd. operates as an independent semiconductor foundry focused primarily on specialty process technologies. The Company focuses on producing integrated circuits (ICs) based on the design specifications of its customers. The Company manufactures semiconductors for its customers primarily based on third-party designs. It offers process manufacture geometries of 0.35, 0.50, 0.55, 0.60, 0.80-micron and above on 150 millimeter wafers, 0.35, 0.18. 0.16, 0.13 and 0.11-micron on 200 millimeter wafers, and 65 nanometer and 45 nanometer on 300 millimeter wafers. It also provides design support and technical services. The Company's ICs are incorporated into a range of products in markets, including consumer electronics, personal computers, communications, automotive, industrial and medical device products. The Company has manufacturing facilities in the United States, Israel and Japan."
21,POLI.TA,"Bank Hapoalim BM is an Israel-based company. It operates in Israel and abroad and provides banking and financial services. The division of Company's activity is based on types of products and services or on types of customers. The Company’s activities are divided into a few segments: Households, Private banking, Small businesses and microbusinesses, Mid-sized businesses, Large businesses, Institutional entities, Financial management, Other and International Activity Segment."
22,ORA.TA,"Ormat Technologies, Inc. is engaged in the geothermal and recovered energy power business. The Company designs, develops, builds, sells, owns, and operates geothermal and recovered energy-based power plants. Its segments include Electricity segment, Product segment and Energy Storage segment. Electricity segment develops, builds, owns, and operates geothermal, solar PV and recovered energy-based power plants in the United States and geothermal power plants in other countries around the world and sells the electricity. Product segment designs, manufactures, and sells equipment for geothermal and recovered energy-based electricity generation and remote power units and provides services relating to the engineering, procurement, and construction of geothermal and recovered energy-based power plants. Energy Storage segment provides energy storage, related services as well as services relating to the engineering, procurement, construction, operation, and maintenance of energy storage units."
23,PRGO.TA,"Perrigo Company plc is a provider of over the counter (OTC) health and wellness solutions that enables consumers to prevent or treat conditions that can be self-managed. The Company operates through two segments: Consumer Self-Care Americas (CSCA) and Consumer Self-Care International (CSCI). The CSCA segment comprises consumer self-care business (OTC, infant formula, and oral self-care categories, and contract manufacturing) in the United States (U.S), Mexico and Canada. CSCA segment products sold under brands, such as Prevacid 24HR, Good Sense, Zephrex D, ScarAway, Plackers, Rembrandt, Steripod and Firefly. The CSCI segment comprises consumer self-care business primarily branded in Europe and Australia, store brand business in the United Kingdom and parts of Europe and Asia. The CSCI segment primarily focuses on building local and regional brands sold through merchandisers, drug stores, pharmacies and e-commerce channels."
24,FIBI.TA,"First International Bank of Israel Ltd is as Israel-based financial company. The Company’s activity is divided into three divisions such as: corporate division, banking division and customer asset division. The corporate division conducts all operations relating to corporate and middle-market customers. Banking division provides banking and mortgages services to all customers through the branches. Customer asset division centralizes the whole operating in the capital market, money market and foreign currency operation with private customers, business customers, institution customers and capital market professionals."
25,OPK.TA,"OPKO Health, Inc. is a healthcare company. Its segments include Diagnostics and Pharmaceutical. The Pharmaceutical segment consists of the pharmaceutical operations in Chile, Mexico, Ireland, Israel and Spain. The Diagnostics segment consists of the clinical laboratory operations of Bio-Reference Laboratories (Bio-Reference) and its point-of-care operations. Through Bio-Reference, it operates laboratory divisions, such as Bio-Reference, GenPath (Oncology), GenPath (Women's Health) and GeneDx. Its Pharmaceutical Business have one commercial stage pharmaceutical product and several pharmaceutical compounds and technologies in various stages of research and development for a range of indications and conditions, including Renal Products, Oxyntomodulin, Biologics, Factor VIIa -CTP, hGH-CTP. It also owns an active pharmaceutical ingredients (APIs) manufacturer in Israel through its subsidiary FineTech Pharmaceutical, Ltd."
26,TEVA.TA,"Teva Pharmaceutical Industries Ltd is a Israeli-based pharmaceutical company. The Company operates through three segments: North America, Europe and International Markets. Each business segment manages entire product portfolio in its region, including generics, specialty and over-the-counter (OTC) products. In addition to these three segments, The Company has other activities, primarily the sale of active pharmaceutical ingredients (API) to third parties, certain contract manufacturing services and an out-licensing platform offering a portfolio of products to other pharmaceutical companies through its affiliate Medis."
27,AZRG.TA,"Azrieli Group Ltd is an Israel-based company. The Company’s activity is divided into five segments : The retail centers and malls in this segment the Group is primarily engaged in development, acquisition, lease-out, management and maintenance of malls and retail centers in Israel. Offices and other space for rent- in this segment the Company Group is primarily engaged in development, acquisition, lease-out, management and maintenance of office buildings and parks for offices and high-tech industry, logistic areas and storage in Israel. Income- producing properties in the U.S. owns 8 leasable office properties outside of Israel. The Company has three senior homes assigned to Senior housing segment. Others is engaged in the data centers business including e-commerce operations, operations in hospitality sector, investment in banking and financial corporations and investments I investments funds."
28,SKBN.TA,"Shikun and Binui Ltd., formerly Housing & Construction Holding Co. Ltd., is an Israel-based infrastructure and real estate company. It operates under the following segments: Infrastructure Contracting and Construction Abroad; Infrastructure and Construction Contracting in Israel; Real Estate Development in Israel; Real Estate Development Abroad; Franchising; Renewable Energy, as well as Other Activities. It operates through its subsidiaries in Israel and across the world that carry out public-private partnership (PPP) projects, focusing on the initiation, financing, construction and operation of infrastructure and civil-engineering projects, development and construction of residential buildings, development and sale of commercial projects, construction and operation of rental properties, development of power generation facilities based on renewable energies, as well as financing, construction and operation of water desalination and purification initiatives, among others."
29,HARL.TA,"Harel Insurance Investments and Financial Services Ltd (Harel) is an Israel-based investment company mainly active in the insurance sector. The Company through its subsidiaries offers health insurance, life insurance, long term savings, dental insurance, travel insurance, personal accident insurance, tourist and foreign worker insurance, car insurance, home and business insurance, insurance for unaccountable risks and assets insurance. Harel works with large reinsurance companies, such as Lloyd’s, as well as serving as a global partner for overseas insurance companies, including Ace, Alliance, Chubb, AXA, and Royal & Sun Alliance. In addition, the Company operates real estate in Germany, the United Kingdom and Israel. On August 2, 2011, the Company acquired Prisma Currencies Ltd. through its fully owned subsidiary, Harel Financial products Ltd."
30,ESLT.TA,"Elbit Systems Ltd. is an international technology company engaged in a range of programs across the world. The Company develops and supplies a portfolio of airborne, land and naval systems and products for defense, homeland security and commercial aviation applications. Its systems and products are installed on new platforms, and it also performs platform modernization programs. In addition, it provides a range of support services. The Company's activities include military aircraft and helicopter systems; helmet mounted systems; commercial aviation systems and aerostructures; unmanned aircraft and unmanned surface vessels; land vehicle systems; command, control, communications, computer and intelligence (C4I) systems; intelligence and cyber systems; electro-optic and countermeasures systems; electronic warfare and signal intelligence systems, and various commercial activities. It operates primarily in the defense and homeland security arenas."
31,MVNE.TA,"Mivne Real Estate KD Ltd is an Israel-based real estate company dealing in varied real estate activity centering on Israel. The Company specializes in initiating, purchasing, building and managing buildings intended for offices, high-tech, industry, logistics and commerce, and is active in the field of residential real estate. The Company is active in planning and supervising for implementation infrastructure development works for residential and industrial areas in Israel."
32,ELTR.TA,"Electra Ltd is an Israel-based company engaged in the field of real estate and infrastructure development. The Company's activities focus on five business segments: construction and infrastructure projects in Israel segment; the construction and infrastructure projects abroad segment; the services and maintenance segment; the development and construction of entrepreneurial real estate segment and the concessions segment. It operates through its subsidiaries and affiliated companies such as Electra Construction, Y.B. Systems, Electra Power and Electra Investments."
33,ALHE.TA,"Alony Hetz Properties and Investments Ltd is an Israel-based real estate investment holding company. The Company focuses on holding commercial real estate in Israel and overseas, primarily with long-term leases to tenants. Alony Hetz Properties and Investments Ltd’s strategy is to manage a diversified revenue-generating property portfolio, maintaining a balance between high-return investments in developing areas and conservative investments in mature markets. The Company has a portfolio of offices, retail, logistics and development properties. Alony Hetz Properties and Investments Ltd is comprised of Amot Investments Ltd and Energix Renewable Energy Ltd, based in Israel; PSP Swiss Property AG SIX based in Switzerland; Brockton Fund I, Brockton Fund II and Brockton Capital LLP based in the United Kingdom, as well as First Capital Reality Inc. TSX based in Canada."
34,ICL.TA,"Icl Group Ltd, formerly known as Israel Chemicals Ltd, is an Israel-based company, which is engaged in the fertilizer and specialty chemical sectors. The Company operates in three segments: Fertilizers, Industrial Products, and Performance Products. The Fertilizers segment is engaged in the production of standard, granular, fine red and white potash from different sources, as well as in the production of phosphates, such as phosphate rock, phosphoric acid, fertilizers and animal feed addictives. The Industrial Products segment produces flame retardants, such as brominates and organ phosphorus, elemental bromine, and other chemicals. The Performance Products segment produces specialty phosphates, such as technical, food grade and electronic grade phosphoric acid, phosphate salts, food additives and wildfire safety products, as well as alumina and other chemicals."
