,Instrument,Business Description
18,TEPRF.PA,"Teleperformance SE, formerly Teleperformance SA is a France-based telemarketing and tele-services provider. The Company specializes in the customer relation management contact centers. The Company uses a range of distance sales media, including fixed-line and mobile line telephones. Its services include information services, technical assistance, acquisition of clients and debt collection services. Its subsidiaries include Teleperformance France, Synerfil, Iberphone, Wibilong SAS, Telepoerformance Intermediation, Citytech and Teleperformance Group Inc, among others. Teleperformance SA operates in countries such as the United Kingdom, Norway, Tunisia, Greece, the United States, among others. Teleperformance SE also operates through Aegis USA Inc., an outsourcing and technology company in United States, Philippines and Costa Rica."
19,SAF.PA,"Safran SA is a France-based high-technology company that carries out research, design, development, testing, manufacturing, sales, maintenance, and support operations for its high-technology activities. The Company’s segments are: Aerospace Propulsion, Aircraft Equipment and Aircraft Interiors. The Aerospace Propulsion segment designs, develops, produces, and markets, propulsion and mechanical power transmission systems for commercial aircraft, military transport, training and combat aircraft, civil and military helicopters, satellites, and drones. It also includes maintenance, repair, and overhaul (MRO) activities and the sale of spare parts. The Aircraft Equipment segment operates in five main sectors: Landing and braking systems, Engine systems and equipment, Electrical systems and engineering, Aerosystems, and Electronics & Defense. The Aircraft Interiors segment covers seats and cabin fittings, closets, in-flight entertainment systems and flight-deck equipment."
20,HRMS.PA,"Hermes International SCA is a France-based company specialized in the design, manufacturing, and marketing of luxury products. The Company reports its businesses into a number segments, including Leather Goods and Saddler, which includes bags, riding, diaries and small leather goods; Ready-to-wear and Accessories, which includes Hermes ready-to-wear for men and women, belts, costume jewellery, gloves, hats and shoes; Other Hermes, which encompasses jewellery and hermes home products, such as the art of living and hermes tableware; Other product segment, which includes the production activities carried out on behalf of non-group brands, as well as the John Lobb, Saint-Louis, Puiforcat and Shang Xia products; Silk and Textiles; Perfumes, and Watches. Apart from France, Hermes International SCA is present in other countries in Europe, Asia and the Americas, among others."
21,DAST.PA,"Dassault Systemes SE is a France-based software company, which provides different kind of three-dimensional (3D) solutions. Its product, 3DEXPERIENCE, is a business experience platform structured in four quadrants encompassing twelve brands: Social and Collaborative applications (including ENOVIA, 3DEXCITE, CENTRIC PLM), 3D Modeling applications (including SOLIDWORKS, CATIA, GEOVIA, BIOVIA); Simulation applications (including 3DVIA, DELMIA, SIMULIA) and Information Intelligence applications (including NETVIBES, EXALEAD,MEDIADATA). The Company's structure is devided into three sectors: Manufacturing Industries (Transportation & Mobility; Aerospace & Defense; Marine & Offshore; Industrial Equipment; High-Tech; Home & Lifestyle; Consumer Packaged Goods & Retail) Life Sciences & Healthcare (Life Sciences) - (Life Sciences) Infrastructure & Cities (Energy & Materials; Construction, Cities and Territories; Business Services)."
22,TTEF.PA,"TotalEnergies SE is a France-based oil and gas company. It operates through four segments: Exploration and Production, Gas, Renewables & Power, Refining & Chemicals and Marketing & Services. Exploration & Production encompasses the exploration and production activities. Gas, Renewables & Power comprises gas activities conducted downstream of the production process and concerns natural gas, liquefied natural gas (LNG) and liquefied petroleum gas (LPG), as well as power generation, gas and power trading and marketing. It also develops renewable energy activities (excluding biotechnologies) and the power storage. Energy efficiency activities are represented through a dedicated Innovation & Energy Efficiency division. Refining & Chemicals encompasses refining and petrochemical activities and Hutchinson’s operations. It also includes oil Trading & Shipping activities. Marketing & Services includes worldwide supply and marketing activities in the oil products and services field."
23,URW.AS,"Unibail Rodamco SE is a France-based commercial property investment company operating in the commercial real estate industry. The Company is engaged in the development, construction, and management of real estate in Europe. Its assets portfolio is divided into three main business segments: Retail, which include shopping centers in France, Spain, the Netherlands, Denmark, Sweden, Finland, Poland, the Czech Republic, Slovakia and Austria; Offices & Others, comprising a number of business premises, warehouses and workshops located mainly in the Paris central business district and La Defense; and Convention and Exhibition complexes in Paris through two companies, Viparis and Comexposium, which are jointly owned by the Company and the Paris Chamber of Commerce and Industry (CCIP). Viparis manages a portfolio of venues in Paris, while Comexposium operates as an event organizer in France."
24,ESLX.PA,"EssilorLuxottica SA, formerly known as Essilor International Compagnie Generale D Optique SA, is a France-based ophthalmic company. The Company designs, manufactures and markets a range of lenses, frames and sunglasses to improve and protect eyesight. It also develops and markets equipment for prescription laboratories and instruments, and services for eye care professionals. It operates through three segments: Lenses and Optical Instruments, which includes corrective lenses, optical instruments intended for opticians and optometrists; Equipment, which includes machines and consumables used by plants and prescription laboratories, and Sunglasses & Readers, which encompasses non-prescription reading glasses and non-prescription sunglasses. The Company operates under a number of brands, including Ray-Ban, Oakley and Varilux, among others. The Company operates in Europe, North America, Asia Pacific, the Middle East, Africa and Latin America."
25,PERP.PA,"Pernod Ricard SA is a France-based worldwide producer of wines and spirits. It operates through three geographical segments: America, Europe and Asia/Rest of the World. The Company holds a portfolio of brands, including Absolut Vodka, Ricard pastis, Ballantine’s, Chivas Regal, Royal Salute, and The Glenlivet Scotch whiskies, Jameson Irish whiskey, Martell cognac, Havana Club rum, Beefeater gin, Malibu liqueur, Mumm and Perrier-Jouet champagnes, as well Jacob’s Creek, Brancott Estate, Campo Viejo, and Kenwood wines, among others."
26,VIV.PA,"Vivendi SE is a France-based integrated content, media and communications group operating throughout the entire media value chain. It operates through seven segments: Universal Music Group, Canal+ Group, Havas, Gameloft, Vivendi Village, New Initiatives and Corporate. Universal Music Group is engaged in recorded music, music publishing and merchandising. Canal+ Group includes pay-television (TV), production, sales and distribution of movies and TV series. Havas is a global communications group. Gameloft develops and publishes games for all digital platforms. Vivendi Village groups together Vivendi Ticketing (Europe and the United States), the venues L’Olympia and Theatre de l’Oeuvre in Paris, among others. New Initiatives includes Dailymotion, a video content aggregation and distribution platform; Vivendi Content, for new content creation and Group Vivendi Africa, developing ultra-high-speed Internet service in Africa. Corporate provides central services to the group."
27,SGEF.PA,"Vinci SA is a France-based company active in the concessions and construction industry worldwide. It manages three segments: Concessions, Contracting and VINCI Immobilier. Concessions covers the concessions management activities through VINCI Autoroutes (motorways in France), VINCI Airports (airports in France and abroad) and Other concessions (different infrastructures in France and abroad). Contracting comprises VINCI Energies, providing industry services, electrical grid and transport infrastructure, among others; Eurovia, offering building and maintenance of roads, motorways, railways, urban infrastructure, production of asphalt mixes, quarries and VINCI Construction, which designs and constructs buildings, civil engineering infrastructure, specialized civil engineering, water and pipeline infrastructure, among others. VINCI Immobilier is active in different kind of property development."
28,ORAN.PA,"Orange SA is a France-based multi-service telecommunications operator. The Company operates seven segments: France, Spain, Europe, Africa & Middle East, Enterprise, International Carriers & Shared Services, Orange Bank. France includes all fixed and mobile communication services to consumers and companies as well as services for carriers. Spain covers fixed line and mobile telephony and fiber. Europe (Poland, Belgium, Luxembourg, Romania, Slovakia and Moldova) provides high-speed fixed and mobile broadband. Africa & Middle East primarily operates in the mobile markets but also provides telephony and fixed Internet services. Enterprise provides digital transformation support. International Carriers & Shared Services includes international carrier and the activities of OCS and Orange Studio in content, among others. Orange Bank provides mobile financial services. Orange SA is the parent company of the Orange group."
29,CAPP.PA,"Capgemini SE is a France-based company specialized in consulting, technology services and digital transformation. It operates through four segments: Application services, Technology and Engineering services, Consulting services and Other Managed services. Application services designs and develops technological solutions and help customers optimize their applications, among others. Technology and Engineering services assists and supports internal information technology (IT) and engineering teams within client companies. Consulting focuses on strategy, technology, data science, and creative design to support customers in creating new models and new products and services within the digital economy. Other Managed services integrates, manages, and/or develops clients’ IT infrastructure systems, among others."
30,AIR.PA,"Airbus SE, formerly Airbus Group SE, is a company based in the Netherlands that is active in the aerospace and defense industry. The Company operates through three segments: Airbus, Airbus Helicopters and Airbus Defence and Space. The Airbus segment focuses on the development, manufacturing, marketing and sale of commercial jet aircraft and aircraft components, as well as on aircraft conversion and related services. The Airbus Helicopters segment specializes in the development, manufacturing, marketing and sale of civil and military helicopters, as well as on the provision of helicopter related services. The Airbus Defence and Space segment produces military combat aircraft and training aircraft, provides defense electronics and global security market solutions, and manufacturers and markets missiles."
31,EUFI.PA,"Eurofins Scientific SE is a Luxembourg-based company engaged in the business support services industry. The Company joins a part of international group of laboratories providing a range of analytical testing services to the pharmaceutical, food, environmental and consumer products industries and to governments. It operates through a number of subsidiaries, such as VRL Laboratories in the United States, Institut Nehring GmbH in Germany, Agfirst Bay of Plenty, a fruit maturity testing laboratory in New Zealand, and Megalab SA, a clinical diagnostic laboratory in Spain. It is active through Ahma Group, Villapharma, Exova's environment testing laboratories in Eastern Canada, ASL analises ambientais in Brazil, MVZ fur Laboratoriumsmedizin am Hygiene-Institut Gmbh, Alphora Research, Genoma Laboratory Group, Ana Laboratories Inc, Lifecodexx AG, Gatc Biotech AG, Japan Analytical Chemistry Consultants Co. Ltd. (''Jacc''), Tsing Hua and Ecopro Research K.K. (''Ecopro'') and Craft Technologies."
32,AIRP.PA,"L'Air Liquide Societe Anonyme pour l'Etude et l'Exploitation des Procedes Georges Claude SA, formerly Air Liquide SA, is a France-based gas company, which provides gases-related technologies and services. It operates through three segments: Gas & Services, Engineering & Construction and Global Markets & Technologies. Gas & Services is responsible for operations management and performance monitoring. Engineering & Construction designs, develops and builds industrial gas production plants for the Group and third parties as well as designs and manufactures plants in the traditional, renewable and alternative energy sectors. Global Markets & Technologies focuses on new markets which require a global approach, drawing on science, technologies, development models, and usages related to digital transformation. The Company assist across the world many industries, such as aeronautics, automotive, beverage, chemicals, construction, electronics manufacturing, food and glass, among others."
33,STLA.PA,"Stellantis N.V., formerly Fiat Chrysler Automobiles N.V., is an automaker and a mobility provider based in the Netherlands. The Company is engaged in designing, engineering, manufacturing, distributing and selling vehicles, components and production systems. The Company has industrial operations in more than 30 countries and sells its vehicles directly or through distributors and dealers in more than 130 countries. It designs, engineers, manufactures, distributes and sells vehicles for the mass-market under the Abarth, Alfa Romeo, Chrysler, Dodge, Fiat, Fiat Professional, Jeep, Lancia and Ram brands. In addition, the Company designs, manufactures, distributes and sells luxury vehicles under the Maserati brand. The Company's brand portfolio also includes Peugeot, Citroen, DS Automobiles, Opel and Vauxhall. It offers a wide variety of vehicle choices from luxury, premium and mainstream passenger vehicles to pickup trucks, sport utility vehicle (SUVs) and light commercial vehicles."
34,STM.PA,"STMicroelectronics N.V. is a Switzerland-based semiconductor company. It designs, develops, manufactures and markets a range of products, including discrete and standard commodity components, and application-specific integrated circuits (ASICs) for analog, digital and mixed-signal applications. The Company's segments include Automotive and Discrete Group (ADG), Analog, MEMS and Sensors Group (AMS), and Microcontrollers and Digital ICs Group (MDG). The ADG segment comprises all dedicated automotive Integrated Circuits (ICs), and discrete and power transistor products. The AMS segment includes low-power analog ICs for all markets, smart power products; Touch Screen Controllers, Low Power Connectivity solutions for Internet of Things (IoT), and power conversion products, among others. The AMS segment comprises general purpose and secure microcontrollers, and Electrically Erasable Programmable Read-Only Memory memories."
35,OREP.PA,"L'Oreal SA is a France-based cosmetics company. The Company owns a wide range of brands organized into four division: Consumer Products, L’Oreal Luxe, Professionals Products and Active Cosmetics. They include L’Oreal Paris, Maybelline New York, Garnier, Lancme, Yves Saint Laurent, Giorgio Armani, Kiehl’s, Krastase, La Roche-Posay and SkinCeuticals, among others. It offers a wide range of products grouped into six business segments: Skincare, Makeup, Haircare, Hair Coloring, Fragrances and Other. Skincare offering includes facial skincare, face cleaners, body care and sun protection products. The Company owns stores and ecommerce websites. It is active globally."
36,SGOB.PA,"Compagnie de Saint Gobain SA is a France-based group specialized in the design, manufacture and distribution of materials and solutions with the aim of improving wellbeing and quality of life across the world. The Group, through its subsidiaries, operates through three sectors: Building Distribution (BD), Construction Products (CP) and Innovative Materials (IM). The BD Sector covers the distribution activities of the Company to the suppliers. The CP sector offers both interior solutions (insulation and gypsum) and exterior solutions (industrial mortars, pipes and exterior products). The IM sector provides flat glass and high-performance materials. Its solutions span from self-cleaning windows and photovoltaic glass to smart insulation systems, water supply systems with many industrial applications."
37,CARR.PA,"Carrefour SA is a France-based retail distribution group, which operates through four geographical segments: France, Rest of Europe, Latin America and Asia. The Group operates more than 12,000 stores and e-commerce sites in more than 30 countries across the globe. Its stores come in a variety of formats and channels, such as hypermarkets, supermarkets, convenience stores, cash & carry stores, hyper cash stores, drive and e-commerce. Its product offering includes a wide range of local fresh produce, meats prepared on site, fresh fish, as well as bakery products, consumer goods and nonfood products. Additionally, the Group offers complementary services, including package pick-up points, key copying, vehicle hire, pharmacies and health/beauty care, fuel oil delivery, financial and insurance services, together with leisure services, such as travel agencies, tickets for shows and photo services, among others."
38,TCFP.PA,"Thales SA is a France-based technology company. It provides a wide range of solutions divided into three segments: Aerospace, Transport and Defense and Security. Aerospace provides onboard electronic equipment designed to increase flight safety and reliability, civil and military aircraft simulators, onboard connectivity and in-flight entertainment, onboard equipment and functions for aircraft piloting, navigation and control as well as equipment, payloads, satellites, systems and services for the space sector. Transport offers railway signaling, telecommunications, supervision systems and ticketing solutions. Defense and Security offers radio communications products, network and infrastructure systems, protection systems, critical information systems and cybersecurity. It operates globally."
39,DANO.PA,"Danone SA is a France-based global food and beverage company. It operates through four segments: Essential Dairy and Plant-Based Products (EDP), Waters and Specialized Nutrition, including Early Life Nutrition and Medical Nutrition. EDP produces and distributes fresh fermented dairy products and other dairy specialties, plant-based products and beverages, coffee creamers and organic products; Waters sells bottled water and water sold in small and large containers; Early Life Nutrition offers baby formula (infant milk formula, follow-on milk, growing up milks), milk and fruit-based desserts, cereals, jars of baby food and ready-made baby food; Advanced Medical Nutrition offers adult or pediatric clinical nutrition products to be taken orally or through a tube in the event of malnutrition related to illness or other causes. The Company’s brands portfolio includes Activia, Actimel, Alpro, Danette, Danonino, Danio, evian, Volvic, Nutrilon/Aptamil, Nutricia, among others."
