,Instrument,Business Description
10,INGA.AS,"ING Groep N.V. (ING) is a financial institution. The Company offers banking services. The Company's segments include Retail Netherlands, which offers current and savings accounts, business lending, mortgages and other consumer lending in the Netherlands; Retail Belgium, which offers products that are similar to those in the Netherlands; Retail Germany, which offers current and savings accounts, mortgages and other customer lending; Retail Other, which offers products that are similar to those in the Netherlands, and Wholesale Banking, which offers wholesale banking activities (a full range of products from cash management to corporate finance), real estate and lease. The Company's Retail Banking business lines provide products and services to individuals, small and medium-sized enterprises (SMEs) and mid-corporates. ING's banking activities in Australia are undertaken by ING Bank (Australia) Limited (trading as ING Direct) and ING Bank NV Sydney Branch."
11,DSMN.AS,"Koninklijke DSM N.V. (Royal DSM) is a global science-based company, engaged in offering health, nutrition and materials. The Company's segments include Nutrition, Materials, Innovation Center and Corporate Activities. Its Nutrition segment focuses on human nutrition & health, food & beverages, personal care and aroma ingredients and animal nutrition & health. Its Materials segment engages in specialty plastics, which are used in components for the electrical and electronics, automotive, flexible food-packaging, and consumer goods industries. Its Innovation Center segment focuses on innovation and the growth of DSM’s existing core business through adjacent technologies via its Corporate Research Program, as well as through the Company’s venturing and licensing activities. Its Corporate Activities segment comprises operating and service activities."
12,AKZO.AS,"Akzo Nobel NV is a paints and coatings company based in the Netherlands. The Company operates through two business segments: Decorative Paints and Performance Coatings. The Decorative Paints segment supplies a range of products, including paints, lacquers and varnishes. It also offers a range of mixing machines and color concepts for the building and renovation industry, as well as specialty coatings for metal, wood and other critical building materials. The Performance Coatings segment has a portfolio, which includes paints and coatings for ships, cars, aircraft, yachts and architectural components (structural steel, building products, flooring), consumer goods (mobile devices, appliances, beverage cans, furniture), and oil and gas facilities. The Company's brands include Coral, Dulux, Flexa, Hammerite, Sadolin, Sikkens, Awlgrip, International, Interpon, Dissolvine, Eka, Expancel, Jozo, Levasil and Kromasil, among others. It operates in the Netherlands, as well as internationally."
13,IMCD.AS,"IMCD NV is a company based in the Netherlands that specializes in sales, marketing and distribution of specialty chemicals and foods ingredients. Its product portfolio includes chemicals from various areas, including pharmaceutics, personal care, coatings, food and nutrition, lubricants, synthesis, plastics, detergents, agrochemicals, textile, waste and water treatment, cutting and sand blasting, flavors and fragrances, oil and gas and polishing, among others. The Company operates an international supply chain with local warehouses and provides valued-added services, including repacking, dilution and blending. The Company operates worldwide."
14,HEIN.AS,"Heineken N.V. is involved in the brewing and selling of beer. The Company operates through five segments: Africa, Middle East & Eastern Europe; Americas; Asia Pacific, Europe, and Head Office and Other/eliminations. The Africa, Middle East and Eastern Europe segment includes brands, such as Heineken, Primus, Amstel, Walia and Goldberg. The Americas segment includes brands, such as Heineken, Tecate, Amstel, Sol and Dos Equis. The Asia Pacific segment includes brands, such as Heineken, Anchor, Larue, Tiger and Bintang. The Europe segment includes brands, such as Heineken, Cruzcampo, Birra Moretti, Zywiec and Strongbow Apple Ciders. The Company owns, markets and sells more than 250 brands in more than 190 countries. Amstel's host of brand extensions available includes Amstel Light, Amstel Lager, Amstel Premium Pilsener, Amstel Bright and Amstel Radler. Strongbow Apple Ciders' range of flavors is based on apple, including Gold Apple, Honey, Red Berries, Elderflower and Dark Fruit."
15,REL.AS,"RELX PLC is a holding company of RELX Group plc. RELX Group is a global provider of information and analytics for professional and business customers across industries. The Company operates in four segments: Scientific, Technical & Medical; Risk & Business Analytics; Legal, and Exhibitions. The Company's Scientific, Technical & Medical segment provides information and analytics that help institutions and professionals progress science and advance healthcare. The Risk & Business Analytics segment provides solutions and decision tools that combine public and industry-specific content with technology and analytics. The Legal segment is a provider of information and analytics to professionals in legal, corporate, and government organizations. Its Exhibitions segment consists of Reed Exhibitions, which is an exhibitions business, with events in over 30 countries."
16,PHG.AS,"Koninklijke Philips N.V. is the Netherlands-based health technology company. The Company's segments include Personal Health businesses, Diagnosis & Treatment businesses, Connected Care & Health Informatics businesses, HealthTech Other and Legacy Items. The Personal Health businesses segment is engaged in the health continuum, delivering integrated, connected solutions that support healthier lifestyles and those living with chronic disease. The Diagnosis & Treatment businesses segment delivers precision medicine and treatment, and therapy. The Connected Care & Health Informatics businesses segment provides consumers, care givers and clinicians with digital solutions that facilitate care by enabling precision medicine and population health management. The HealthTech Other segment comprises such items, as innovation, emerging businesses, royalties, among others. The Legacy Items segment consists mainly of separation costs, legacy legal items, legacy pension costs, among others."
17,AD.AS,"Koninklijke Ahold Delhaize N.V., formerly Koninklijke Ahold N.V., is engaged in the operation of retail stores in Europe and the United States. The Company's segments are Ahold USA, Delhaize America, The Netherlands, Belgium, and Central and Southeastern Europe (CSE). In addition, Other retail, consists of Ahold Delhaize's unconsolidated joint ventures JMR - Gestao de Empresas de Retalho, SGPS, S.A. (JMR) and P.T. Lion Super Indo, LLC (Super Indo), and Ahold Delhaize's Global Support Office. JMR operates food retail stores in Portugal under the brand name Pingo Doce. The Company's Ahold USA segment includes Stop & Shop New England, Stop & Shop New York Metro, Giant Landover, Giant Carlisle and Peapod. The Company's Delhaize America segment includes brands, such as Food Lion and Hannaford. The Food Lion brand's market areas include Delaware, Georgia, Maryland, Pennsylvania, Tennessee, West Virginia, Kentucky, North Carolina, South Carolina and Virginia."
18,WLSNc.AS,"Wolters Kluwer NV is a company based in the Netherlands that provides information, software and services to legal, business, tax, accounting, finance, audit, risk, compliance and healthcare professionals worldwide. The Company's four operating divisions are based on strategic customer segments: Health; Tax & Accounting; Governance, Risk & Compliance, and Legal & Regulatory. Its geographical segments include the Netherlands, Europe, North America, Asia Pacific and the Rest of the World. The Company's product portfolio offers software tools coupled with content and services that enable its customers to make evidence-based decisions, through workflow management solutions, regulatory information, analytics and reporting, tailored to the specifics of their industry. In addition, the Company is active in digital and print publishing."
19,ADYEN.AS,"Adyen NV, formerly Adyen BV, is provider of mobile, online and point-of-sale (POS) payment solutions based in the Netherlands. It operates an online platform enabling merchants to accept payments internationally and from all sales channels, such as online shops, mobile payments from applications and Websites, and POS, such as countertops, mobile terminals, tablets and cash registers, among others. The platform covers the entire payment chain, including technical, contractual, reconciliation and settlement processes. The platform is available in the form of ready-to-use payment pages (HPP), application programming interface (API), and client-side encryption solution (EE). The Company’s customers include Mango, KLM, Netflix, Superdry, Uber, Groupon and Crocs, among others. It has offices in the Netherlands, the United Kingdom, France, Germany, Belgium, Brazil, China, Australia, Mexico, Singapore, Spain, Sweden and the United States."
20,URW.AS,"Unibail Rodamco SE is a France-based commercial property investment company operating in the commercial real estate industry. The Company is engaged in the development, construction, and management of real estate in Europe. Its assets portfolio is divided into three main business segments: Retail, which include shopping centers in France, Spain, the Netherlands, Denmark, Sweden, Finland, Poland, the Czech Republic, Slovakia and Austria; Offices & Others, comprising a number of business premises, warehouses and workshops located mainly in the Paris central business district and La Defense; and Convention and Exhibition complexes in Paris through two companies, Viparis and Comexposium, which are jointly owned by the Company and the Paris Chamber of Commerce and Industry (CCIP). Viparis manages a portfolio of venues in Paris, while Comexposium operates as an event organizer in France."
21,LIGHT.AS,"Signify NV, formerly Philips Lighting NV, is a company based in the Netherlands that provides lamps and lighting solutions. Its product portfolio includes, among others, incandescent lamps, halogen lamps, fluorescent lamps, linear fluorescent lamps (LFL), compact fluorescent lamps (CFL), high-intensity discharge lamps (HID) and light-emitting diodes (LED), as well as electronic components, such as electronic ballasts and drivers. The Company also provides integrated and customized lighting systems. Its service portfolio includes light management and value-added services, such as energy audits, light design and engineering, as well as remote monitoring and managed services. The Company operates through four segments: The Lamps segments comprises conventional lamps and lamp electronics; the LED segment focuses on LED lamps; the Professional segment includes lighting systems and services for professional consumers, and the Home segment covers consumer luminaries and home systems."
22,NN.AS,"NN Group NV is the Netherlands-based insurance and investment management company. It operates seven segments. The Netherlands Life segment offers group and individual life insurance products and pensions. The Netherlands Non-life provides motor, transport, fire, liability and travel insurance, as well as income protection products. The Insurance Europe comprises life insurance offered in 11 European countries, pensions, non-life insurance in Belgium and Spain, and healthcare insurance in Greece. The Japan Life offers corporate owned life insurance (COLI). The Investment Management provides investment products and advisory services. The Other segment comprises the business of Nationale-Nederlanden Bank and the Company's internal reinsurer, ING Re, as well as holding and other results. The Japan Closed Block VA comprises the closed-block single premium variable annuity (SPVA) individual life insurance. In July 2014, ING Groep NV reduced its ownership in the Company to 68.1%."
23,KPN.AS,"Koninklijke KPN N.V. (KPN) is a telecommunications and information and communications technology (ICT) provider based in the Netherlands. The Company's segments include Consumer, Business, Wholesale, and Network, Operations & IT. The Company is engaged in offering fixed and mobile telephony, fixed and mobile broadband Internet and television to retail consumers. To business consumers the Company offers Internet and mobile telephony services, as well as infrastructure and network related ICT solutions, including cloud hosting and Internet of Things (IoT) connectivity. KPN also provides wholesale network services to third parties. The Company's brands include KPN, Telfort, XS4ALL, Simyo, Yes Telecom, Ortel Mobile, Argeweb, Solcon, Route IT, Divider, Internedservices, NLDC and StartReady, among others. The Company delivers its services primarily in the Netherlands."
24,TKWY.AS,"Just Eat Takeaway.com NV, formerly Takeaway.com NV, is a company based in the Netherlands that operates an online food delivery marketplace. The Company focuses on connecting consumers and restaurants, and allows users to order food from nearby restaurants and have the food delivered to their homes. The Company transmits the order placed by customers and forwards it to restaurants, which prepare and deliver the meal. It is present in Portugal, Switzerland, Austria, Luxembourg, Belgium, the Netherlands, Germany, Poland, Bulgaria, Romania, Israel and Vietnam, and operates the Websites Lieferando.de, Lieferservice.at, Lieferservice.ch, Pizza.be, Pizza.lu, Pizza.pl, Pyszne.pl, BGmenu.com, Oliviera.ro, Takeaway.com, Thuisbezorgd.nl and Vietnammm.com, among others. The platforms feature various kinds of restaurants."
