,Instrument,Business Description
10,NESN.S,"Nestle S.A. is a nutrition, health and wellness company. The Company's segments are Zone Europe, Middle East and North Africa (EMENA); Zone Americas (AMS); Zone Asia, Oceania and sub-Saharan Africa (AOA); Nestle Waters; Nestle Nutrition, and Other Businesses. The Company operates in the United States, Greater China Region, Switzerland and Rest of the World. The Company's product categories include powered and liquid beverages; water; milk products and ice cream; nutrition and health science; prepared dishes and cooking aids; confectionery, and PetCare. Its other business activities include the operations of Nestle Professional, Nespresso, Nestle Health Science and Nestle Skin Health. It operates in approximately 190 countries throughout the world. It has sales in various countries, including the United States, Greater China Region, Brazil, Mexico, Germany, the United Kingdom, Italy, Canada, France, Turkey, Ukraine, Georgia, Hungary, Malta, Romania, Spain and Switzerland."
11,CSGN.S,"Credit Suisse Group AG (Credit Suisse) is a financial services company. The Company's segments include Swiss Universal Bank, International Wealth Management, Asia Pacific, Global Markets, Investment Banking & Capital Markets, Strategic Resolution Unit and Corporate Center. It offers a range of private banking and wealth management solutions to its clients in its Swiss Universal Bank, International Wealth Management and Asia Pacific divisions. It offers a range of investment advice and discretionary asset management services. It offers a range of investment services, including macroeconomic, equity, bond, commodity and foreign-exchange analysis, as well as research on the economy. Its investment advice covers a range of services from portfolio consulting to advising on individual investments. The Company offers its clients portfolio and risk management solutions, including managed investment products."
12,NOVN.S,"Novartis AG is a Switzerland-based pharmaceutical company. The Company develops, manufactures, and markets branded and generic prescription drugs, active pharmaceutical ingredients (APIs), biosimilars and ophthalmic products. The Company uses science and digital technologies for treatments in the disease areas of immunology, dermatology, cancer, ophthalmology, neuroscience, respiratory, cardiovascular, renal and metabolism. The business activities of the Company are divided into two segments: Innovative Medicines, which includes innovative patent-protected prescription medicines for blood pressure, cancer and other ailments, and Sandoz, which includes generic pharmaceuticals and biosimilars."
13,CFR.S,"Compagnie Financiere Richemont SA (Richemont) is a Switzerland-based jewelry company. The Company's segments include Jewellery Maisons and Specialist Watchmakers. The Jewellery Maisons segment includes businesses, which are engaged in the design, manufacture and distribution of jewelry products. The businesses include Cartier, Van Cleef & Arpels and Giampiero Bodino. Its Specialist Watchmakers segment includes businesses whose primary activity includes the design, manufacture and distribution of precision timepieces. The businesses in the Watchmakers segment include Piaget, A. Lange & Sohne, Jaeger-LeCoultre, Vacheron Constantin, Officine Panerai, IWC Schaffhausen, Baume & Mercier and Roger Dubuis. The Company's other operating segments include Montblanc, Alfred Dunhill, Chloe, Purdey, Shanghai Tang, Peter Millar, investment property companies and other manufacturing entities."
14,LOGN.S,"Logitech International S.A. is a holding company. The Company designs, manufactures and markets products that allow people to connect through music, gaming, video, computing, and other digital platforms. The Company operates through peripheral segment. The Company offers its products to a network of domestic and international customers, including direct sales to retailers, e-tailers, and indirect sales through distributors. The Company's retail network across the world includes consumer electronics distributors, retailers, mass merchandisers, specialty electronics stores, computer and telecommunications stores, value-added resellers and online merchants. Its music solutions are focused primarily on mobile speakers, including its UE BOOM family of mobile wireless speakers, its Jaybird wireless audio wearables for sports and active lifestyles, and its custom in-ear headphones. It offers a range of gaming gear for gamers, including mice, keyboards, headsets, gamepads and steering wheels."
15,HOLN.S,"Holcim AG, former LafargeHolcim Ltd, is a Switzerland-based company operating in building materials industry. The Company's business segments includes Cement, Aggregates, Ready-Mix Concrete, Solutions & Products. Cements segment is engaged in sustainable and innovative cements and hydraulic binders; Aggregates- trough this segment The Company manufactures aggregate used as raw materials for concrete, masonry and asphalt and as base materials for roads, landfills and buildings; Ready-Mix Concrete portfolio includes: ready-mix concrete products, self-filling and self-leveling concrete, architectural concrete, insulating concrete and pervious concrete; Solutions & Products offers precast construction systems such as Basalton, which provides a durable protect vulnerable landscapes from storm and rising sea levels. The Company also offers mortars for 3D printing construction."
16,ZURN.S,"Zurich Insurance Group AG is a holding company. The Company and its subsidiaries provide insurance products and related services. Its segments include General Insurance, Global Life, Farmers, Other Operating Businesses and Non-Core Businesses. The General Insurance segment provides a range of motor, home and commercial products and services for individuals, as well as small and large businesses. The Global Life segment is engaged in providing unit-linked, protection and corporate propositions through global distribution and proposition pillars. The Farmers segment, through Farmers Group, Inc. and its subsidiaries, provides certain non-claims administrative and management services to the Farmers Insurance Exchange, Fire Insurance Exchange, Truck Insurance Exchange, and their subsidiaries and affiliates. The Other Operating Businesses segment includes the Company's Holding and Financing activities. The Non-Core Businesses segment includes its insurance and reinsurance businesses."
17,GIVN.S,"Givaudan SA is a Switzerland-based company engaged in the fragrance and flavor industry. The Company has two business divisions: Fragrances and Flavors. The Fragrances segment comprises the manufacture and sale of fragrances through four business units: Fine Fragrances, comprising fragrances; Consumer Products, comprising personal care, hair and skin care, household care, and oral care; Fragrance Ingredients; and Cosmetics Activities, comprising cosmetics. The Flavors business division comprises the manufacture and sale of flavors into four business units: Beverages, comprising flavors for soft drinks, fruit juices and instant beverages; Dairy, comprising ice cream, yoghurt, desserts and yellow fats; Savory, covering soups and sauces; and Confectionery. The Company also engages in research and development activities into perfumery raw materials, both synthetic and natural. It operates through Induchem Holding AG and Activ International, among others."
18,LONN.S,"Lonza Group AG (Lonza) is a Switzerland-based holding company and a supplier to the pharmaceutical, healthcare and life science industries. The Company's offerings include custom development and manufacturing of drugs and drug delivery systems, as well as development of anti-microbial solutions for commercial applications. The Company divides its activities into two segments: Pharma&Biotech and Specialty Ingredients. The Pharma&Biotech comprises the Company's Biologics, Small-Molecule, and Consumables and Research Tools businesses. The segment includes mammalian, microbial, chemical, bioconjugates, cell and gene therapy technology platforms. The Specialty Ingredients segment focuses on anti-microbial applications within Consumer Health division, which covers hygiene, nutrition and personal care products, as well as preservatives, capsules and food supplements, among others, and Consumer & Resources Protection division, which includes coatings and composites, and agro ingredients."
19,SIKA.S,"Sika AG is a Switzerland-based company active in the chemicals industry. The Company produces products primarily for the automobiles and auto parts, renewable energy, and equipment and components industries. The Company’s activities are divided into two business areas: the Construction Division offers a range of products, including concrete admixtures, ready-for-use mortars, roofing systems, waterproofing systems, flooring systems, and steel protection solutions, among others, and the Industry Division develops bonding, sealing, damping, glazing and reinforcing solutions, among others. The Company’s brands include Sarnafil, Sika, Sikadur, Sikaflex, SikaGrout, SikaPower, SikaHydroPrep, SikaReinforcer, Sika ViscoCrete, Sikaplan and SikaRapid, among others. The Company is globally active, with activities divided into geographical regions, namely Europe, Middle East and Africa (EMEA), North America, Latin America, and Asia/Pacific. The Company operates numerous subsidiaries."
