,Instrument,Business Description
10,SCATC.OL,"Scatec ASA, formerly known as Scatec Solar ASA, is a Norway-based integrated independent solar power producer, delivering affordable, rapidly deployable and sustainable clean energy worldwide. It develops, builds, owns, operates and maintains solar power plants."
11,RECSI.OL,"REC Silicon ASA, formerly Renewable Energy Corp ASA (REC), is a Norway-based company active in the solar energy sector. REC Silicon ASA is engaged in production of advanced silicon materials to customers in the solar and electronics industry. It offers three types of products: solar grade polysilicon for production of solar panels; electronic grade polysilicon for semiconductor industry and green energy technologies; and silane gases for semiconductor industry, flat panel displays and thin film technologies. The Company uses three technologies: Siemens process, based on decomposition of silane and deposition of elemental silicon; Fluidized Bed Reactor (FBR) technology, aimed at production of polysilicon at lower cost; and REC Business System (RBS) to manufacture gas and liquid silicon molecules."
12,AKER.OL,"Aker ASA is a Norway-based industrial investment company engaged in active ownership. The Company organizes its business activities into two segments: Industrial investments and Financial investments. The Industrial investments segment comprises the Company’s ownership interest in companies, such as Ocean Yield ASA, Aker Biomarine AS and Havfisk ASA. The Financial investment segment comprises cash, real estate, shares in funds and other financial assets of the Company and holding companies, with an exception of industrial equity investments. The Company’s ownership interests are concentrated on the business sectors: energy, environment, fisheries and marine biotechnology, and finance. The parent company of Aker ASA is TRG Holding AS."
13,SCHA.OL,"Schibsted ASA is a Norway-based company which operates as a holding company for Schibsted Group. The Group is organized within two operating segments: Marketplaces and Media. The Marketplaces segment comprises online classifieds operations in Norway and Sweden, including FINN.no and Blocket.se. The Media segment consists of publishing operations in Norway and Sweden, including VG, Aftenposten, Stavanger Aftenblad, Bergens Tidende, Faedrelandsvennen, Aftonbladet, Svenska Dagbladet and Omni, in addition to such companies as Lendo, Prisjakt, Let’s Deal, among others. The Company conducts its business through a net of subsidiaries located worldwide and distributes its products in Europe, Asia, Africa and the Americas. The Company owns Yapo.cl. and a share in OLX Brazil, among others."
14,KAHOT.OL,"Kahoot! ASA is a Norway-based provider of learning tool that is built on game approach. A Kahoot game consists of players answering multiple-choice questions reflected on the screen of the user who hosts the particular game. In case of un-hosted games, questions are displayed on the screens of the participants in the particular game itself. The Company’s library contains over 50 million learning games, created and shared by users in more than 200 countries. The Company offers options for both private users and businesses."
15,YAR.OL,"Yara International ASA is a Norway-based company that produces, distributes and sells nitrogen-based mineral fertilizers and related industrial products. The Company operates under the following segments: Crop Nutrition, Industrial and Production. The Crop Nutrition segment sells a portfolio of nitrogen-based fertilizers including ammonia, urea, urea ammonium nitrate (UAN), calcium ammonium nitrate (CAN), ammonium nitrate (AN), calcium nitrate (CN), and compound fertilizers (NPK). The Industrial segment sells urea, ammonia, phosphate, nitric acid, technical ammonium nitrate (TAN) and calcium nitrate (CN) for industrial applications within base chemicals, mining applications, animal nutrition, environmental solutions and industrial nitrates. The Production segment comprises Yara’s manufacturing plants producing ammonia, fertilizer and industrial products. The Company operates Agronomic Technology Corp as subsidiary."
16,NOD.OL,"Nordic Semiconductor ASA is a Norway-based company engaged in the development and sell of integrated circuits and related solutions for short-range wireless communication. The Company specializes in ultra-low power (ULP) components, based on 2.4 Gigahertz (GHz) and Bluetooth Smart technology. Its solutions are applied to a range of end products, such as personal computer (PC) and tablet accessories, mobile and wearable devices, home electronic devices, sports and health monitors, toys, as well as installed sensor networks. In addition, It provides also application-specific integrated circuit (ASIC) components and consulting services. The Company operates in Norway, China, Japan, the United States, and Taiwan, among others. It is a parent of Nordic Semiconductor Inc and Nordic Semiconductor Poland Sp z oo."
17,EQNR.OL,"Equinor ASA, formerly Statoil ASA, is a Norway-based energy company engaged in oil and gas exploration and production activities. The Company's segments include Development and Production Norway (DPN), Development and Production International (DPI), Marketing, Midstream and Processing (MMP) and Other. DPN segment manages the Company's upstream activities on the Norwegian continental shelf (NCS) and explores for and extracts crude oil, natural gas and natural gas liquids. DPI segment manages the Company's upstream activities that are not included in the DPN and Development and Production USA (DPUSA) business areas. MMP segment manages its marketing and trading activities related to oil products and natural gas, transportation, processing and manufacturing, and the development of oil and gas. Other segment includes activities in New Energy Solutions (NES), Technology, Projects and Drilling (TPD), Global Strategy and Business Development (GSB), and Corporate staffs and support functions."
18,GOGL.OL,"Golden Ocean Group Limited, formerly Knightsbridge Shipping Limited, is an international dry bulk shipping company. The Company is engaged in the transportation of dry bulk cargoes. It owns and operates a fleet of dry bulk carrier vessels, focusing on the Capesize, Panamax and Supramax markets. Its vessels transport a range of major and minor bulk commodities, including ores, coal, grains and fertilizers. Its fleet includes owned vessels, bareboat vessels, chartered vessels, commercial management vessels and newbuildings. It owns over 40 dry bulk carriers and has contracts for over 20 newbuildings. It also has over 10 vessels chartered-in (of which over eight are chartered in from Ship Finance and over five are chartered in from third parties) and over one vessel chartered-in through a joint venture. Approximately six of the vessels are chartered-out on fixed rate time charters and the other operates in the spot market or fixed on index-linked time charter contracts."
19,TOM.OL,"Tomra Systems ASA is a Norway-based sustainable technology company. The Company provides technology-led solutions that enable the circular economy, and advanced sorting systems that optimize scarce resource recovery and minimize waste in the food, recycling, mining and other industries. The Company's segments include collection solutions and sorting solutions. Tomra Systems operates globally."
20,STB.OL,"Storebrand ASA is a Norway-based provider of insurance and pension products. The Company operates in three business segments: the Bank and asset management segment includes products that offer savings for retirement, as well as consists of contribution pensions in Norway and Sweden, asset management and banking products for individuals; the Insurance business segment offers health insurance in the Norwegian and Swedish corporate and retail markets, property and casualty (P&C) insurance and personal risk products in the Norwegian retail market and employee insurance and pensions-related insurance in the Norwegian corporate market, in addition to the provision of life insurance products, and the Guaranteed pension segment covers defined pensions in Norway and Sweden, paid-up policies and individual capital and pension insurance. The Company operates Skagen AS as subsidiary."
21,MOWI.OL,"Mowi ASA, formerly Marine Harvest ASA, is a Norway-based company engaged in the production and marketing of seafood, with focus on Atlantic salmon. The Company operates within three segments, namely Feed, Farming, and Sales and Marketing. The Feed segment is responsible for production of fish feed. The Farming segment manages the Company's aquaculture and primary processing activities in Norway, Scotland, Canada, Chile, Ireland and the Faroe Islands. The Sales and Marketing segment comprises the global sales organization and is divided into Markets, responsible for distributing primary (whole gutted fish) and secondary (fillets, portions, steaks and kebabs) products, and Consumer Products, responsible for value-added products, such as smoked, marinated and grilled fish, delicatessen and ready meals, among others. The Company operates through a number of subsidiaries based in Europe, the Americas and Asia."
22,ORK.OL,"Orkla ASA (Orkla) is a supplier of branded consumer goods and concept solutions to the grocery, out-of-home and bakery sectors, with the Nordic and Baltic regions as its principal markets. The Company's branded consumer goods business consists of four business areas, including Orkla Foods, which comprises Orkla's food businesses; Orkla Confectionery & Snacks, which comprises the product categories confectionery, snacks and biscuits, and consists of six branded consumer goods businesses; Orkla Care, which comprises six branded consumer goods businesses, and Orkla Food Ingredients, which is engaged in the bakery and ice cream ingredients sectors in the Nordics and Baltics. The Orkla Investments business area consists of the Hydro Power and Financial Investments segments. Its associates and joint ventures consist primarily of Jotun, which is a manufacturer of paint and powder coatings, and Sapa AS, which is a supplier of extrusion-based aluminum solutions."
23,ADEA.OL,"ADEVINTA ASA is a Norway-based marketplace specialist. It operates different kind of digital marketplaces in more than 15 countries in Europe, Latin America and North Africa. The Company's local brands include Leboncoin in France, InfoJobs in Spain, Subito in Italy and Jofogas in Hungary, among many others."
24,DNB.OL,"DNB BANK ASA is a Norway-based financial institution engaged in the provision of financial services, including loans, savings, advisory services, insurance and pension products for retail and corporate customers. In addition, the Bank also offers Internet banking, mobile services and cards, as well as foreign exchange and investment banking services."
