,Instrument,Business Description
13,AGL.AX,"AGL Energy Limited is an Australia-based company that supplies energy and other services. The Company operates through three segments: Customer Markets, Integrated Energy and Investments. The Customer Markets segment is responsible for the retailing of electricity, gas, telecommunications (broadband/ mobile/voice), solar and energy products and services to residential, small and large business customers. The Integrated Energy segment operates AGL Energy’s power generation portfolio and other key assets, including coal, gas and renewable generation facilities, natural gas storage and production facilities, and development projects. The Investments segment comprises AGL Energy’s interests in the ActewAGL Retail Partnership, Energy Impact Partners’ Fund, Energy Impact Partners’ Fund SCSp, Activate Capital Partners, Solar Analytics Pty Limited, Sunverge Energy Inc, Ecobee Inc, RayGen Resources Pty Ltd, Honey Insurance Pty Ltd and Ovo Energy Australia Pty Ltd."
14,COL.AX,"Coles Group Limited is an Australia-based company engaged in the retail industry business. The Company is focused on providing customers with everyday products, including fresh food, groceries, general merchandise, liquor, fuel and financial services through its store network and online platforms. The Company operates through three segments: Supermarket, Liquor, and Express. The supermarket segment offers fresh food, groceries and general merchandise retailing, which includes Coles Online and Coles Financial Services. The Liquor segment operates a range of liquor retailing formats consisting of three brands, such as Liquorland, Vintage Cellars, First Choice Liquor and First Choice Liquor Market and an online liquor retail offer. The Company's Express segment offers convenience store operations and commission agent for retail fuel sales. It operates approximately 2,500 retail outlets nationally."
15,SHV.AX,"Select Harvests Limited is an Australia-based producer, manufacturer, processor, and marketer of nut products. The Company is an almond producer and marketer with capabilities across, horticulture, orchard management, net processing, sales, and marketing. The Company is focused on processing, packaging, marketing, and distributing edible nuts, dried fruits, seeds, muesli, and a range of natural health foods. The Company's segments include Almond Division and Food Division. Almond Division, which grows, processes, and sells almonds to the food industry from company owned and leased almond orchard. Food Division, which processes, markets, and distributes edible nuts, dried fruits, seeds, and a range of natural health foods. The Company's brands include Lucky, Sunsol, NuVitality, Allinga Farms and Renshaw."
16,BKW.AX,"Brickworks Limited is engaged in manufacturing a range of building products. The Company is engaged in the development and investment activities. The Company's segments include Building Products Australia, Building Products North America, Property and Investments. Building Products Australia manufactures vitrified clay, concrete and timber products used in the building industry. Building Products North America manufactures products lines including bricks and masonry blocks used in the building industry. Property division is engaged in the utilization of opportunities associated with land owned by the Company, including the sale of property and investment in Property Trusts. Investments division holds investments in the Australian share market, both for dividend income and capital growth, and includes the investment in Washington H. Soul Pattinson and Company Limited (WHSP)."
17,HPI.AX,"Hotel Property Investments Limited (HPI) is an Australia-based is real estate investment company. The Company invests in the pub sector in Australia. The Company operates within Australia and derives rental income, as a freehold hotel owner and lessor. It owns a portfolio of freehold properties predominantly in Queensland, comprising pubs and associated specialty stores located on the pub sites. Its hotels and pubs are located along Queensland’s coastal towns, as well as hotels in South Australia. It owns investment properties and their valuations may increase or decrease from time to time."
18,GDI.AX,"GDI Property Group Limited is an Australia-based property owner and fund manager. The Company is engaged in ownership, management, development, refurbishment, leasing and syndication of predominantly office property. The Company operates through two segments: property (Property) and funds management (Funds Business). The Company through its Property segment owns central business district (CBD) office properties. It manages property investments in Sydney, Brisbane, Perth, South East Queensland and North Queensland. The Funds Business, through the Company’s subsidiaries, manages seven unlisted, unregistered managed investment schemes with total Assets Under Management (AUM) of approximately $520.2 million. The Company has an investor base of approximately 1,500 high net worth investors."
19,PPK.AX,"PPK Group Limited is an Australia-based company that focused on investing in Boron Nitride Nanotubes (BNNT), commercialization of high-performance batteries, ballistic armour for commercial and military use, and mining technology. The Company holds interest in BNNT product applications, such as lithium-sulphur battery products (Li-S Energy Limited), white graphene, metal alloys armaments, dental applications and precious metals. The Company’s subsidiaries include BNNT Technology Limited (BNNTTL), Li-S Energy Limited (Li-S Energy), White Graphene Limited, Strategic Alloys Pty Ltd, BNNT Precious Metals Limited, 3D Dental Technology Limited, BNNT Precious Metals Limited, Strategic Alloys Pty Ltd, Craig International Ballistics Pty Ltd, and Ballistic Glass Pty Ltd."
20,WBC.AX,"Westpac Banking Corporation is a banking organization. The Company provides a range of banking and financial services including consumer, business and institutional banking and wealth management services. Its operations consist of various divisions including Consumer, Business, Westpac Institutional Bank (WIB), Westpac New Zealand and Specialist Businesses. Consumer division provides sale and service to consumer customers in Australia. Business division provides sales and service of banking products for Australian small to medium enterprise and Commercial businesses. WIB delivers a range of financial products and services to corporate, institutional and government customers. Westpac New Zealand provides banking, wealth and insurance products and services for consumer, business and institutional customers in New Zealand. Specialist Businesses provides auto finance, Australian life, investment product and services, superannuation and retirement products."
21,BSL.AX,"BlueScope Steel Limited is an Australia-based steel production company. The Company is focused on providing steel materials, products, systems and technologies across Australia and New Zealand. It is also engaged in manufacturing of painted and coated steel products. Its segments include Australian Steel Products, North Star BlueScope Steel, Building Products Asia and North America, Buildings North America, and New Zealand & Pacific Islands. The Australian Steel products segment produces and markets a range of high-value coated and painted flat steel products for Australian building and construction customers as well as offering commodity flat steel products. Its brands include pre-painted COLORBOND steel, zinc/aluminum alloy-coated ZINCALUME steel and the LYSAGHT range of products. The Building Products Asia and North America includes building products for China, consisting of metal coating, painting, Lysaght operations and engineered building solutions."
22,ING.AX,"Inghams Group Limited is an Australia-based integrated poultry producer. The Company is focused on producing and selling chicken and turkey products across various categories, such as free-range, value enhanced, primary processed, further processed, by-product categories, and stockfeed, which is engaged in the production of stockfeed use by poultry, pig and dairy industries. The Company offers a range of products Diced Roasted Chicken Meat, Chicken Goujons, Tempura Breast Nuggets, Gluten Free Chicken Nuggets, Crumbed Chicken Tenderloin, Chicken & Corn Rolls, Chicken Breast School Burgers, Healthy Select Turkey Breast, Sliced Chicken Breast Strips, Country Crisp Chicken Strips, Crumbed Drumsticks, Gluten Free Chicken Nuggets, Sweet Chilli Tenders, Gluten Free Chicken Breast Tenders, Crumbed Drumsticks, Country Crisp Chicken Strips, and Pizza Roundas. The Company’s geographic segments include Australia and New Zealand."
23,GPT.AX,"The GPT Group (GPT) is an Australia-based vertically integrated diversified property group. The GPT owns and manages Australian office, logistics and retail assets. The Company operates through four segments: Retail, Office, Logistics and Funds Management. The Retail segments owns, develops, and manages regional and sub-regional shopping centers, as well as GPT's equity investment in GPT Wholesale Shopping Centre Fund. Its office segment owns, develops, and manages central business district (CBD) office properties with some associated retail space, as well as GPT's equity investment in GPT Wholesale Office Fund. Its logistics segment owns, develops, and manages logistics assets as well as GPT’s equity investment in the GPT QuadReal Logistics Trust. Its Funds Management segment manages two Australian wholesale property funds in the retail and office sectors and the GPT QuadReal Logistics Trust in the logistics sector."
24,OZL.AX,"OZ Minerals Limited is an Australia-based copper-focused international company. The Company is engaged in the mining and processing of ore containing copper, gold and silver; sales of concentrate; undertaking exploration activities and the development of mining projects. It operates through four segments: Prominent Hill, Carrapateena, Carajas, Exploration & development. The Prominent Hill segment is located in the Gawler Craton of South Australia. Its mine consists copper, gold and silver to customers in Asia, Europe and Australia. The Carrapateena segment is located in the Gawler Craton of South Australia. Its mine consists copper, gold and silver to customers in Asia, Europe and Australia. The Carajas segment engaged in mining and processing ore containing copper and gold from the Antas open pit mine and the underground Pedra Branca mine in the Carajas Hub in Brazil. The Exploration & development segment engaged in exploration and evaluation activities associated with other projects."
25,ORG.AX,"Origin Energy Limited is an Australia-based energy company. The Company is engaged in the exploration and production of natural gas, electricity generation, wholesale and retail sale of electricity and gas and sale of liquefied natural gas. The Company's segments include: Energy Markets and Integrated Gas. Energy Markets segment includes energy retailing and wholesaling, power generation and liquefied petroleum gas (LPG) operations predominantly in Australia. Integrated Gas segment focuses on the investment in Australia Pacific LNG (APLNG) and management of LNG hedging and trading activities. The Company's projects include Surat and Bowen basins in Queensland, APLNG in Eastern Australia, Beetaloo Basin in the Northern Territory and the offshore Browse Basin in Western Australia."
26,NXL.AX,"Nuix Limited is an Australia-based company engaged in providing investigative analytics and intelligence software. The Company's Nuix platform helps customers to process, normalize, index, enrich and analyze data from various different sources. The Nuix platform consists of the Nuix Engine and a number of software applications. The Nuix Engine processes, normalizes, indexes, enriches and analyze structured, semi-structured and unstructured data. The Nuix Engine can process multiple different file types, including communications; databases; digital and mobile forensics; enterprise and cloud systems, and human-generated content. Its products include Nuix Discover, Nuix Investigate, Nuix Workstation, Nuix Adaptive Security and Nuix Enterprise Collection Center. The Company serves various industries, such as corporations, government, law enforcement, law firms, and service providers."
27,ANN.AX,"Ansell Limited is an Australia-based safety protection solutions Company. It is engaged in development, manufacturing, sourcing, and distributing of gloves and personal protective equipments. The Company operates through two segments: Industrial Global Business Unit (GBU) and Healthcare Global Business Unit (GBU). Industrial GBU manufactures hand and chemical protective clothing solutions for industrial applications. Industrial GBU offers protective solutions to various industries such as automotive, chemical, metal fabrication, machinery and equipment, food, construction, mining, oil, and gas. Healthcare GBU manufactures surgical and examination gloves, healthcare safety devices and infection prevention products for healthcare professionals and patients and single use industrial application gloves. Healthcare GBU offers solutions to customers including hospitals, dental surgeries, veterinary clinics, auto repair shops, chemical plants, laboratories, and pharmaceutical companies."
28,BVS.AX,"Bravura Solutions Limited (Bravura) is an Australia-based company that provides software solutions for the wealth management, life insurance and funds administration industries. Bravura offers digital enterprise software solutions supporting financial services products across front, middle and back office, including digital delivery across multiple devices to advisers and end consumers. The products offered by the Company include investment products, wrap platforms, superannuation and pension, life insurance, private wealth and portfolio admin, funds administration, financial planning software and microservices. Bravura provides various services, such as professional services, managed and cloud services, data migration and training. The Company operates approximately 17 offices across Australia, New Zealand, the United Kingdom, Europe, Africa and Asia."
29,IPH.AX,"IPH Limited (IPH) is an Australia-based holding company. The Company provides intellectual property (IP) services related to provision of filing, prosecution, enforcement and management of patents, designs, trademarks and other IP in Australia, New Zealand, Asia and other countries. The Company is focused on the development of autonomous timekeeping software under a subscription licence model whereby the software is licensed and paid for on a recurring basis. The Company operates through four segments Intellectual Property Services Australia & New Zealand , Intellectual Property Services Asia and Adjacent Businesses."
30,SCG.AX,"Scentre Group (Scentre) is engaged in owning long term ownership of shopping centers. The Company owns and operates a portfolio of living centers in Australia and New Zealand. The Company geographic segment consists of Australia and New Zealand. The Company owns and operates a platform of approximately 42 Westfield living centers with 37 located in Australia and five in New Zealand. The Company has a joint interest in 40 Westfield Living Centres. Scentre is the parent company of Scentre Group Trust 1 (SGT1), Scentre Group Trust 2 (SGT2) and Scentre Group Trust 3 (SGT3)."
31,ALU.AX,"Altium Limited is an Australian-based multinational software company. The Company is engaged in development and sales of computer software for the design of electronic products. It provides printed circuit boards (PCB) tools and cloud platform for the electronics industry. Its products include Altium 365, Altium Nexar, Altium NEXUS, Altium Designer and Altium CircuitMaker. The Company operates through three segments: Board and Systems, Electronic Parts, Search and Discovery business, and Microcontrollers and Embedded Systems. Board and Systems segment includes results from the PCB business for the Americas, EMEA, China and Asia- Pacific, Altium Nexus as well as other products sold through partner channels and the manufacturing business. Electronic Parts, Search and Discovery business segment includes the results from Octopart and Upverter. Microcontrollers and Embedded Systems Includes results from the TASKING business."
32,ARF.AX,"Arena REIT No.1 is an Australia-based company that owns, manages, and develops social infrastructure properties across Australia. The Company's objective is to deliver an attractive and predictable distribution to investors with earnings growth prospects over the medium to long term. The Company invests in social infrastructure properties in various sectors, including childcare, healthcare, education, and government sectors. The Company's portfolio of approximately 240 social infrastructure properties are leased to a diversified tenant base in the various childcare and healthcare sectors. It delivers customized facilities for its tenants and attractive investment returns for its investors."
33,IPL.AX,"Incitec Pivot Limited is an Australia-based company engaged in the manufacture and distribution of industrial explosives, industrial chemicals and fertilizers, and the provision of related services. The Company's segments include Asia Pacific, and the Americas. Its business division includes Dyno Nobel and Incitec Pivot Fertilisers. Dyno Nobel is engaged in the manufacturing and selling of industrial explosives and related products and services to the mining, quarrying and construction industries in North America and the Australian market. Incitec Pivot Fertilisers is engaged in manufacturing and selling of fertilizers in Eastern Australia and the export market. It also manufactures, imports and sells industrial chemicals to the agriculture and specialist industries. The Company's product portfolio includes Green Urea, Entec, eNpower and EZshot. Its subsidiaries include Incitec Fertilizers Pty Limited, TOP Australia Pty Limited, Dyno Nobel Pty Limited and others."
34,ASB.AX,"Austal Limited (Austal) is an Australia-based shipbuilder, defense prime contractor and maritime technology company. The Company is engaged in designing, constructing and supporting defense and commercial vessels for the operators worldwide. Austal’s shipyards is located in Australia, the United States of America, the Philippines and Vietnam, and its service centers are located across the world. It offers naval, government and commercial operators ships, systems and support. Austal develops defense and commercials vessel. Its defense vessels include the Littoral Combat Ship for the United States Navy, the Expeditionary Fast Transport for the United States Navy and the High-Speed Support Vessel for the Royal Navy of Oman. Austal offers vessel control and information management systems, such as Motion Control and MARINELINK. Austal’s commercial vessel portfolio includes passenger ferries, vehicle passenger ferries, offshore crew transfer vessels and wind farm vessels."
35,CBA.AX,"Commonwealth Bank of Australia is a banking company. The Company provides financial services, including retail, business and institutional banking, funds management, superannuation, general insurance, broking services and finance company activities. The Company's segments include Retail Banking Services, which provides home loan, consumer finance and retail deposit products; Business Banking segment provides banking services to relationship managed business and agribusiness customers, and offers digital payments and claims solutions; Institutional Banking and Markets serves the commercial and wholesale banking needs of corporate, institutional and government clients; New Zealand segment includes the banking and funds management businesses operating in New Zealand; International Financial Services and Corporate Centre includes the Indonesian retail and business banking operations, and investments in China and Vietnam. Its Corporate Centre includes treasury, legal and corporate affairs."
36,WTC.AX,"WiseTech Global Limited is an Australia-based company primarily engaged in providing software solutions to the logistics industry. The Company develops, sells and implements software solutions that enable logistics service providers to facilitate the movement and storage of goods and information domestically and internationally. Its technology, CargoWise One, is an integrated software solution that enables its customers to execute complex logistics transactions and manage their operations on a database across multiple users, functions, offices, corporations, currencies, countries and languages. It’s solutions include forwarding, customs, optimization, enterprise, transport, rates and contracts, warehouse, e-commerce, parcel, global data, carrier and geocompliance. CargoWise is licensed in approximately 160 countries. The Company’s subsidiaries include Candent Australia Pty Ltd, Cargo Community Network Pty Ltd, CMS Transport Systems Pty Ltd and Compdata Technology Services Pty Ltd."
37,IDX.AX,"Integral Diagnostics Limited (IDX) is an Australia-based healthcare services company. The Company is principally engaged in providing medical imaging services to patients and their referrers across Australia and New Zealand. The Company offers its services through its three brands in Australian states, which include Lake Imaging in Victoria, South Coast Radiology and Imaging Queensland in Queensland and Apex Radiology in Western Australia. IDX also operates in New Zealand through the Ascot Radiology, SRG Radiology and Trinity MRI brands. The Company has approximately 72 radiology clinics, including 26 comprehensive sites. IDX offers its services through its subsidiaries."
38,KGN.AX,"Kogan.com Ltd is an Australia-based company that operates a portfolio of retail and service businesses. The Company's businesses include Kogan Retail, Kogan Marketplace, Kogan Mobile, Kogan Internet, Kogan Insurance, Kogan Travel, Kogan Money, Kogan Cars, Kogan Energy, Dick Smith and Matt Blatt. Its offering comprises products under exclusive brands, such as Kogan, Ovela, Fortis, Vostok and Komodo (Exclusive Brands Products) and products sourced from imported and domestic third-party brands. In addition to product offerings, the Company earns seller-fee based revenue from Kogan Marketplace and commission-based revenue from the New Verticals, including Kogan Mobile, Kogan Internet, Kogan Insurance, Kogan Money, Kogan Cars, Kogan Energy and Kogan Travel. The Company's subsidiaries include Kogan Mobile Operations Pty Ltd, Kogan Mobile Pty Ltd, Kogan Australia Pty Ltd and Kogan HR Pty Ltd."
39,BXB.AX,"Brambles Limited is an Australia-based supply-chain logistics company. The Company's primary activities include provision of supply chain logistics solutions, focusing on the provision of reusable pallets and containers. The Company operates through four segments: CHEP North America and Latin America (CHEP Americas), CHEP Europe, Middle East, Africa, and India, including the North American automotive business (CHEP EMEA), CHEP Australia, New Zealand and Asia, excluding India (CHEP Asia-Pacific) and Corporate center, including BXB Digital (Corporate). The Company's solutions include supply chain solutions, platform solutions, system-wide solutions, transportation solutions, retail store solutions, manufacturing, warehousing and distribution center solutions and sustainability solutions. Platform solutions offers customers a range of supply chain platforms, such as pallets (timber and plastic), reusable plastic crates (RPCs), bins and containers."
40,WPL.AX,"Woodside Petroleum Limited is an Australia-based petroleum exploration and production company. The Company is engaged in hydrocarbon business with a focus on liquefied natural gas (LNG). The Company operates through three segments: Producing , Development and Other segments. Producing segment includes North West Shelf Project, Pluto LNG , Australia Oil and Wheatstone. Development segment comprises of exploration, evaluation and development of liquefied natural gas, crude oil and condensate in the Browse, Scarborough, Kitimat, Sunrise and Sangomar projects. Other segment comprises of trading and shipping activities and activities undertaken in other international locations. Its North West Shelf Project is engaged in exploration, evaluation, development, production and sale of liquefied natural gas, pipeline natural gas, condensate, and liquefied petroleum gas in assigned permit areas. Its Pluto LNG includes sale of liquefied natural gas and pipeline natural gas."
41,BHP.AX,"BHP Group Ltd is a global resources company. The Company is a producer of various commodities, including copper and uranium, copper smelter, copper refinery and precious metals. The Company's segments include Petroleum, Copper, Iron Ore and Coal. The Petroleum segment is engaged in the exploration, development and production of oil and gas. The Copper segment is engaged in mining of copper, silver, zinc, molybdenum, uranium and gold. The Iron Ore segment is engaged in mining of iron ore. The Coal segment is engaged in mining of metallurgical coal and energy coal. The Company extracts and processes minerals, oil and gas from its production operations located primarily in Australia and the Americas. Its businesses include Minerals Australia, Minerals Americas, Petroleum."
42,WES.AX,"Wesfarmers Limited is an Australia-based company engaged in various business operations, such as home improvement and outdoor living, apparel and general merchandise, office supplies, and an industrial division with businesses in chemicals, energy and fertilizers, and industrial and safety products. The Company's segments include Bunnings; Kmart Group; Officeworks; Chemicals, Energy and Fertilisers (WesCEF); Industrial and Safety (WIS), and Other. The Bunnings segment offers building material and home and garden improvement products and servicing project builders and the housing industry. The Kmart Group segment offers apparel and general merchandise, including toys, leisure, entertainment, home and consumables. Its Officeworks segment offers office products and solutions for home, small-to-medium sized businesses, and education. Its WesCEF segment is engaged in manufacturing and marketing of chemicals for industry, mining, mineral processing, horticultural fertilizers and others."
43,NWL.AX,"Netwealth Group Limited is an Australian-based technology company. The Company is a superannuation fund trustee and an administration business. Its subsidiaries include Netwealth Superannuation Services Pty Ltd, Wealthtech Pty Ltd and Netwealth Holdings Limited. The Company’s financial products include superannuation, including accumulation and retirement income products; investor directed portfolio services for self-managed super and non-super investments; managed accounts; and managed funds. The Company’s digital platform enables financial intermediaries and clients to invest in and manage a range of domestic and international products."
44,BEN.AX,"Bendigo and Adelaide Bank Limited is an Australia-based banking and financial services company. The Company is engaged in delivering a wide range of banking and other financial services including consumer, residential, deposit-taking, payments services, wealth management and superannuation, treasury, and foreign exchange services. The Company operates through three segments: Consumer, Business and Agribusiness. Consumer is focused on engaging with and servicing customers and includes branch network (including community banks and alliance partners), mobile relationship managers, third party banking channels, wealth services, homesafe, call centres and customer support functions including processing centres. Business is focused on servicing customers, and includes business banking, portfolio funding, Delphi Bank, community sector banking and great southern. Agribusiness includes all banking services provided to agribusiness, rural and regional Australian communities through rural banks."
45,SFR.AX,"Sandfire Resources Limited is engaged in exploration, evaluation and development of mineral tenements and projects in Australia, Botswana and elsewhere overseas, including investment in early-stage mineral exploration companies. The Company conducts DeGrussa Operations that is located within its Greater Doolgunna Project in Western Australia’s Bryah Basin mineral province, approximately 900 kilometer(km) north-east of Perth. Its Doolgunna exploration projects covers an aggregate contiguous exploration area of approximately 7,189 Square kilometers(km2). It is focused on exploration within the Temora Project and at the Endeavor Joint Venture in the Cobar district of New South Wales. It holds prospective licenses in the Kalahari Copper Belt of Botswana and Namibia, including theT3 Copper-Silver Project. The Company through its subsidiary Sandfire Resources America Inc. holds Black Butte Copper Project, located in central Montana in the United States."
46,LLC.AX,"LendLease Group is an Australia-based company. The Company is an integrated international property and infrastructure company. The Company operates through three segments: Development, Construction and Investment. Its Development segment is focused on creation of mixed use precincts that comprise apartment, workplace, and associated leisure and entertainment amenities and it also develops outer suburban communities and retirement living villages. Its Construction segment provides project management, design and construction services, predominantly in the commercial, residential, mixed use, defense and social infrastructure sectors. Its investment segment comprises investment and asset management platform and the group’s investment across the residential, office, retail, industrial and retirement sectors."
